emotion,n_samples,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,277,6.906137184115524,5.649819494584838,7.169675090252707,8.057761732851986,4.772563176895307,6.722021660649819,6.20216606498195,5.552346570397112,5.743682310469314,5.072202166064982,2.3790613718411553,6.5703971119133575,6.740072202166065,7.469314079422382
Adoration,170,7.41764705882353,3.876470588235294,6.382352941176471,8.394117647058824,3.388235294117647,6.741176470588235,6.476470588235294,2.3411764705882354,6.629411764705883,4.770588235294118,1.2647058823529411,8.105882352941176,6.41764705882353,8.205882352941176
Aesthetic-Appreciation,614,6.364820846905538,4.473941368078176,6.59771986970684,8.058631921824103,3.205211726384365,6.530944625407166,6.182410423452769,2.8469055374592833,5.35342019543974,4.197068403908795,1.6807817589576548,7.328990228013029,5.685667752442996,7.198697068403908
Amusement,560,6.523214285714285,5.323214285714286,6.610714285714286,7.928571428571429,3.155357142857143,6.214285714285714,6.269642857142857,3.460714285714286,5.855357142857143,4.4660714285714285,2.4375,7.057142857142857,6.228571428571429,7.080357142857143
Anger,15,3.2,7.466666666666667,7.8,7.8,4.866666666666666,3.4,3.7333333333333334,5.266666666666667,2.2,5.2,7.4,3.1333333333333333,2.0,2.1333333333333333
Anxiety,218,3.036697247706422,7.509174311926605,8.096330275229358,7.321100917431193,3.9357798165137616,2.8990825688073394,3.0275229357798166,4.990825688073395,4.174311926605505,4.160550458715596,6.660550458715596,2.330275229357798,3.0137614678899083,2.802752293577982
Awe,426,6.053990610328638,6.577464788732394,7.84037558685446,7.802816901408451,4.2018779342723,5.272300469483568,5.13849765258216,4.568075117370892,5.272300469483568,4.619718309859155,2.908450704225352,5.068075117370892,6.007042253521127,6.690140845070423
Awkwardness,68,4.705882352941177,5.147058823529412,6.352941176470588,7.602941176470588,2.7794117647058822,4.838235294117647,5.132352941176471,3.3529411764705883,5.0588235294117645,4.088235294117647,3.6176470588235294,6.5,4.6911764705882355,5.1911764705882355
Boredom,12,3.75,2.9166666666666665,4.166666666666667,7.583333333333333,2.1666666666666665,6.666666666666667,6.083333333333333,2.3333333333333335,5.416666666666667,4.0,3.1666666666666665,7.25,3.8333333333333335,5.25
Calmness,454,6.079295154185022,3.4559471365638768,5.977973568281938,8.094713656387665,3.1233480176211454,6.544052863436123,6.246696035242291,2.4669603524229076,5.491189427312776,4.224669603524229,1.5066079295154184,7.6255506607929515,5.422907488986784,7.1607929515418505
Confusion,21,4.142857142857143,4.9523809523809526,6.523809523809524,4.428571428571429,2.619047619047619,4.809523809523809,4.714285714285714,3.3333333333333335,4.9523809523809526,3.4761904761904763,3.9047619047619047,5.857142857142857,4.142857142857143,4.523809523809524
