emotion,n_1,n_0,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,674,1411,0.6380500286404982,-0.4537160822228972,0.08189376484650758,0.37371036977585087,0.5378846419350988,0.7468053110554251,0.7554292526432245,-0.07734563829046046,0.3031546711948447,-0.002438459193066614,-0.632913670042244,0.7918836531905474,0.6244140404131249,0.9365254803347429
Adoration,203,1882,0.543042219547249,-1.1417969350360027,-0.9003876133959299,-0.1921271764343072,0.1919525649422724,0.18230244949657506,0.3200318887766798,-1.0892856139668696,0.47988259641448855,-0.24187836388330897,-0.8092025004196282,0.9194594623914641,0.33563899141403264,0.9483506461573208
Aesthetic-Appreciation,136,1949,0.22517963900602678,-0.8119515684573124,-0.2388866774843681,-0.14951416773336576,-0.2781957538461626,0.21200823684840564,0.2618826171134831,-0.6169401827313612,-0.08300071364015608,-0.35265961572469007,-0.6194610291845177,0.6038683978063231,0.04097394680572319,0.5781436377314093
Amusement,538,1547,0.22385327829722468,-0.1932633889883761,-0.4061168493784962,-0.17003155545982487,-0.37688993113174313,0.1899541872786104,0.09919433066071459,-0.49249265891165267,0.17246409783078237,-0.21478195030593575,-0.47826486620073316,0.6054121465811675,0.26673660732510907,0.5809494673649385
Anger,14,2071,-0.8622926413398477,0.623027560842033,0.1098255352811715,0.32918501047366383,0.14682884094021698,-0.2124104800089084,-0.22772611766227957,0.5694518610779996,-1.485177824339017,0.7376081878172964,0.9594742720389231,-0.8315165098539965,-0.7018178962627595,-1.6599523361203308
Anxiety,297,1788,-1.1666245072917614,1.045094052820878,0.4635613338684571,-0.4297755820908404,-0.4000591386900961,-1.1526314307784913,-1.2896096696395385,0.9504843314787681,-0.8187037845216619,0.11372284630874528,2.0079302740400475,-1.960679160874591,-1.4577513480747775,-2.2766674269042193
Awe,623,1462,0.35020983874698747,0.5068664129970126,0.7562949494817912,0.48127001921952905,0.2882596037515117,0.25716486696302887,0.387925752078206,0.4969088910971022,0.03633263072366337,0.1306509186101734,-0.059196678308036245,-0.1446853086651171,0.6160087698578594,0.1590367959484923
Awkwardness,115,1970,-0.7588869934973113,-0.06341861306910272,-0.3735668910672822,-0.6208805521245315,-0.6647938857188881,-0.44560860932469526,-0.4358180341839442,-0.17711605577790346,-0.09348512688909545,-0.10752779882613768,0.15747645875205454,-0.12173544290924766,-0.6136575006793791,-0.3900767128354962
Boredom,7,2078,-1.1724887710923169,-1.715988574247532,-1.5820034479436722,-0.7175985858479216,-0.5122631863193042,-0.45092662395064864,-0.13521468612024387,-0.7354083495586636,-0.26576515071261364,-0.3709550813013272,0.08651709798356645,0.3166995705656354,-1.0076798640364188,-0.6445067069985563
Calmness,400,1685,-0.11301419883308177,-1.7950163519969828,-0.9217770258251059,-0.15740887039970147,-0.1180546480683054,0.28429608781829957,0.439103597412782,-1.0380721583758439,0.3946206860623216,-0.4786624775700214,-0.7213830365572832,0.8717483290509014,-0.16687670681287958,0.5855658266797857
