emotion,n_samples,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,244,7.405737704918033,5.323770491803279,7.55327868852459,7.651639344262295,4.860655737704918,5.5,5.19672131147541,4.639344262295082,5.922131147540983,4.598360655737705,1.9139344262295082,6.983606557377049,6.848360655737705,7.25
Adoration,75,8.04,3.4133333333333336,7.1466666666666665,8.186666666666667,5.04,6.306666666666667,5.72,1.8,7.1866666666666665,4.266666666666667,1.0933333333333333,8.546666666666667,7.586666666666667,8.013333333333334
Aesthetic-Appreciation,383,6.6945169712793735,3.5169712793733683,7.164490861618799,7.72845953002611,2.637075718015666,4.660574412532637,4.261096605744125,2.185378590078329,5.054830287206267,3.1592689295039165,1.2741514360313315,7.947780678851175,6.010443864229765,7.080939947780679
Amusement,710,6.826760563380281,5.073239436619718,7.195774647887324,7.07887323943662,2.7816901408450705,4.804225352112676,4.674647887323943,2.870422535211268,5.628169014084507,3.426760563380282,1.8943661971830985,7.284507042253521,6.211267605633803,7.046478873239437
Anger,35,3.8,7.114285714285714,8.17142857142857,7.485714285714286,2.8285714285714287,3.4285714285714284,3.8285714285714287,4.8,2.0,4.285714285714286,7.228571428571429,2.9714285714285715,1.8,2.257142857142857
Anxiety,160,3.79375,7.16875,8.36875,5.06875,2.25,2.4625,2.5625,4.3875,3.35,2.68125,6.24375,2.2375,2.59375,2.88125
Awe,416,6.447115384615385,6.0048076923076925,7.990384615384615,6.507211538461538,2.954326923076923,3.076923076923077,3.0841346153846154,3.579326923076923,4.891826923076923,3.0913461538461537,2.1033653846153846,5.189903846153846,5.677884615384615,6.180288461538462
Awkwardness,42,5.190476190476191,5.285714285714286,7.119047619047619,6.738095238095238,2.0238095238095237,3.7142857142857144,3.9285714285714284,2.9523809523809526,5.0,3.357142857142857,3.7142857142857144,5.976190476190476,4.190476190476191,5.476190476190476
Boredom,25,3.84,3.04,5.28,7.88,2.64,6.48,5.52,2.48,4.88,3.44,1.68,7.76,4.0,4.72
Calmness,506,6.371541501976284,3.049407114624506,6.8063241106719365,7.798418972332016,3.033596837944664,5.4644268774703555,4.905138339920948,2.1185770750988144,5.4644268774703555,3.308300395256917,1.3557312252964426,7.91106719367589,5.792490118577075,6.7727272727272725
Confusion,82,4.573170731707317,4.719512195121951,7.317073170731708,3.2195121951219514,2.475609756097561,3.682926829268293,3.817073170731707,2.8536585365853657,4.5,3.2560975609756095,2.8292682926829267,5.378048780487805,3.731707317073171,4.451219512195122
Contempt,8,4.0,4.5,7.125,7.75,3.375,5.5,5.75,2.875,2.625,5.375,4.375,5.625,2.75,3.125
Craving,46,7.717391304347826,3.782608695652174,7.304347826086956,8.41304347826087,1.6956521739130435,4.282608695652174,4.065217391304348,1.8478260869565217,4.565217391304348,2.5434782608695654,1.1304347826086956,8.565217391304348,7.043478260869565,7.717391304347826
Disappointment,17,4.235294117647059,6.294117647058823,7.705882352941177,7.294117647058823,4.0588235294117645,3.0,3.411764705882353,5.352941176470588,4.352941176470588,4.470588235294118,6.647058823529412,4.235294117647059,2.5294117647058822,3.2941176470588234
Disgust,160,2.85,6.1,7.94375,7.09375,1.5875,3.0125,3.0125,2.69375,2.8125,2.225,4.41875,3.05,2.1875,2.50625
Empathic-Pain,58,2.7241379310344827,5.9655172413793105,8.0,7.206896551724138,2.1206896551724137,2.086206896551724,2.189655172413793,3.1551724137931036,2.2413793103448274,2.7241379310344827,7.068965517241379,2.0689655172413794,1.8448275862068966,2.206896551724138
Entrancement,10,7.2,3.4,7.6,8.3,1.9,4.0,3.9,1.7,5.0,2.7,1.2,8.3,5.9,7.3
Envy,0,,,,,,,,,,,,,,
Excitement,353,7.541076487252124,7.235127478753541,8.056657223796034,6.801699716713881,4.521246458923513,4.5354107648725215,4.490084985835694,4.886685552407932,5.38243626062323,4.662889518413598,2.1529745042492916,5.2747875354107645,6.7733711048158645,7.0821529745042495
Fear,331,3.4290030211480365,7.586102719033232,8.58308157099698,5.425981873111782,2.003021148036254,2.1299093655589125,2.229607250755287,3.770392749244713,3.02416918429003,2.308157099697885,6.132930513595166,1.8580060422960725,2.6465256797583083,2.897280966767372
Guilt,0,,,,,,,,,,,,,,
Horror,83,1.2289156626506024,7.867469879518072,8.831325301204819,6.903614457831325,1.1325301204819278,1.4457831325301205,1.6265060240963856,2.0,1.1204819277108433,1.3012048192771084,8.120481927710843,1.108433734939759,1.036144578313253,1.4216867469879517
Interest,1086,6.150092081031308,4.7283609576427255,7.2845303867403315,6.999079189686925,2.839779005524862,4.637200736648251,4.3683241252302025,2.9429097605893184,5.0451197053407,3.20902394106814,1.9364640883977902,6.6749539594843466,5.4502762430939224,6.244935543278085
Joy,440,7.781818181818182,5.2295454545454545,7.286363636363636,7.704545454545454,4.2272727272727275,5.636363636363637,5.5204545454545455,3.065909090909091,6.693181818181818,4.3522727272727275,1.4454545454545455,7.975,7.486363636363636,7.929545454545455
Nostalgia,32,6.84375,3.59375,7.0625,7.84375,5.0,6.0625,5.59375,2.34375,6.09375,6.15625,1.625,7.71875,6.0625,7.03125
Pride,17,7.823529411764706,5.882352941176471,7.647058823529412,8.470588235294118,7.235294117647059,6.647058823529412,6.9411764705882355,4.176470588235294,6.764705882352941,7.529411764705882,1.3529411764705883,7.882352941176471,7.823529411764706,7.823529411764706
Relief,75,6.0,6.293333333333333,7.906666666666666,5.8533333333333335,4.04,4.293333333333333,4.266666666666667,4.546666666666667,4.76,3.4266666666666667,4.32,4.866666666666666,6.426666666666667,5.506666666666667
Romance,79,7.8734177215189876,4.670886075949367,7.430379746835443,7.658227848101266,7.139240506329114,5.8354430379746836,5.227848101265823,2.392405063291139,6.594936708860759,6.341772151898734,1.4556962025316456,7.746835443037975,7.2784810126582276,7.860759493670886
Sadness,68,2.5441176470588234,5.102941176470588,7.75,7.323529411764706,2.4558823529411766,2.0588235294117645,2.1176470588235294,2.6029411764705883,2.0,3.073529411764706,6.897058823529412,2.485294117647059,1.6470588235294117,2.161764705882353
Satisfaction,121,6.950413223140496,3.7851239669421486,7.008264462809917,8.140495867768594,3.190082644628099,5.975206611570248,5.297520661157025,2.84297520661157,5.181818181818182,3.3388429752066116,1.4545454545454546,7.933884297520661,6.603305785123967,7.115702479338843
Sexual-Desire,28,7.821428571428571,6.428571428571429,8.071428571428571,7.607142857142857,5.892857142857143,5.607142857142857,5.214285714285714,2.607142857142857,5.428571428571429,5.75,1.3928571428571428,6.821428571428571,7.035714285714286,7.642857142857143
Surprise,336,5.229166666666667,6.351190476190476,7.791666666666667,5.0148809523809526,2.2142857142857144,3.0625,3.2827380952380953,2.8214285714285716,4.732142857142857,2.8095238095238093,3.4761904761904763,5.122023809523809,4.586309523809524,5.333333333333333
Sympathy,177,4.045197740112994,5.632768361581921,7.785310734463277,6.966101694915254,2.853107344632768,2.824858757062147,2.864406779661017,3.4971751412429377,3.406779661016949,2.7062146892655368,5.88135593220339,3.615819209039548,3.15819209039548,3.6497175141242937
Triumph,45,8.044444444444444,6.977777777777778,7.844444444444444,8.044444444444444,6.666666666666667,6.266666666666667,6.511111111111111,5.844444444444444,6.555555555555555,6.444444444444445,1.8888888888888888,7.044444444444444,8.133333333333333,8.0
