emotion,n_samples,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,223,5.1076233183856505,4.654708520179372,5.614349775784754,6.183856502242152,2.57847533632287,4.170403587443946,3.7623318385650224,2.798206278026906,4.632286995515695,3.3408071748878925,1.8923766816143497,5.632286995515695,4.923766816143497,5.780269058295964
Adoration,138,5.021739130434782,4.391304347826087,5.521739130434782,6.0144927536231885,2.4565217391304346,3.9565217391304346,3.463768115942029,2.5434782608695654,4.528985507246377,3.260869565217391,1.9927536231884058,5.463768115942029,4.6521739130434785,5.5144927536231885
Aesthetic-Appreciation,386,5.020725388601036,4.805699481865285,5.831606217616581,6.132124352331606,2.4248704663212437,3.935233160621762,3.709844559585492,2.6036269430051813,4.5595854922279795,3.2875647668393784,2.0725388601036268,5.528497409326425,4.715025906735751,5.629533678756476
Amusement,502,4.739043824701195,4.796812749003984,5.53784860557769,5.850597609561753,2.2948207171314743,3.8745019920318726,3.589641434262948,2.5796812749003983,4.438247011952191,3.0756972111553784,2.0258964143426295,5.163346613545817,4.605577689243028,5.276892430278885
Anger,28,4.214285714285714,3.857142857142857,5.142857142857143,5.428571428571429,2.25,3.3214285714285716,2.892857142857143,2.0,3.7142857142857144,3.0,1.8928571428571428,4.964285714285714,3.7857142857142856,4.428571428571429
Anxiety,223,4.479820627802691,5.6591928251121075,6.174887892376682,5.923766816143497,2.403587443946188,3.7488789237668163,3.5560538116591927,2.9551569506726456,4.345291479820628,3.242152466367713,2.7533632286995515,4.506726457399103,4.237668161434978,4.681614349775785
Awe,486,4.808641975308642,5.265432098765432,6.012345679012346,5.923868312757202,2.411522633744856,3.8353909465020575,3.619341563786008,2.8518518518518516,4.41358024691358,3.242798353909465,2.246913580246914,4.932098765432099,4.609053497942387,5.255144032921811
Awkwardness,81,4.530864197530864,5.061728395061729,5.839506172839506,6.209876543209877,2.234567901234568,3.9753086419753085,3.8518518518518516,2.691358024691358,4.54320987654321,3.185185185185185,2.2839506172839505,5.2592592592592595,4.395061728395062,5.0246913580246915
Boredom,13,4.846153846153846,3.3846153846153846,4.230769230769231,5.923076923076923,2.5384615384615383,4.153846153846154,4.0,2.4615384615384617,4.615384615384615,3.0,2.076923076923077,5.846153846153846,4.461538461538462,5.3076923076923075
Calmness,521,4.925143953934741,4.370441458733206,5.543186180422265,6.084452975047984,2.404990403071017,4.053742802303263,3.6833013435700575,2.502879078694818,4.606525911708253,3.2399232245681384,1.982725527831094,5.610364683301343,4.658349328214971,5.566218809980806
