,emotion,model,total_difference,rank,mean_score
361,Sexual-Desire,gpt-4.1-mini,4.488451481805611,6.0,0.49153318077803204
362,Nostalgia,gpt-5.1,4.477832797328165,2.0,0.47231121281464533
363,Nostalgia,gpt-5.1-chat-latest,4.473850024715217,6.0,0.385812356979405
364,Fear,gpt-5-mini,4.471184367457903,11.0,3.3482837528604117
365,Sadness,gpt-5-mini,4.436730541627589,12.0,0.5583524027459954
366,Horror,gpt-4,4.433214940295921,13.0,1.4009153318077803
367,Fear,gpt-5.2-pro,4.427067685805008,7.0,3.7693363844393595
368,Horror,gpt-4.1-mini,4.4218000695890005,14.0,1.2549199084668192
369,Calmness,chatgpt-4o-latest,4.377830795354572,12.0,2.5441647597254002
370,Awe,gpt-5.1,4.371013828153999,7.0,5.887871853546911
371,Nostalgia,gpt-5-nano,4.35365717259668,7.0,0.3675057208237986
372,Sadness,gpt-4o-mini,4.339152824412651,2.0,0.7803203661327232
373,Sexual-Desire,gpt-5.1,4.311304549363237,2.0,0.620137299771167
374,Interest,gpt-4o-mini,4.305588163132684,12.0,6.275057208237986
375,Sadness,chatgpt-4o-latest,4.297532184840749,15.0,0.4494279176201373
376,Interest,gpt-5.1,4.283846948073654,8.0,6.938215102974828
377,Calmness,gpt-5,4.27499587893204,15.0,2.2997711670480547
378,Interest,gpt-4.1,4.26058844073851,11.0,6.280091533180778
379,Fear,gpt-5.2,4.259867908126545,13.0,3.239359267734554
380,Nostalgia,gpt-4.1-mini,4.256492011897148,14.0,0.18306636155606407
381,Excitement,gpt-5-nano,4.244965081066351,5.0,3.71395881006865
382,Horror,gpt-5,4.236089996155686,4.0,2.325400457665904
383,Sexual-Desire,gpt-4.1,4.229159866282289,8.0,0.3908466819221968
384,Fear,gpt-5.2-chat-latest,4.228448808765189,5.0,3.871395881006865
385,Joy,gpt-4.1-nano,4.2148454099200015,3.0,6.349199084668192
386,Awe,gpt-5.2-pro,4.212145582232839,15.0,4.620594965675057
387,Horror,gpt-4-turbo,4.202101482356817,8.0,1.9432494279176202
388,Nostalgia,chatgpt-4o-latest,4.199601724846478,3.0,0.4480549199084668
389,Calmness,gpt-4o,4.161531963283177,3.0,3.809610983981693
390,Horror,chatgpt-4o-latest,4.158932174500148,11.0,1.5954233409610985
391,Fear,gpt-4-turbo,4.156878313861404,14.0,2.951029748283753
392,Calmness,gpt-4.1,4.139280096435559,2.0,3.966590389016018
393,Interest,gpt-5-mini,4.133784937916476,15.0,5.164302059496568
394,Horror,gpt-5.1,4.123990323012599,6.0,2.033409610983982
395,Fear,gpt-5.1,4.119354528701665,10.0,3.3610983981693363
396,Fear,gpt-5.1-chat-latest,4.11872534732108,8.0,3.7665903890160184
397,Sadness,gpt-4.1-mini,4.100487165976995,13.0,0.5574370709382152
398,Horror,gpt-4.1,4.090974869535594,9.0,1.6109839816933638
399,Sadness,gpt-4,4.085543601832644,9.0,0.5661327231121281
400,Awe,chatgpt-4o-latest,4.0847625899230975,9.0,5.572540045766591
401,Calmness,gpt-5.1-chat-latest,4.070088770783606,13.0,2.5125858123569795
402,Interest,gpt-4o,4.069357241509906,14.0,5.703432494279176
403,Fear,gpt-4o,4.056437138938062,12.0,3.289244851258581
404,Fear,gpt-4,4.050831504951955,6.0,3.794508009153318
405,Disgust,gpt-4.1-nano,4.04126042873395,11.0,1.3350114416475973
406,Sadness,gpt-5.2,4.041021114649982,3.0,0.7720823798627002
407,Awe,gpt-4o-mini,4.037072868043419,3.0,7.117620137299771
408,Horror,gpt-5.1-chat-latest,4.029062586042581,5.0,2.1048054919908465
409,Interest,gpt-5.2,4.017809079812088,6.0,7.48604118993135
410,Interest,gpt-5.2-pro,4.009452895877629,9.0,6.617848970251716
411,Interest,gpt-4,4.0081197119629595,2.0,8.730434782608695
412,Awe,gpt-4.1-mini,3.99799221898662,12.0,5.183981693363845
413,Interest,gpt-4.1-mini,3.9881088271895586,4.0,7.804576659038902
414,Disgust,gpt-3.5-turbo,3.9793733840296586,15.0,1.1505720823798626
415,Interest,gpt-5.1-chat-latest,3.9707390607882758,10.0,6.465446224256293
416,Horror,gpt-4o,3.9541830783250433,7.0,1.9926773455377573
417,Interest,gpt-4-turbo,3.947665930293736,3.0,8.497940503432494
418,Awe,gpt-4,3.9164195335403496,13.0,5.138672768878719
419,Awe,gpt-5-mini,3.9147211922462932,14.0,4.832494279176202
420,Awe,gpt-5.1-chat-latest,3.904253413663378,10.0,5.565675057208238
421,Calmness,gpt-4,3.8948124191121094,8.0,2.705720823798627
422,Sadness,gpt-5.2-chat-latest,3.8858213679736844,6.0,0.5821510297482837
423,Disgust,gpt-5-nano,3.8856197437798325,17.0,0.8672768878718535
424,Awe,gpt-4-turbo,3.8801597287547933,8.0,5.77162471395881
425,Craving,gpt-4o,3.8757512794563267,14.0,0.5789473684210527
426,Interest,gpt-5,3.8735961365325524,5.0,7.532265446224256
427,Sadness,gpt-5-nano,3.8486091755352057,10.0,0.5647597254004577
428,Excitement,gpt-4o-mini,3.846831342565489,3.0,3.8864988558352405
429,Amusement,gpt-3.5-turbo,3.836337009022954,17.0,4.705263157894737
430,Awe,gpt-4o,3.8054262725050765,6.0,6.37162471395881
431,Excitement,gpt-5.1,3.7684971982552424,14.0,2.035240274599542
432,Excitement,gpt-4.1-mini,3.7651498565933856,7.0,3.117162471395881
433,Calmness,gpt-5.2,3.7557791761468358,5.0,3.545537757437071
434,Fear,chatgpt-4o-latest,3.7518498997760736,9.0,3.5739130434782607
435,Excitement,gpt-4.1,3.743198370222496,15.0,1.9839816933638443
436,Interest,gpt-5.2-chat-latest,3.7418326672932483,13.0,5.832494279176202
437,Calmness,gpt-5.2-pro,3.741359685541929,11.0,2.573455377574371
438,Excitement,gpt-4-turbo,3.693491257233184,2.0,3.9569794050343248
439,Awe,gpt-5.2-chat-latest,3.6858533923536947,4.0,6.840274599542334
440,Excitement,gpt-5,3.683758712727399,12.0,2.3304347826086955
441,Calmness,gpt-4.1-mini,3.662902699215369,7.0,3.1551487414187642
442,Calmness,gpt-5.2-chat-latest,3.6510509628286183,4.0,3.6956521739130435
443,Joy,gpt-5.1,3.6459626741989135,10.0,4.015102974828375
444,Sadness,gpt-4-turbo,3.620312358026234,5.0,0.6778032036613272
445,Joy,gpt-5-nano,3.5986617684918505,13.0,3.645308924485126
446,Excitement,gpt-4,3.5907998038244666,4.0,3.8466819221967965
447,Excitement,gpt-5.2-pro,3.5834537062646854,6.0,3.2297482837528606
448,Sadness,gpt-4.1,3.5681710302351974,14.0,0.4636155606407323
449,Sadness,gpt-5.1,3.548783215295586,7.0,0.5784897025171625
450,Romance,gpt-3.5-turbo,3.5331482176055875,17.0,1.0384439359267734
451,Awe,gpt-5,3.5310434840058607,11.0,5.362929061784897
452,Excitement,gpt-5-mini,3.5230191644173017,9.0,2.766132723112128
453,Sadness,gpt-5.2-pro,3.5010774304325807,11.0,0.5615560640732266
454,Joy,gpt-4.1-mini,3.4966776012686616,15.0,3.2384439359267736
455,Joy,chatgpt-4o-latest,3.4761141052834237,17.0,2.9235697940503433
456,Excitement,gpt-5.2-chat-latest,3.46779842012514,8.0,3.0649885583524026
457,Excitement,gpt-5.1-chat-latest,3.454318666175828,13.0,2.2535469107551487
458,Disgust,gpt-5.1,3.4537039969348475,2.0,1.954233409610984
459,Disgust,gpt-5.2,3.446889980024746,1.0,1.9926773455377573
460,Boredom,gpt-5.1-chat-latest,3.435858659870039,5.0,0.0874141876430206
461,Disgust,gpt-4o-mini,3.3697551035459377,16.0,0.9308924485125858
462,Excitement,gpt-5.2,3.363940711765764,10.0,2.6810068649885586
463,Romance,gpt-4.1-mini,3.3173772960814056,16.0,1.0498855835240275
464,Joy,gpt-5.2-chat-latest,3.2912461441268075,4.0,4.863157894736842
465,Joy,gpt-5,3.289289898404273,14.0,3.3437070938215103
466,Disgust,gpt-5.1-chat-latest,3.2758822375219405,3.0,1.8306636155606408
467,Joy,gpt-4,3.2734636631595917,8.0,4.355606407322655
468,Amusement,gpt-5,3.262621452756906,16.0,5.640732265446224
469,Sadness,gpt-4o,3.227081304263638,8.0,0.5739130434782609
470,Joy,gpt-4-turbo,3.22053689936511,6.0,4.470480549199085
471,Excitement,gpt-4o,3.217945534844236,11.0,2.388558352402746
472,Joy,gpt-5-mini,3.2076859273938014,9.0,4.248512585812357
473,Amusement,chatgpt-4o-latest,3.1839590720171085,10.0,7.109839816933638
474,Craving,gpt-5.2-pro,3.174508073101224,1.0,1.0045766590389016
475,Amusement,gpt-4.1-nano,3.153369964505992,11.0,7.077345537757437
476,Craving,gpt-5-mini,3.114894802181224,2.0,0.9858123569794051
477,Joy,gpt-4.1,3.088965697060264,16.0,3.123569794050343
478,Disgust,gpt-4o,3.078690417928311,14.0,1.196796338672769
479,Disgust,gpt-5-mini,3.045612848684602,8.0,1.5194508009153318
480,Disgust,gpt-4,3.0438633139872446,5.0,1.7835240274599542
481,Disgust,gpt-4.1,3.0230477608481316,9.0,1.4892448512585812
482,Joy,gpt-5.1-chat-latest,3.013854372074601,12.0,3.7688787185354693
483,Joy,gpt-5.2,2.991339846933422,5.0,4.4800915331807785
484,Romance,chatgpt-4o-latest,2.9787350900110523,13.0,1.2924485125858123
485,Disgust,gpt-4-turbo,2.9615239687854347,6.0,1.5894736842105264
486,Boredom,gpt-4.1-nano,2.9451235364637864,3.0,0.09290617848970252
487,Disgust,gpt-5,2.942958634643727,7.0,1.5203661327231122
488,Joy,gpt-5.2-pro,2.9418482032386315,7.0,4.437528604118993
489,Joy,gpt-4o,2.925212054171216,11.0,3.97162471395881
490,Disgust,gpt-5.2-pro,2.922767924315891,4.0,1.794050343249428
491,Romance,gpt-5,2.9222288861582095,9.0,1.454462242562929
492,Boredom,gpt-4o-mini,2.889872521022622,4.0,0.08878718535469107
493,Disgust,gpt-5.2-chat-latest,2.861002707780753,10.0,1.4421052631578948
494,Craving,gpt-4,2.841384942241414,13.0,0.6636155606407322
495,Romance,gpt-4o-mini,2.798380609019607,15.0,1.2265446224256293
496,Craving,gpt-4.1,2.742762364172519,12.0,0.6988558352402746
497,Disgust,gpt-4.1-mini,2.740380829117467,12.0,1.2379862700228832
498,Amusement,gpt-4o-mini,2.7047148894971063,15.0,6.295194508009153
499,Amusement,gpt-4,2.7043918537142266,1.0,10.166590389016019
500,Craving,gpt-5.2,2.602162998126754,3.0,0.9043478260869565
501,Disgust,chatgpt-4o-latest,2.570461302838756,13.0,1.22883295194508
502,Craving,chatgpt-4o-latest,2.5639684095977904,4.0,0.8480549199084668
503,Romance,gpt-4,2.5535295975585948,14.0,1.245766590389016
504,Amusement,gpt-5.2-pro,2.5227638723830896,14.0,6.698398169336384
505,Craving,gpt-5-nano,2.5069947468963107,9.0,0.7958810068649885
506,Craving,gpt-5.1-chat-latest,2.5016940065357582,10.0,0.7931350114416476
507,Craving,gpt-5,2.4566121624259116,6.0,0.8306636155606407
508,Craving,gpt-4.1-mini,2.4536609334410735,5.0,0.8439359267734554
509,Amusement,gpt-4-turbo,2.43871752709168,2.0,9.274141876430207
510,Craving,gpt-5.2-chat-latest,2.39261396517111,8.0,0.8224256292906178
511,Craving,gpt-5.1,2.3645044319603725,7.0,0.8251716247139588
512,Romance,gpt-4-turbo,2.364431950332118,12.0,1.3853546910755148
513,Amusement,gpt-5-nano,2.343419870456747,5.0,8.176659038901601
514,Amusement,gpt-5-mini,2.341111299316454,9.0,7.279633867276888
515,Romance,gpt-5.2-chat-latest,2.3380857706166656,10.0,1.4508009153318078
516,Amusement,gpt-5.2,2.294172269059038,4.0,8.239359267734553
517,Amusement,gpt-5.1-chat-latest,2.2915971935800092,8.0,7.423798627002288
518,Amusement,gpt-4.1-mini,2.290382197832288,12.0,6.822883295194508
519,Amusement,gpt-5.1,2.289795212738892,3.0,8.77162471395881
520,Amusement,gpt-4o,2.2679090414772456,7.0,7.459038901601831
521,Romance,gpt-5.1,2.2011998607879066,2.0,1.7372997711670481
522,Amusement,gpt-5.2-chat-latest,2.1766149541420563,13.0,6.747368421052632
523,Romance,gpt-5-nano,2.1182791482459464,1.0,1.7981693363844393
524,Romance,gpt-5.2,2.0712316846666674,7.0,1.497025171624714
525,Romance,gpt-5.1-chat-latest,2.012916149754219,3.0,1.722654462242563
526,Amusement,gpt-4.1,1.9938613463901222,6.0,8.08649885583524
527,Romance,gpt-5-mini,1.9529391278862411,4.0,1.6297482837528605
528,Romance,gpt-4.1-nano,1.9411569633700925,11.0,1.4311212814645309
529,Romance,gpt-5.2-pro,1.9297706152932461,6.0,1.5139588100686499
530,Romance,gpt-4.1,1.8841908452172396,8.0,1.4951945080091533
531,Romance,gpt-4o,1.8695567529378585,5.0,1.568421052631579
532,Boredom,gpt-3.5-turbo,1.7862647144086614,17.0,0.05217391304347826
533,Boredom,gpt-5.1,1.7154124710895566,9.0,0.06270022883295194
534,Boredom,gpt-5,1.6353736026449963,10.0,0.06224256292906179
535,Boredom,gpt-5.2-pro,1.6311951508296874,7.5,0.07276887871853546
536,Boredom,gpt-4,1.5824604546055725,6.0,0.08100686498855836
537,Boredom,gpt-5.2,1.5675480221266573,7.5,0.07276887871853546
538,Boredom,gpt-5.2-chat-latest,1.5565899128049396,14.5,0.05537757437070938
539,Boredom,gpt-5-mini,1.5304514294352385,16.0,0.05354691075514874
540,Boredom,gpt-4.1,1.3521414392934412,12.0,0.056292906178489706
541,Boredom,chatgpt-4o-latest,1.3504036948334854,14.5,0.05537757437070938
542,Boredom,gpt-4-turbo,1.337828863346707,12.0,0.056292906178489706
543,Boredom,gpt-5-nano,1.3356281464168065,12.0,0.056292906178489706
544,Envy,gpt-5-nano,0.5857864376269051,1.0,0.0009153318077803204
545,Envy,gpt-5-mini,0.29289321881345254,2.5,0.0004576659038901602
546,Envy,gpt-5.2-pro,0.29289321881345254,2.5,0.0004576659038901602
547,Guilt,gpt-4.1-mini,0.0,10.5,0.0
548,Guilt,gpt-4.1-nano,0.0,10.5,0.0
549,Guilt,gpt-4-turbo,0.0,1.5,0.004576659038901602
550,Guilt,gpt-4.1,0.0,3.0,0.0004576659038901602
551,Guilt,gpt-4,0.0,10.5,0.0
552,Guilt,gpt-3.5-turbo,0.0,10.5,0.0
553,Envy,gpt-4.1,0.0,10.5,0.0
554,Envy,gpt-4.1-mini,0.0,10.5,0.0
555,Envy,gpt-4.1-nano,0.0,10.5,0.0
556,Guilt,gpt-5.2-pro,0.0,10.5,0.0
557,Guilt,gpt-4o-mini,0.0,1.5,0.004576659038901602
558,Envy,gpt-5.2,0.0,10.5,0.0
559,Guilt,gpt-5.2,0.0,10.5,0.0
560,Guilt,chatgpt-4o-latest,0.0,10.5,0.0
561,Envy,gpt-3.5-turbo,0.0,10.5,0.0
562,Envy,gpt-4,0.0,10.5,0.0
563,Envy,gpt-4-turbo,0.0,10.5,0.0
564,Envy,gpt-5,0.0,10.5,0.0
565,Envy,gpt-5.1-chat-latest,0.0,10.5,0.0
566,Envy,gpt-5.2-chat-latest,0.0,10.5,0.0
567,Guilt,gpt-5.1-chat-latest,0.0,10.5,0.0
568,Envy,gpt-4o,0.0,10.5,0.0
569,Envy,gpt-4o-mini,0.0,10.5,0.0
570,Envy,gpt-5.1,0.0,10.5,0.0
571,Guilt,gpt-5.2-chat-latest,0.0,10.5,0.0
572,Guilt,gpt-5-mini,0.0,10.5,0.0
573,Guilt,gpt-5-nano,0.0,10.5,0.0
574,Guilt,gpt-4o,0.0,10.5,0.0
575,Guilt,gpt-5,0.0,10.5,0.0
576,Guilt,gpt-5.1,0.0,10.5,0.0
577,Envy,chatgpt-4o-latest,0.0,10.5,0.0
