emotion,n_1,n_0,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,57,2029,0.9412713578913745,-0.5304447870621621,-0.08367242047525454,0.9270274273428998,1.1133883489775123,1.1731361364270558,0.9638827343516284,0.16698379870409308,0.8669366473584058,1.4476776059329446,-0.46656762694795756,0.7381254793421781,0.7656177785087067,0.7576524897161473
Adoration,22,2064,0.7876511117625228,-1.335317945157274,-0.9949062185603603,0.8658176014445067,1.5245772063243654,0.6144105435199654,0.4173789018075381,-0.875922189282971,0.5830993785562747,1.0329614793023107,-0.6536277388833289,0.9213159364448937,0.32382136847895804,0.7777535655658567
Aesthetic-Appreciation,6,2080,0.2864785954738332,-1.168286207409456,-0.506784494556381,0.6134475475199805,-0.15109330362295648,0.684872007092188,0.9172997741335073,-0.7868502853233867,0.4727311431190333,0.39074637727560957,-0.6212621056945966,0.7153899751534512,0.225387601096278,0.6334850216915602
Amusement,438,1648,0.13688822369092,-0.014952308519185963,-0.4295332047075466,0.02378150741080503,-0.30316615600107755,-0.06241568303118264,0.13668852778437127,-0.21215226099779502,0.12587391446309837,-0.30751201536813644,-0.5634252788563512,0.547751551266583,0.31992317010187765,0.6227283478470624
Anger,105,1981,-1.197806902910873,1.038250742769538,0.7151489317523184,-1.0845428454325376,-0.5359610666650383,-1.0319135409430706,-1.2682610662381648,0.7657896642785298,-1.8583556795212768,-0.353433388270801,1.5824790857349293,-1.5812610831336615,-1.3518311032111234,-1.7923649397589498
Anxiety,231,1855,-1.4552967775755172,1.1870269055622553,0.8538929525978765,-1.717617250127276,-0.8615906192163018,-1.622989746273371,-1.7141723546059653,0.6863516040518505,-0.7387602547482934,-0.6996268970931817,2.016493927900304,-1.9845774956292312,-1.5329908134685035,-2.073973305428415
Awe,477,1609,0.4650864713445831,0.07487110006801544,0.42719762561412455,0.5442760195398213,0.3064951739974425,0.4975689340983956,0.4334227604056992,0.19269485199075476,0.2746356320618418,0.2696706864324694,-0.1541430717829258,0.1958721117004634,0.3067087630473168,0.22693872720562605
Awkwardness,33,2053,-1.0724027317057607,-0.0876328210574176,-0.6939228184552204,-0.9844483208342176,-0.9603255629118753,-0.649387705925961,-0.6674822214126294,-0.4586503604929683,-0.12916909907700283,-0.6391316221475729,0.4215799951667721,-0.43652310993341514,-0.8931616405638203,-0.6150424892837992
Boredom,20,2066,-1.2111733407569256,-1.1402221199951574,-1.369365211641298,-0.8349504923432197,-0.973057807753488,-0.27200686805133045,-0.5540391373594811,-0.9185086108798508,-0.1887837633129476,-0.699726240595639,-0.35654735922352887,-0.056087091797687436,-0.9009602423728635,-0.48086368790212436
Calmness,545,1541,0.14355834296114126,-2.1725536666941148,-1.4906172546497785,0.932093995648234,-0.04395588263100997,0.8744553425223945,0.9499756032599252,-1.1325412871526077,0.5122498615775266,-0.03188898244292921,-0.9605573705590195,1.0778671555951838,0.2463980199837236,0.7847799836603053
Confusion,27,2059,-0.9597514437493558,0.1368486454755483,-0.09051269037454751,-1.6113372971788844,-0.9382206891743258,-0.9750968509197959,-1.1333757982153292,0.12934244780387155,-0.4492806257067521,-0.9108688227632064,0.47494043885585474,-0.7946528622192217,-0.9967068709456216,-0.9561591276780569
Contempt,29,2057,-1.0277596874904988,-0.04392753774903616,-0.49325597775178814,-0.7660982172532814,-0.3550966543189769,-0.39833973833280745,-0.6251859253587875,-0.16627554758184784,-1.345228492673137,-0.2829114295252564,0.28309639712768514,-0.8102106442799225,-1.258763145134585,-1.2737027366479858
Craving,37,2049,0.7101642510718077,-0.34847839857454743,-0.0431066822710135,0.2982538472937632,-0.01826505718782014,0.07936682816886353,0.1917812049851157,-0.19776459849726102,-0.19037795658810758,-0.23941927749919556,-0.5765439597945898,0.36833778446556126,0.2781101275975464,0.5469472314781708
Disappointment,43,2043,-1.286082311676164,0.3721891606959588,-0.07686006508606572,-1.1470572280958362,-0.7408909645177011,-0.8748986304179702,-0.9240369277598643,0.28993078054031246,-0.6626449701504922,-0.39058890977393257,1.0043967237409286,-1.1649577837502978,-1.3067801411544857,-1.4015075571141162
Disgust,165,1921,-1.5380697772205565,0.8674857096396599,0.5708870015978265,-1.4198979539729584,-1.0856731197239853,-1.3741834458251667,-1.604760466929892,0.23481913910337263,-1.6780047125805087,-0.7471562628211865,1.4189077867407125,-1.7909782074240337,-1.619475696935135,-2.0125690382346058
Empathic-Pain,123,1963,-1.080567720592948,-0.2149032417804328,-0.28761973501697563,-0.9503378725616511,-0.31065170355030675,-0.8582402243279902,-1.0332387678347192,-0.08654863758518849,-0.10486548579332806,-0.3309447639325328,0.7718176419415426,-0.9423710439145428,-1.0172868178360344,-1.0960968058055665
Entrancement,195,1891,0.6054881975821544,-0.18512661598732968,0.413785016983705,0.37982240032276937,0.49576971620555,0.3960389607613678,0.3674118016885858,0.01508441755961582,0.3825433523735996,0.1642096896542971,-0.5127663238869142,0.5162074932732117,0.43133915778518983,0.5752127642669057
Envy,0,2086,,,,,,,,,,,,,,
Excitement,238,1848,1.2220771608035812,1.140573069962548,0.9987696658152858,0.5081193927958433,1.192450947669486,0.7710878877191418,0.724748883368405,1.190822904298334,0.22972956934317854,0.906546741031956,-0.19831195339729835,0.2115077735229737,1.0996020030753315,0.5131532480508008
Fear,483,1603,-1.5708033375518256,1.6373625035634485,1.2101698272595083,-1.9554126900842936,-0.9362677198786091,-2.00221013023431,-2.357938776129635,0.7388694471906657,-1.1961696249850948,-0.6522874356038161,3.469199271052441,-3.5300250139355263,-1.9342974729015383,-3.4238880894570816
Guilt,0,2086,,,,,,,,,,,,,,
Horror,180,1906,-1.811967114449303,1.4241193415317868,1.2317341725958226,-1.775437486279375,-1.0449123134634006,-1.8729797162357613,-2.0819207633294607,0.3795832855850661,-1.225815286378679,-0.7963105760409664,2.3849744617257858,-2.1189845339396025,-1.723968005452128,-2.163303394646711
Interest,1389,697,0.9855430464909198,-1.0334937507414987,-0.5460914252066683,1.0865584902862115,0.23959371789209036,1.0634026139625128,1.219379427875092,-0.4333455986342571,0.8003536458173791,0.10098083347860584,-1.4328241831994981,1.5458693647865245,0.9153378143971876,1.5334134989615464
Joy,689,1397,0.965820147391458,-0.21196164354252084,-0.33236035466828134,0.7603392043258603,0.6426227994936549,0.5892464858666183,0.8314186952080175,-0.11943348922843233,0.5117360864168549,0.49959354757838215,-0.9608542934838664,1.1046459531499113,1.416486215491302,1.3481569780741753
Nostalgia,12,2074,0.2269227910541907,-1.3793630353854789,-1.3128945990006755,0.2324418736968763,0.6481733568358944,0.3275216982831882,0.49749147939144434,-0.8781388161469713,0.2257407298432337,0.9566329444393135,-0.5871095860362695,0.5315926366583622,0.27891854306817615,0.4986888149658459
Pride,27,2059,0.833705563371757,0.08243328300936971,-0.06497899599848857,0.815450216311057,1.561949443508548,1.3774056344153043,1.2340517772940323,0.44427075088295503,0.5898394115927639,2.409500024250853,-0.40088127785726585,0.6742075290428838,1.0027626237050766,0.7029496269040623
Relief,89,1997,0.22247441276473623,-0.41519842560821857,-0.3300734152043543,0.5254952378925479,0.5408058197487073,0.5088777652472076,0.37608903304110725,0.03136688002984113,0.8967016907185383,0.6307017349256595,-0.2247262476251919,0.3255966864045963,0.40003514646194654,0.23723874511155932
Romance,79,2007,0.8776465650028158,-0.4867127966683422,-0.5625579848734502,0.2630099278596735,1.6093149421650423,0.048790611628292846,0.20893243297511738,-0.22475765186184293,0.26062457890364216,0.7710859733185181,-0.5518811994297964,0.4194998052187008,0.6943385574280667,0.7679262516041786
Sadness,64,2022,-1.7681409699583126,-0.5054229697726458,-0.6942301369659909,-1.572754919997055,-0.8392120435734503,-1.2370903577624301,-1.6372398641146555,-0.569453774266426,-0.9700346417884209,-0.9943879041124791,0.9150106056707156,-1.5647961875509249,-1.6920390175641324,-1.7760427502687561
Satisfaction,164,1922,0.31589681572921513,-1.1185503463057291,-0.8861385891624725,0.768823903428333,0.021910653409897562,0.6876058344170116,0.7815269318183813,-0.6478691471318646,0.281384783307586,-0.03850736737568426,-0.7274290292472647,0.7576302295102867,0.36100539856351227,0.6650161823919395
Sexual-Desire,15,2071,0.57864459083433,0.5332207358263151,0.10800662686008175,-0.8033065722700751,-0.03537011870271075,-0.7038857475674796,-0.47989438916105176,0.08951169759318939,-0.45380138271935905,-0.43390169338215995,-0.6244848806614506,-0.7719793774382732,-0.21812904288388926,0.11597757073172005
Surprise,181,1905,-0.03156608227811306,0.7544290208749178,0.44720580019822326,-0.1266626078907628,-0.32534349758933095,-0.3221195261767083,-0.2278003167929039,-0.03574886118348897,0.046149993630368924,-0.1463470185608537,-0.007618554019036041,-0.15375963756555514,-0.08254460546091866,-0.08447995592764014
Sympathy,13,2073,-0.6615074976198123,-1.2191633724554916,-1.0827833624491439,-0.4742776660935265,0.22852805282208144,-0.32635360249847933,-0.6021126457972729,-0.3971752292802713,0.9608945764551978,-0.09850970527987335,0.06758612445572548,-0.2549609266611681,-0.8082788425879506,-0.5533632619128728
Triumph,64,2022,1.1776178761965401,0.781103579753412,0.675247795696816,1.0264934911654828,2.0196902760729714,1.4955497325105205,1.1580209589186883,0.9658028472358166,0.638504853324741,2.0803553460268494,-0.36340661302635885,0.5931601874115016,1.446812268794523,0.7516745329312389
