video_id,cosine_distance,,1が大量発生・・・・
1441,0.034986544,,
1450,0.034986544,,
1455,0.034986544,,
1456,0.034986544,,
1461,0.034986544,,
1474,0.034986544,,
1488,0.034986544,,
1498,0.034986544,,
1508,0.034986544,,
1515,0.034986544,,
1518,0.034986544,,
1524,0.034986544,,
1534,0.034986544,,
1536,0.034986544,,
1540,0.034986544,,
1546,0.034986544,,
1560,0.034986544,,
1569,0.034986544,,
1595,0.034986544,,
1598,0.034986544,,
1602,0.034986544,,
1603,0.034986544,,
1606,0.034986544,,
1614,0.034986544,,
1619,0.034986544,,
1623,0.034986544,,
1624,0.034986544,,
1630,0.034986544,,
1636,0.034986544,,
1641,0.034986544,,
1647,0.034986544,,
1654,0.034986544,,
1655,0.034986544,,
1658,0.034986544,,
1665,0.034986544,,
1671,0.034986544,,
1674,0.034986544,,
1679,0.034986544,,
1681,0.034986544,,
1687,0.034986544,,
1704,0.034986544,,
1753,0.034986544,,
1755,0.034986544,,
1757,0.034986544,,
1761,0.034986544,,
1773,0.034986544,,
1782,0.034986544,,
1787,0.034986544,,
1795,0.034986544,,
1810,0.034986544,,
1834,0.034986544,,
1850,0.034986544,,
1863,0.034986544,,
1866,0.034986544,,
1872,0.034986544,,
1880,0.034986544,,
1882,0.034986544,,
1884,0.034986544,,
1896,0.034986544,,
1902,0.034986544,,
1906,0.034986544,,
1910,0.034986544,,
1920,0.034986544,,
1921,0.034986544,,
1923,0.034986544,,
1949,0.034986544,,
1966,0.034986544,,
1969,0.034986544,,
1985,0.034986544,,
1991,0.034986544,,
1992,0.034986544,,
1995,0.034986544,,
2010,0.034986544,,
2017,0.034986544,,
2024,0.034986544,,
2038,0.034986544,,
2075,0.034986544,,
2101,0.034986544,,
2111,0.034986544,,
2113,0.034986544,,
2127,0.034986544,,
2128,0.034986544,,
2136,0.034986544,,
2148,0.034986544,,
2158,0.034986544,,
2166,0.034986544,,
752,0.034800982,,
741,0.031328062,,
16,0.031141869,,
74,0.031141869,,
107,0.031141869,,
121,0.031141869,,
144,0.031141869,,
170,0.031141869,,
247,0.031141869,,
284,0.031141869,,
346,0.031141869,,
365,0.031141869,,
429,0.031141869,,
433,0.031141869,,
436,0.031141869,,
458,0.031141869,,
459,0.031141869,,
509,0.031141869,,
535,0.031141869,,
542,0.031141869,,
628,0.031141869,,
678,0.031141869,,
729,0.031141869,,
818,0.031141869,,
839,0.031141869,,
895,0.031141869,,
896,0.031141869,,
919,0.031141869,,
969,0.031141869,,
1025,0.031141869,,
1050,0.031141869,,
1089,0.031141869,,
1128,0.031141869,,
1167,0.031141869,,
1195,0.031141869,,
1207,0.031141869,,
1231,0.031141869,,
1372,0.031141869,,
1382,0.031141869,,
1412,0.031141869,,
1417,0.031141869,,
1426,0.031141869,,
1462,0.031141869,,
1476,0.031141869,,
1484,0.031141869,,
1537,0.031141869,,
1607,0.031141869,,
1666,0.031141869,,
1749,0.031141869,,
1775,0.031141869,,
1814,0.031141869,,
1843,0.031141869,,
1851,0.031141869,,
1852,0.031141869,,
1870,0.031141869,,
1936,0.031141869,,
1942,0.031141869,,
1945,0.031141869,,
1968,0.031141869,,
1980,0.031141869,,
1999,0.031141869,,
2003,0.031141869,,
2116,0.031141869,,
2159,0.031141869,,
2169,0.031141869,,
2172,0.031141869,,
2175,0.031141869,,
22,0.031141869,,
111,0.031141869,,
191,0.031141869,,
210,0.031141869,,
371,0.031141869,,
455,0.031141869,,
540,0.031141869,,
675,0.031141869,,
773,0.031141869,,
811,0.031141869,,
820,0.031141869,,
860,0.031141869,,
956,0.031141869,,
959,0.031141869,,
968,0.031141869,,
1023,0.031141869,,
1162,0.031141869,,
1164,0.031141869,,
1262,0.031141869,,
1315,0.031141869,,
1332,0.031141869,,
1571,0.031141869,,
1710,0.031141869,,
1760,0.031141869,,
1767,0.031141869,,
1907,0.031141869,,
2011,0.031141869,,
69,0.019607843,,
113,0.019607843,,
126,0.019607843,,
164,0.019607843,,
193,0.019607843,,
207,0.019607843,,
273,0.019607843,,
1029,0.019607843,,
1032,0.019607843,,
1086,0.019607843,,
1113,0.019607843,,
1210,0.019607843,,
1267,0.019607843,,
1282,0.019607843,,
1285,0.019607843,,
1349,0.019607843,,
1363,0.019607843,,
1410,0.019607843,,
1415,0.019607843,,
1420,0.019607843,,
1432,0.019607843,,
1503,0.019607843,,
1586,0.019607843,,
178,0.019049364,,
1172,0.015290701,,
312,0.000576572,,
173,0.000384468,,
294,0.000384468,,
506,0.000384468,,
593,0.000384468,,
637,0.000384468,,
1130,0.000384468,,
1717,0.000384468,,
1718,0.000384468,,
9,0.000384468,,
19,0.000384468,,
28,0.000384468,,
36,0.000384468,,
46,0.000384468,,
68,0.000384468,,
73,0.000384468,,
80,0.000384468,,
92,0.000384468,,
103,0.000384468,,
104,0.000384468,,
119,0.000384468,,
127,0.000384468,,
146,0.000384468,,
148,0.000384468,,
149,0.000384468,,
168,0.000384468,,
172,0.000384468,,
186,0.000384468,,
187,0.000384468,,
190,0.000384468,,
192,0.000384468,,
197,0.000384468,,
204,0.000384468,,
218,0.000384468,,
222,0.000384468,,
235,0.000384468,,
243,0.000384468,,
257,0.000384468,,
258,0.000384468,,
267,0.000384468,,
270,0.000384468,,
271,0.000384468,,
272,0.000384468,,
279,0.000384468,,
280,0.000384468,,
281,0.000384468,,
299,0.000384468,,
301,0.000384468,,
303,0.000384468,,
324,0.000384468,,
331,0.000384468,,
334,0.000384468,,
348,0.000384468,,
350,0.000384468,,
357,0.000384468,,
373,0.000384468,,
385,0.000384468,,
395,0.000384468,,
402,0.000384468,,
413,0.000384468,,
446,0.000384468,,
447,0.000384468,,
449,0.000384468,,
460,0.000384468,,
464,0.000384468,,
480,0.000384468,,
486,0.000384468,,
490,0.000384468,,
493,0.000384468,,
497,0.000384468,,
504,0.000384468,,
514,0.000384468,,
519,0.000384468,,
541,0.000384468,,
548,0.000384468,,
550,0.000384468,,
560,0.000384468,,
562,0.000384468,,
567,0.000384468,,
569,0.000384468,,
574,0.000384468,,
596,0.000384468,,
604,0.000384468,,
611,0.000384468,,
615,0.000384468,,
623,0.000384468,,
624,0.000384468,,
626,0.000384468,,
636,0.000384468,,
644,0.000384468,,
650,0.000384468,,
656,0.000384468,,
657,0.000384468,,
682,0.000384468,,
685,0.000384468,,
689,0.000384468,,
693,0.000384468,,
706,0.000384468,,
738,0.000384468,,
739,0.000384468,,
755,0.000384468,,
758,0.000384468,,
780,0.000384468,,
781,0.000384468,,
787,0.000384468,,
807,0.000384468,,
831,0.000384468,,
857,0.000384468,,
861,0.000384468,,
875,0.000384468,,
889,0.000384468,,
897,0.000384468,,
905,0.000384468,,
911,0.000384468,,
913,0.000384468,,
914,0.000384468,,
915,0.000384468,,
920,0.000384468,,
923,0.000384468,,
932,0.000384468,,
946,0.000384468,,
962,0.000384468,,
965,0.000384468,,
996,0.000384468,,
1013,0.000384468,,
1014,0.000384468,,
1015,0.000384468,,
1026,0.000384468,,
1043,0.000384468,,
1062,0.000384468,,
1079,0.000384468,,
1084,0.000384468,,
1088,0.000384468,,
1106,0.000384468,,
1111,0.000384468,,
1132,0.000384468,,
1142,0.000384468,,
1146,0.000384468,,
1148,0.000384468,,
1157,0.000384468,,
1159,0.000384468,,
1161,0.000384468,,
1165,0.000384468,,
1168,0.000384468,,
1216,0.000384468,,
1219,0.000384468,,
1221,0.000384468,,
1226,0.000384468,,
1232,0.000384468,,
1234,0.000384468,,
1240,0.000384468,,
1244,0.000384468,,
1249,0.000384468,,
1251,0.000384468,,
1254,0.000384468,,
1271,0.000384468,,
1288,0.000384468,,
1297,0.000384468,,
1300,0.000384468,,
1306,0.000384468,,
1313,0.000384468,,
1318,0.000384468,,
1339,0.000384468,,
1346,0.000384468,,
1348,0.000384468,,
1366,0.000384468,,
1373,0.000384468,,
1388,0.000384468,,
1408,0.000384468,,
1411,0.000384468,,
1424,0.000384468,,
1428,0.000384468,,
1429,0.000384468,,
1437,0.000384468,,
1446,0.000384468,,
1448,0.000384468,,
1468,0.000384468,,
1477,0.000384468,,
1496,0.000384468,,
1497,0.000384468,,
1499,0.000384468,,
1504,0.000384468,,
1506,0.000384468,,
1512,0.000384468,,
1525,0.000384468,,
1526,0.000384468,,
1532,0.000384468,,
1545,0.000384468,,
1548,0.000384468,,
1568,0.000384468,,
1572,0.000384468,,
1575,0.000384468,,
1589,0.000384468,,
1599,0.000384468,,
1609,0.000384468,,
1610,0.000384468,,
1621,0.000384468,,
1622,0.000384468,,
1629,0.000384468,,
1633,0.000384468,,
1638,0.000384468,,
1639,0.000384468,,
1642,0.000384468,,
1661,0.000384468,,
1668,0.000384468,,
1673,0.000384468,,
1678,0.000384468,,
1683,0.000384468,,
1698,0.000384468,,
1711,0.000384468,,
1712,0.000384468,,
1715,0.000384468,,
1721,0.000384468,,
1727,0.000384468,,
1735,0.000384468,,
1746,0.000384468,,
1751,0.000384468,,
1758,0.000384468,,
1762,0.000384468,,
1783,0.000384468,,
1785,0.000384468,,
1788,0.000384468,,
1789,0.000384468,,
1803,0.000384468,,
1807,0.000384468,,
1817,0.000384468,,
1838,0.000384468,,
1847,0.000384468,,
1858,0.000384468,,
1860,0.000384468,,
1868,0.000384468,,
1887,0.000384468,,
1908,0.000384468,,
1911,0.000384468,,
1918,0.000384468,,
1928,0.000384468,,
1935,0.000384468,,
1941,0.000384468,,
1944,0.000384468,,
1972,0.000384468,,
1988,0.000384468,,
1993,0.000384468,,
1994,0.000384468,,
1998,0.000384468,,
2006,0.000384468,,
2021,0.000384468,,
2025,0.000384468,,
2028,0.000384468,,
2029,0.000384468,,
2035,0.000384468,,
2039,0.000384468,,
2056,0.000384468,,
2061,0.000384468,,
2104,0.000384468,,
2105,0.000384468,,
2112,0.000384468,,
2129,0.000384468,,
2139,0.000384468,,
2145,0.000384468,,
2173,0.000384468,,
2174,0.000384468,,
440,0.000384246,,
1012,0.000384246,,
1286,0.000384246,,
1238,0.000192252,,
58,0.000192178,,
302,0.000192178,,
1427,0.000192178,,
23,1.11E-16,,
45,1.11E-16,,
64,1.11E-16,,
67,1.11E-16,,
101,1.11E-16,,
166,1.11E-16,,
188,1.11E-16,,
201,1.11E-16,,
242,1.11E-16,,
454,1.11E-16,,
642,1.11E-16,,
643,1.11E-16,,
716,1.11E-16,,
757,1.11E-16,,
775,1.11E-16,,
786,1.11E-16,,
864,1.11E-16,,
902,1.11E-16,,
907,1.11E-16,,
922,1.11E-16,,
927,1.11E-16,,
1000,1.11E-16,,
1011,1.11E-16,,
1137,1.11E-16,,
1169,1.11E-16,,
1189,1.11E-16,,
1206,1.11E-16,,
1228,1.11E-16,,
1269,1.11E-16,,
1289,1.11E-16,,
1299,1.11E-16,,
1301,1.11E-16,,
1305,1.11E-16,,
1317,1.11E-16,,
1494,1.11E-16,,
1551,1.11E-16,,
1573,1.11E-16,,
1574,1.11E-16,,
1579,1.11E-16,,
1694,1.11E-16,,
1713,1.11E-16,,
1716,1.11E-16,,
1729,1.11E-16,,
1743,1.11E-16,,
1874,1.11E-16,,
1886,1.11E-16,,
1948,1.11E-16,,
1962,1.11E-16,,
1967,1.11E-16,,
2000,1.11E-16,,
2072,1.11E-16,,
2088,1.11E-16,,
2098,1.11E-16,,
2121,1.11E-16,,
2123,1.11E-16,,
2124,1.11E-16,,
2183,1.11E-16,,
8,0,,
29,0,,
81,0,,
83,0,,
89,0,,
90,0,,
95,0,,
105,0,,
110,0,,
133,0,,
135,0,,
152,0,,
154,0,,
184,0,,
198,0,,
212,0,,
217,0,,
252,0,,
255,0,,
274,0,,
276,0,,
287,0,,
295,0,,
333,0,,
339,0,,
345,0,,
347,0,,
349,0,,
378,0,,
434,0,,
505,0,,
527,0,,
546,0,,
555,0,,
566,0,,
570,0,,
573,0,,
588,0,,
590,0,,
595,0,,
603,0,,
617,0,,
619,0,,
673,0,,
676,0,,
684,0,,
696,0,,
697,0,,
698,0,,
717,0,,
735,0,,
760,0,,
764,0,,
771,0,,
803,0,,
828,0,,
830,0,,
838,0,,
872,0,,
880,0,,
883,0,,
903,0,,
935,0,,
936,0,,
952,0,,
960,0,,
978,0,,
1006,0,,
1020,0,,
1045,0,,
1046,0,,
1048,0,,
1053,0,,
1061,0,,
1071,0,,
1080,0,,
1085,0,,
1119,0,,
1123,0,,
1185,0,,
1204,0,,
1205,0,,
1233,0,,
1252,0,,
1280,0,,
1294,0,,
1326,0,,
1337,0,,
1354,0,,
1383,0,,
1386,0,,
1387,0,,
1393,0,,
1400,0,,
1434,0,,
1449,0,,
1457,0,,
1493,0,,
1500,0,,
1510,0,,
1543,0,,
1544,0,,
1590,0,,
1613,0,,
1616,0,,
1662,0,,
1672,0,,
1676,0,,
1688,0,,
1692,0,,
1705,0,,
1708,0,,
1714,0,,
1719,0,,
1738,0,,
1740,0,,
1748,0,,
1756,0,,
1764,0,,
1776,0,,
1811,0,,
1835,0,,
1854,0,,
1855,0,,
1871,0,,
1891,0,,
1901,0,,
1933,0,,
1937,0,,
1959,0,,
1964,0,,
2002,0,,
2049,0,,
2052,0,,
2064,0,,
2080,0,,
2082,0,,
2084,0,,
2085,0,,
2102,0,,
2118,0,,
2131,0,,
2135,0,,
2143,0,,
2149,0,,
2150,0,,
2163,0,,
2181,0,,
