video_id,cosine_distance,,1が大量発生・・・・
314,0.807381776,,
472,0.807381776,,
477,0.807381776,,
487,0.807381776,,
561,0.807381776,,
631,0.807381776,,
651,0.807381776,,
677,0.807381776,,
703,0.807381776,,
750,0.807381776,,
870,0.807381776,,
930,0.807381776,,
1018,0.807381776,,
1019,0.807381776,,
1037,0.807381776,,
1063,0.807381776,,
1073,0.807381776,,
1151,0.807381776,,
1324,0.807381776,,
1396,0.807381776,,
1425,0.807381776,,
1464,0.807381776,,
1529,0.807381776,,
1652,0.807381776,,
1677,0.807381776,,
1759,0.807381776,,
1833,0.807381776,,
1840,0.807381776,,
1861,0.807381776,,
1867,0.807381776,,
1961,0.807381776,,
1982,0.807381776,,
2057,0.807381776,,
2100,0.807381776,,
2144,0.807381776,,
2155,0.807381776,,
2179,0.807381776,,
26,0.803921569,,
37,0.803921569,,
40,0.803921569,,
43,0.803921569,,
61,0.803921569,,
78,0.803921569,,
100,0.803921569,,
123,0.803921569,,
169,0.803921569,,
231,0.803921569,,
248,0.803921569,,
254,0.803921569,,
256,0.803921569,,
291,0.803921569,,
292,0.803921569,,
382,0.803921569,,
390,0.803921569,,
394,0.803921569,,
403,0.803921569,,
462,0.803921569,,
494,0.803921569,,
515,0.803921569,,
554,0.803921569,,
601,0.803921569,,
722,0.803921569,,
730,0.803921569,,
733,0.803921569,,
743,0.803921569,,
754,0.803921569,,
769,0.803921569,,
783,0.803921569,,
819,0.803921569,,
837,0.803921569,,
912,0.803921569,,
947,0.803921569,,
985,0.803921569,,
1021,0.803921569,,
1030,0.803921569,,
1034,0.803921569,,
1067,0.803921569,,
1083,0.803921569,,
1097,0.803921569,,
1099,0.803921569,,
1102,0.803921569,,
1104,0.803921569,,
1110,0.803921569,,
1112,0.803921569,,
1138,0.803921569,,
1153,0.803921569,,
1154,0.803921569,,
1158,0.803921569,,
1166,0.803921569,,
1175,0.803921569,,
1200,0.803921569,,
1209,0.803921569,,
1211,0.803921569,,
1272,0.803921569,,
1273,0.803921569,,
1302,0.803921569,,
1312,0.803921569,,
1319,0.803921569,,
1357,0.803921569,,
1367,0.803921569,,
1431,0.803921569,,
1483,0.803921569,,
1501,0.803921569,,
1555,0.803921569,,
1566,0.803921569,,
1620,0.803921569,,
1702,0.803921569,,
1745,0.803921569,,
1768,0.803921569,,
1786,0.803921569,,
1824,0.803921569,,
1825,0.803921569,,
1836,0.803921569,,
1848,0.803921569,,
1862,0.803921569,,
1864,0.803921569,,
1881,0.803921569,,
1952,0.803921569,,
1978,0.803921569,,
2004,0.803921569,,
2041,0.803921569,,
2045,0.803921569,,
2092,0.803921569,,
1325,0.792494209,,
1236,0.788583506,,
30,0.788542868,,
63,0.788542868,,
142,0.788542868,,
145,0.788542868,,
241,0.788542868,,
253,0.788542868,,
283,0.788542868,,
300,0.788542868,,
327,0.788542868,,
372,0.788542868,,
379,0.788542868,,
422,0.788542868,,
491,0.788542868,,
510,0.788542868,,
537,0.788542868,,
564,0.788542868,,
565,0.788542868,,
584,0.788542868,,
591,0.788542868,,
602,0.788542868,,
609,0.788542868,,
664,0.788542868,,
