,,,video_id,cosine_distance
168,0.034986544,,,
175,0.034986544,,,
178,0.034986544,,,
185,0.034986544,,,
192,0.034986544,,,
193,0.034986544,,,
196,0.034986544,,,
208,0.034986544,,,
229,0.034986544,,,
240,0.034986544,,,
245,0.034986544,,,
251,0.034986544,,,
264,0.034986544,,,
271,0.034986544,,,
278,0.034986544,,,
288,0.034986544,,,
292,0.034986544,,,
297,0.034986544,,,
298,0.034986544,,,
319,0.034986544,,,
344,0.034986544,,,
361,0.034986544,,,
366,0.034986544,,,
390,0.034986544,,,
394,0.034986544,,,
402,0.034986544,,,
428,0.034986544,,,
430,0.034986544,,,
496,0.034986544,,,
502,0.034986544,,,
538,0.034986544,,,
549,0.034986544,,,
558,0.034986544,,,
561,0.034986544,,,
563,0.034986544,,,
573,0.034986544,,,
575,0.034986544,,,
584,0.034986544,,,
585,0.034986544,,,
602,0.034986544,,,
619,0.034986544,,,
623,0.034986544,,,
625,0.034986544,,,
631,0.034986544,,,
634,0.034986544,,,
637,0.034986544,,,
639,0.034986544,,,
648,0.034986544,,,
652,0.034986544,,,
674,0.034986544,,,
675,0.034986544,,,
678,0.034986544,,,
686,0.034986544,,,
697,0.034986544,,,
702,0.034986544,,,
706,0.034986544,,,
718,0.034986544,,,
741,0.034986544,,,
770,0.034986544,,,
776,0.034986544,,,
780,0.034986544,,,
783,0.034986544,,,
806,0.034986544,,,
815,0.034986544,,,
859,0.034986544,,,
870,0.034986544,,,
878,0.034986544,,,
887,0.034986544,,,
895,0.034986544,,,
904,0.034986544,,,
918,0.034986544,,,
920,0.034986544,,,
939,0.034986544,,,
944,0.034986544,,,
959,0.034986544,,,
964,0.034986544,,,
972,0.034986544,,,
976,0.034986544,,,
986,0.034986544,,,
996,0.034986544,,,
1000,0.034986544,,,
1013,0.034986544,,,
1032,0.034986544,,,
1039,0.034986544,,,
1042,0.034986544,,,
1049,0.034986544,,,
1063,0.034986544,,,
1086,0.034986544,,,
1088,0.034986544,,,
1107,0.034986544,,,
1113,0.034986544,,,
1121,0.034986544,,,
1125,0.034986544,,,
1133,0.034986544,,,
1149,0.034986544,,,
1156,0.034986544,,,
1159,0.034986544,,,
1186,0.034986544,,,
1192,0.034986544,,,
1198,0.034986544,,,
1206,0.034986544,,,
1218,0.034986544,,,
1239,0.034986544,,,
1242,0.034986544,,,
1255,0.034986544,,,
1270,0.034986544,,,
1271,0.034986544,,,
1278,0.034986544,,,
1283,0.034986544,,,
1285,0.034986544,,,
1298,0.034986544,,,
1325,0.034986544,,,
1336,0.034986544,,,
1346,0.034986544,,,
1354,0.034986544,,,
1358,0.034986544,,,
1387,0.034986544,,,
1388,0.034986544,,,
1408,0.034986544,,,
1410,0.034986544,,,
1424,0.034986544,,,
1441,0.034986544,,,
1444,0.034986544,,,
1450,0.034986544,,,
1451,0.034986544,,,
1458,0.034986544,,,
1461,0.034986544,,,
1463,0.034986544,,,
1464,0.034986544,,,
1469,0.034986544,,,
1477,0.034986544,,,
1492,0.034986544,,,
1512,0.034986544,,,
1514,0.034986544,,,
1515,0.034986544,,,
1526,0.034986544,,,
1540,0.034986544,,,
1546,0.034986544,,,
1552,0.034986544,,,
1556,0.034986544,,,
1557,0.034986544,,,
1558,0.034986544,,,
1560,0.034986544,,,
1564,0.034986544,,,
1569,0.034986544,,,
1574,0.034986544,,,
1576,0.034986544,,,
1577,0.034986544,,,
1583,0.034986544,,,
1586,0.034986544,,,
1598,0.034986544,,,
1602,0.034986544,,,
1603,0.034986544,,,
1619,0.034986544,,,
1657,0.034986544,,,
1669,0.034986544,,,
1674,0.034986544,,,
1676,0.034986544,,,
1696,0.034986544,,,
1698,0.034986544,,,
1700,0.034986544,,,
1702,0.034986544,,,
1711,0.034986544,,,
1721,0.034986544,,,
1727,0.034986544,,,
1735,0.034986544,,,
1745,0.034986544,,,
1755,0.034986544,,,
1767,0.034986544,,,
1773,0.034986544,,,
1775,0.034986544,,,
1779,0.034986544,,,
1791,0.034986544,,,
1796,0.034986544,,,
1797,0.034986544,,,
1818,0.034986544,,,
1821,0.034986544,,,
1826,0.034986544,,,
1832,0.034986544,,,
1834,0.034986544,,,
1846,0.034986544,,,
1850,0.034986544,,,
1854,0.034986544,,,
1857,0.034986544,,,
1860,0.034986544,,,
1879,0.034986544,,,
1886,0.034986544,,,
1899,0.034986544,,,
1902,0.034986544,,,
1912,0.034986544,,,
1918,0.034986544,,,
1920,0.034986544,,,
1923,0.034986544,,,
1945,0.034986544,,,
1960,0.034986544,,,
1966,0.034986544,,,
1967,0.034986544,,,
1968,0.034986544,,,
1976,0.034986544,,,
1991,0.034986544,,,
2012,0.034986544,,,
2017,0.034986544,,,
2019,0.034986544,,,
2026,0.034986544,,,
2039,0.034986544,,,
2042,0.034986544,,,
2043,0.034986544,,,
2046,0.034986544,,,
2050,0.034986544,,,
2052,0.034986544,,,
2065,0.034986544,,,
2075,0.034986544,,,
2095,0.034986544,,,
2103,0.034986544,,,
2106,0.034986544,,,
2127,0.034986544,,,
2128,0.034986544,,,
2129,0.034986544,,,
2131,0.034986544,,,
2132,0.034986544,,,
2143,0.034986544,,,
2145,0.034986544,,,
136,0.034800982,,,
153,0.034800982,,,
334,0.034800982,,,
408,0.034800982,,,
506,0.034800982,,,
644,0.034800982,,,
1079,0.034800982,,,
1222,0.034800982,,,
1654,0.034800982,,,
8,0.031141869,,,
30,0.031141869,,,
53,0.031141869,,,
113,0.031141869,,,
122,0.031141869,,,
188,0.031141869,,,
206,0.031141869,,,
210,0.031141869,,,
247,0.031141869,,,
255,0.031141869,,,
263,0.031141869,,,
272,0.031141869,,,
281,0.031141869,,,
284,0.031141869,,,
305,0.031141869,,,
365,0.031141869,,,
429,0.031141869,,,
433,0.031141869,,,
441,0.031141869,,,
475,0.031141869,,,
509,0.031141869,,,
527,0.031141869,,,
535,0.031141869,,,
611,0.031141869,,,
723,0.031141869,,,
729,0.031141869,,,
803,0.031141869,,,
843,0.031141869,,,
866,0.031141869,,,
890,0.031141869,,,
927,0.031141869,,,
928,0.031141869,,,
1020,0.031141869,,,
1050,0.031141869,,,
1093,0.031141869,,,
1101,0.031141869,,,
1123,0.031141869,,,
1151,0.031141869,,,
1164,0.031141869,,,
1204,0.031141869,,,
1224,0.031141869,,,
1277,0.031141869,,,
1357,0.031141869,,,
1423,0.031141869,,,
1435,0.031141869,,,
1455,0.031141869,,,
1457,0.031141869,,,
1496,0.031141869,,,
1498,0.031141869,,,
1527,0.031141869,,,
1656,0.031141869,,,
1713,0.031141869,,,
1716,0.031141869,,,
1758,0.031141869,,,
1771,0.031141869,,,
1855,0.031141869,,,
1891,0.031141869,,,
1995,0.031141869,,,
2079,0.031141869,,,
2108,0.031141869,,,
2123,0.031141869,,,
2172,0.031141869,,,
61,0.031141869,,,
68,0.031141869,,,
141,0.031141869,,,
195,0.031141869,,,
213,0.031141869,,,
231,0.031141869,,,
385,0.031141869,,,
449,0.031141869,,,
559,0.031141869,,,
787,0.031141869,,,
807,0.031141869,,,
914,0.031141869,,,
1011,0.031141869,,,
1132,0.031141869,,,
1332,0.031141869,,,
1679,0.031141869,,,
1764,0.031141869,,,
1870,0.031141869,,,
2008,0.031141869,,,
2024,0.031141869,,,
105,0.019607843,,,
15,0.000384468,,,
39,0.000384468,,,
45,0.000384468,,,
46,0.000384468,,,
47,0.000384468,,,
55,0.000384468,,,
67,0.000384468,,,
69,0.000384468,,,
74,0.000384468,,,
76,0.000384468,,,
77,0.000384468,,,
78,0.000384468,,,
81,0.000384468,,,
101,0.000384468,,,
110,0.000384468,,,
116,0.000384468,,,
126,0.000384468,,,
148,0.000384468,,,
152,0.000384468,,,
161,0.000384468,,,
191,0.000384468,,,
204,0.000384468,,,
207,0.000384468,,,
216,0.000384468,,,
217,0.000384468,,,
248,0.000384468,,,
260,0.000384468,,,
273,0.000384468,,,
280,0.000384468,,,
283,0.000384468,,,
285,0.000384468,,,
289,0.000384468,,,
294,0.000384468,,,
299,0.000384468,,,
314,0.000384468,,,
322,0.000384468,,,
324,0.000384468,,,
331,0.000384468,,,
349,0.000384468,,,
350,0.000384468,,,
354,0.000384468,,,
356,0.000384468,,,
363,0.000384468,,,
371,0.000384468,,,
377,0.000384468,,,
378,0.000384468,,,
406,0.000384468,,,
411,0.000384468,,,
413,0.000384468,,,
416,0.000384468,,,
422,0.000384468,,,
435,0.000384468,,,
436,0.000384468,,,
440,0.000384468,,,
458,0.000384468,,,
460,0.000384468,,,
466,0.000384468,,,
476,0.000384468,,,
478,0.000384468,,,
490,0.000384468,,,
497,0.000384468,,,
500,0.000384468,,,
503,0.000384468,,,
504,0.000384468,,,
514,0.000384468,,,
516,0.000384468,,,
518,0.000384468,,,
530,0.000384468,,,
562,0.000384468,,,
566,0.000384468,,,
574,0.000384468,,,
577,0.000384468,,,
588,0.000384468,,,
591,0.000384468,,,
593,0.000384468,,,
601,0.000384468,,,
603,0.000384468,,,
604,0.000384468,,,
606,0.000384468,,,
617,0.000384468,,,
618,0.000384468,,,
635,0.000384468,,,
647,0.000384468,,,
649,0.000384468,,,
656,0.000384468,,,
657,0.000384468,,,
666,0.000384468,,,
687,0.000384468,,,
689,0.000384468,,,
696,0.000384468,,,
711,0.000384468,,,
713,0.000384468,,,
717,0.000384468,,,
728,0.000384468,,,
731,0.000384468,,,
738,0.000384468,,,
752,0.000384468,,,
755,0.000384468,,,
773,0.000384468,,,
775,0.000384468,,,
782,0.000384468,,,
792,0.000384468,,,
802,0.000384468,,,
808,0.000384468,,,
814,0.000384468,,,
820,0.000384468,,,
828,0.000384468,,,
839,0.000384468,,,
845,0.000384468,,,
846,0.000384468,,,
851,0.000384468,,,
854,0.000384468,,,
857,0.000384468,,,
864,0.000384468,,,
865,0.000384468,,,
872,0.000384468,,,
873,0.000384468,,,
875,0.000384468,,,
882,0.000384468,,,
883,0.000384468,,,
889,0.000384468,,,
896,0.000384468,,,
897,0.000384468,,,
899,0.000384468,,,
902,0.000384468,,,
907,0.000384468,,,
909,0.000384468,,,
929,0.000384468,,,
938,0.000384468,,,
956,0.000384468,,,
966,0.000384468,,,
969,0.000384468,,,
973,0.000384468,,,
974,0.000384468,,,
980,0.000384468,,,
988,0.000384468,,,
1003,0.000384468,,,
1004,0.000384468,,,
1016,0.000384468,,,
1023,0.000384468,,,
1026,0.000384468,,,
1029,0.000384468,,,
1062,0.000384468,,,
1070,0.000384468,,,
1071,0.000384468,,,
1075,0.000384468,,,
1080,0.000384468,,,
1081,0.000384468,,,
1090,0.000384468,,,
1098,0.000384468,,,
1103,0.000384468,,,
1106,0.000384468,,,
1111,0.000384468,,,
1112,0.000384468,,,
1117,0.000384468,,,
1128,0.000384468,,,
1137,0.000384468,,,
1152,0.000384468,,,
1157,0.000384468,,,
1158,0.000384468,,,
1165,0.000384468,,,
1167,0.000384468,,,
1182,0.000384468,,,
1193,0.000384468,,,
1205,0.000384468,,,
1210,0.000384468,,,
1213,0.000384468,,,
1216,0.000384468,,,
1219,0.000384468,,,
1221,0.000384468,,,
1232,0.000384468,,,
1234,0.000384468,,,
1240,0.000384468,,,
1261,0.000384468,,,
1268,0.000384468,,,
1273,0.000384468,,,
1286,0.000384468,,,
1288,0.000384468,,,
1289,0.000384468,,,
1290,0.000384468,,,
1296,0.000384468,,,
1297,0.000384468,,,
1300,0.000384468,,,
1311,0.000384468,,,
1313,0.000384468,,,
1326,0.000384468,,,
1337,0.000384468,,,
1339,0.000384468,,,
1340,0.000384468,,,
1345,0.000384468,,,
1348,0.000384468,,,
1366,0.000384468,,,
1375,0.000384468,,,
1382,0.000384468,,,
1396,0.000384468,,,
1400,0.000384468,,,
1415,0.000384468,,,
1422,0.000384468,,,
1432,0.000384468,,,
1434,0.000384468,,,
1436,0.000384468,,,
1437,0.000384468,,,
1447,0.000384468,,,
1449,0.000384468,,,
1452,0.000384468,,,
1456,0.000384468,,,
1460,0.000384468,,,
1468,0.000384468,,,
1471,0.000384468,,,
1485,0.000384468,,,
1494,0.000384468,,,
1497,0.000384468,,,
1507,0.000384468,,,
1508,0.000384468,,,
1519,0.000384468,,,
1543,0.000384468,,,
1548,0.000384468,,,
1565,0.000384468,,,
1590,0.000384468,,,
1595,0.000384468,,,
1599,0.000384468,,,
1606,0.000384468,,,
1614,0.000384468,,,
1628,0.000384468,,,
1629,0.000384468,,,
1630,0.000384468,,,
1631,0.000384468,,,
1639,0.000384468,,,
1668,0.000384468,,,
1683,0.000384468,,,
1694,0.000384468,,,
1712,0.000384468,,,
1722,0.000384468,,,
1737,0.000384468,,,
1740,0.000384468,,,
1753,0.000384468,,,
1756,0.000384468,,,
1757,0.000384468,,,
1759,0.000384468,,,
1762,0.000384468,,,
1763,0.000384468,,,
1780,0.000384468,,,
1785,0.000384468,,,
1798,0.000384468,,,
1801,0.000384468,,,
1802,0.000384468,,,
1804,0.000384468,,,
1806,0.000384468,,,
1811,0.000384468,,,
1847,0.000384468,,,
1856,0.000384468,,,
1868,0.000384468,,,
1872,0.000384468,,,
1884,0.000384468,,,
1892,0.000384468,,,
1895,0.000384468,,,
1905,0.000384468,,,
1909,0.000384468,,,
1926,0.000384468,,,
1944,0.000384468,,,
1956,0.000384468,,,
1964,0.000384468,,,
1965,0.000384468,,,
1969,0.000384468,,,
1971,0.000384468,,,
1972,0.000384468,,,
1987,0.000384468,,,
1988,0.000384468,,,
1989,0.000384468,,,
1996,0.000384468,,,
2002,0.000384468,,,
2007,0.000384468,,,
2020,0.000384468,,,
2022,0.000384468,,,
2045,0.000384468,,,
2047,0.000384468,,,
2049,0.000384468,,,
2057,0.000384468,,,
2061,0.000384468,,,
2062,0.000384468,,,
2064,0.000384468,,,
2069,0.000384468,,,
2071,0.000384468,,,
2085,0.000384468,,,
2087,0.000384468,,,
2091,0.000384468,,,
2092,0.000384468,,,
2098,0.000384468,,,
2110,0.000384468,,,
2136,0.000384468,,,
2142,0.000384468,,,
2161,0.000384468,,,
2162,0.000384468,,,
2164,0.000384468,,,
2168,0.000384468,,,
2174,0.000384468,,,
14,0.000192252,,,
164,0.000192252,,,
269,0.000192252,,,
316,0.000192252,,,
384,0.000192252,,,
481,0.000192252,,,
643,0.000192252,,,
650,0.000192252,,,
1169,0.000192252,,,
1318,0.000192252,,,
1730,0.000192252,,,
48,1.11E-16,,,
127,1.11E-16,,,
149,1.11E-16,,,
154,1.11E-16,,,
158,1.11E-16,,,
184,1.11E-16,,,
186,1.11E-16,,,
202,1.11E-16,,,
226,1.11E-16,,,
235,1.11E-16,,,
243,1.11E-16,,,
382,1.11E-16,,,
434,1.11E-16,,,
450,1.11E-16,,,
492,1.11E-16,,,
546,1.11E-16,,,
548,1.11E-16,,,
595,1.11E-16,,,
659,1.11E-16,,,
704,1.11E-16,,,
760,1.11E-16,,,
861,1.11E-16,,,
940,1.11E-16,,,
960,1.11E-16,,,
962,1.11E-16,,,
1014,1.11E-16,,,
1043,1.11E-16,,,
1130,1.11E-16,,,
1136,1.11E-16,,,
1183,1.11E-16,,,
1191,1.11E-16,,,
1230,1.11E-16,,,
1231,1.11E-16,,,
1260,1.11E-16,,,
1308,1.11E-16,,,
1383,1.11E-16,,,
1407,1.11E-16,,,
1470,1.11E-16,,,
1571,1.11E-16,,,
1621,1.11E-16,,,
1641,1.11E-16,,,
1673,1.11E-16,,,
1701,1.11E-16,,,
1705,1.11E-16,,,
1710,1.11E-16,,,
1746,1.11E-16,,,
1760,1.11E-16,,,
1776,1.11E-16,,,
1809,1.11E-16,,,
1859,1.11E-16,,,
1911,1.11E-16,,,
1997,1.11E-16,,,
2150,1.11E-16,,,
2163,1.11E-16,,,
9,0,,,
29,0,,,
33,0,,,
42,0,,,
58,0,,,
98,0,,,
102,0,,,
119,0,,,
131,0,,,
133,0,,,
147,0,,,
166,0,,,
170,0,,,
187,0,,,
190,0,,,
199,0,,,
212,0,,,
222,0,,,
227,0,,,
228,0,,,
230,0,,,
237,0,,,
261,0,,,
267,0,,,
270,0,,,
274,0,,,
276,0,,,
295,0,,,
300,0,,,
301,0,,,
304,0,,,
312,0,,,
346,0,,,
347,0,,,
364,0,,,
389,0,,,
395,0,,,
412,0,,,
418,0,,,
442,0,,,
464,0,,,
494,0,,,
542,0,,,
605,0,,,
620,0,,,
626,0,,,
627,0,,,
658,0,,,
673,0,,,
679,0,,,
682,0,,,
691,0,,,
698,0,,,
739,0,,,
744,0,,,
757,0,,,
764,0,,,
812,0,,,
818,0,,,
842,0,,,
847,0,,,
860,0,,,
880,0,,,
891,0,,,
903,0,,,
905,0,,,
912,0,,,
926,0,,,
935,0,,,
937,0,,,
952,0,,,
961,0,,,
970,0,,,
975,0,,,
978,0,,,
984,0,,,
1006,0,,,
1015,0,,,
1047,0,,,
1052,0,,,
1053,0,,,
1061,0,,,
1110,0,,,
1143,0,,,
1148,0,,,
1172,0,,,
1185,0,,,
1195,0,,,
1207,0,,,
1226,0,,,
1237,0,,,
1241,0,,,
1254,0,,,
1257,0,,,
1262,0,,,
1263,0,,,
1292,0,,,
1299,0,,,
1305,0,,,
1317,0,,,
1411,0,,,
1427,0,,,
1446,0,,,
1448,0,,,
1484,0,,,
1504,0,,,
1506,0,,,
1525,0,,,
1530,0,,,
1551,0,,,
1566,0,,,
1579,0,,,
1581,0,,,
1584,0,,,
1600,0,,,
1613,0,,,
1616,0,,,
1622,0,,,
1642,0,,,
1672,0,,,
1677,0,,,
1692,0,,,
1704,0,,,
1708,0,,,
1714,0,,,
1718,0,,,
1719,0,,,
1748,0,,,
1751,0,,,
1787,0,,,
1803,0,,,
1874,0,,,
1877,0,,,
1901,0,,,
1907,0,,,
1942,0,,,
1980,0,,,
1985,0,,,
1993,0,,,
2025,0,,,
2033,0,,,
2059,0,,,
2084,0,,,
2099,0,,,
2102,0,,,
2109,0,,,
2111,0,,,
2118,0,,,
2121,0,,,
2149,0,,,
2152,0,,,
2173,0,,,
2175,0,,,
