video_id,cosine_distance
24,1
56,1
62,1
67,1
108,1
132,1
155,1
204,1
209,1
239,1
244,1
259,1
269,1
321,1
326,1
338,1
340,1
383,1
408,1
417,1
420,1
434,1
457,1
461,1
474,1
483,1
488,1
505,1
513,1
522,1
528,1
547,1
559,1
581,1
607,1
608,1
613,1
614,1
632,1
638,1
677,1
692,1
699,1
720,1
729,1
734,1
736,1
746,1
761,1
765,1
767,1
778,1
779,1
782,1
801,1
811,1
823,1
824,1
825,1
906,1
917,1
929,1
933,1
942,1
987,1
990,1
995,1
1010,1
1017,1
1036,1
1057,1
1058,1
1087,1
1091,1
1109,1
1114,1
1134,1
1170,1
1173,1
1196,1
1197,1
1214,1
1215,1
1217,1
1222,1
1276,1
1280,1
1350,1
1356,1
1365,1
1402,1
1403,1
1406,1
1432,1
1433,1
1442,1
1502,1
1513,1
1520,1
1549,1
1575,1
1593,1
1618,1
1625,1
1643,1
1650,1
1703,1
1724,1
1736,1
1741,1
1792,1
1793,1
1845,1
1869,1
1954,1
1960,1
1963,1
1990,1
2029,1
2043,1
2051,1
2084,1
2090,1
2094,1
2120,1
2148,1
2151,1
2166,1
2169,1
21,0.999615532
85,0.999615532
120,0.999615532
148,0.999615532
179,0.999615532
245,0.999615532
275,0.999615532
441,0.999615532
479,0.999615532
621,0.999615532
695,0.999615532
700,0.999615532
910,0.999615532
993,0.999615532
1129,0.999615532
1137,0.999615532
1344,0.999615532
1563,0.999615532
1594,0.999615532
1648,0.999615532
1661,0.999615532
1686,0.999615532
1726,0.999615532
1777,0.999615532
1979,0.999615532
2066,0.999615532
2130,0.999615532
220,0.996155325
251,0.996155325
254,0.996155325
313,0.996155325
323,0.996155325
330,0.996155325
343,0.996155325
396,0.996155325
398,0.996155325
431,0.996155325
532,0.996155325
544,0.996155325
579,0.996155325
649,0.996155325
726,0.996155325
727,0.996155325
831,0.996155325
869,0.996155325
904,0.996155325
943,0.996155325
1049,0.996155325
1054,0.996155325
1065,0.996155325
1070,0.996155325
1084,0.996155325
1135,0.996155325
1155,0.996155325
1159,0.996155325
1362,0.996155325
1391,0.996155325
1414,0.996155325
1495,0.996155325
1519,0.996155325
1535,0.996155325
1538,0.996155325
1635,0.996155325
1646,0.996155325
1652,0.996155325
1671,0.996155325
1702,0.996155325
1786,0.996155325
1800,0.996155325
1893,0.996155325
1896,0.996155325
1919,0.996155325
1950,0.996155325
1981,0.996155325
1982,0.996155325
2077,0.996155325
2134,0.996155325
2147,0.996155325
409,0.99231065
523,0.99231065
533,0.99231065
534,0.99231065
806,0.99231065
809,0.99231065
819,0.99231065
1031,0.99231065
1095,0.99231065
1408,0.99231065
1779,0.99231065
30,0.980776624
59,0.980776624
75,0.980776624
88,0.980776624
92,0.980776624
203,0.980776624
216,0.980776624
232,0.980776624
257,0.980776624
283,0.980776624
360,0.980776624
388,0.980776624
424,0.980776624
437,0.980776624
456,0.980776624
466,0.980776624
524,0.980776624
568,0.980776624
578,0.980776624
646,0.980776624
670,0.980776624
719,0.980776624
721,0.980776624
747,0.980776624
753,0.980776624
763,0.980776624
774,0.980776624
796,0.980776624
799,0.980776624
810,0.980776624
817,0.980776624
840,0.980776624
877,0.980776624
879,0.980776624
908,0.980776624
926,0.980776624
949,0.980776624
955,0.980776624
981,0.980776624
986,0.980776624
1033,0.980776624
1035,0.980776624
1082,0.980776624
1093,0.980776624
1139,0.980776624
1141,0.980776624
1171,0.980776624
1201,0.980776624
1202,0.980776624
1256,0.980776624
1265,0.980776624
1371,0.980776624
1381,0.980776624
1405,0.980776624
1467,0.980776624
1473,0.980776624
1487,0.980776624
1497,0.980776624
1553,0.980776624
1585,0.980776624
1589,0.980776624
1611,0.980776624
1669,0.980776624
1700,0.980776624
1707,0.980776624
1723,0.980776624
1762,0.980776624
1770,0.980776624
1775,0.980776624
1819,0.980776624
1862,0.980776624
1878,0.980776624
1881,0.980776624
1910,0.980776624
1914,0.980776624
1943,0.980776624
1976,0.980776624
2014,0.980776624
2036,0.980776624
2048,0.980776624
2062,0.980776624
2073,0.980776624
2157,0.980776624
2164,0.980776624
2165,0.980776624
2177,0.980776624
7,0.976931949
66,0.976931949
136,0.976931949
308,0.976931949
311,0.976931949
543,0.976931949
577,0.976931949
631,0.976931949
694,0.976931949
771,0.976931949
833,0.976931949
894,0.976931949
932,0.976931949
934,0.976931949
976,0.976931949
1046,0.976931949
1105,0.976931949
1167,0.976931949
1481,0.976931949
1529,0.976931949
1533,0.976931949
1627,0.976931949
1665,0.976931949
1698,0.976931949
1808,0.976931949
2115,0.976931949
13,0.961553249
86,0.961553249
95,0.961553249
99,0.961553249
122,0.961553249
153,0.961553249
194,0.961553249
295,0.961553249
344,0.961553249
350,0.961553249
352,0.961553249
382,0.961553249
443,0.961553249
491,0.961553249
525,0.961553249
754,0.961553249
784,0.961553249
881,0.961553249
888,0.961553249
1063,0.961553249
1077,0.961553249
1100,0.961553249
1108,0.961553249
1124,0.961553249
1156,0.961553249
1162,0.961553249
1169,0.961553249
1284,0.961553249
1342,0.961553249
1416,0.961553249
1430,0.961553249
1465,0.961553249
1516,0.961553249
1560,0.961553249
1564,0.961553249
1649,0.961553249
1739,0.961553249
1744,0.961553249
1747,0.961553249
1823,0.961553249
1830,0.961553249
1904,0.961553249
1922,0.961553249
1938,0.961553249
2054,0.961553249
2075,0.961553249
2142,0.961553249
2184,0.961553249
4,0.961168781
619,0.961168781
652,0.961168781
665,0.961168781
1122,0.961168781
1211,0.961168781
1220,0.961168781
1259,0.961168781
1351,0.961168781
1390,0.961168781
1453,0.961168781
1521,0.961168781
1933,0.961168781
1970,0.961168781
74,0.942329873
79,0.942329873
87,0.942329873
91,0.942329873
117,0.942329873
142,0.942329873
143,0.942329873
215,0.942329873
299,0.942329873
353,0.942329873
377,0.942329873
427,0.942329873
463,0.942329873
471,0.942329873
492,0.942329873
496,0.942329873
531,0.942329873
536,0.942329873
541,0.942329873
660,0.942329873
664,0.942329873
685,0.942329873
696,0.942329873
717,0.942329873
772,0.942329873
777,0.942329873
837,0.942329873
882,0.942329873
930,0.942329873
1343,0.942329873
1368,0.942329873
1382,0.942329873
1523,0.942329873
1581,0.942329873
1587,0.942329873
1638,0.942329873
1710,0.942329873
1725,0.942329873
1776,0.942329873
1813,0.942329873
1844,0.942329873
1994,0.942329873
2033,0.942329873
26,0.923106498
109,0.923106498
348,0.923106498
397,0.923106498
454,0.923106498
626,0.923106498
788,0.923106498
797,0.923106498
914,0.923106498
927,0.923106498
983,0.923106498
1001,0.923106498
1130,0.923106498
1396,0.923106498
1788,0.923106498
1836,0.923106498
1932,0.923106498
1937,0.923106498
1986,0.923106498
2005,0.923106498
2037,0.923106498
38,0.807766244
43,0.807766244
70,0.807766244
71,0.807766244
83,0.807766244
134,0.807766244
165,0.807766244
177,0.807766244
197,0.807766244
208,0.807766244
223,0.807766244
238,0.807766244
253,0.807766244
296,0.807766244
298,0.807766244
361,0.807766244
387,0.807766244
425,0.807766244
451,0.807766244
453,0.807766244
455,0.807766244
467,0.807766244
472,0.807766244
517,0.807766244
521,0.807766244
552,0.807766244
582,0.807766244
675,0.807766244
683,0.807766244
724,0.807766244
730,0.807766244
742,0.807766244
744,0.807766244
759,0.807766244
790,0.807766244
792,0.807766244
822,0.807766244
826,0.807766244
832,0.807766244
834,0.807766244
845,0.807766244
856,0.807766244
868,0.807766244
874,0.807766244
885,0.807766244
893,0.807766244
947,0.807766244
948,0.807766244
956,0.807766244
957,0.807766244
958,0.807766244
971,0.807766244
1007,0.807766244
1018,0.807766244
1019,0.807766244
1021,0.807766244
1040,0.807766244
1107,0.807766244
1138,0.807766244
1160,0.807766244
1175,0.807766244
1227,0.807766244
1239,0.807766244
1253,0.807766244
1255,0.807766244
1267,0.807766244
1270,0.807766244
1303,0.807766244
1304,0.807766244
1328,0.807766244
1367,0.807766244
1413,0.807766244
1425,0.807766244
1464,0.807766244
1471,0.807766244
1480,0.807766244
1489,0.807766244
1500,0.807766244
1528,0.807766244
1570,0.807766244
1639,0.807766244
1682,0.807766244
1695,0.807766244
1706,0.807766244
1787,0.807766244
1798,0.807766244
1810,0.807766244
1812,0.807766244
1817,0.807766244
1831,0.807766244
1842,0.807766244
1885,0.807766244
1898,0.807766244
1908,0.807766244
1924,0.807766244
1958,0.807766244
1971,0.807766244
1987,0.807766244
2004,0.807766244
2009,0.807766244
2068,0.807766244
2076,0.807766244
2083,0.807766244
2100,0.807766244
2103,0.807766244
2114,0.807766244
2119,0.807766244
2156,0.807766244
15,0.807381776
20,0.807381776
37,0.807381776
154,0.807381776
233,0.807381776
243,0.807381776
302,0.807381776
362,0.807381776
379,0.807381776
449,0.807381776
518,0.807381776
555,0.807381776
654,0.807381776
690,0.807381776
691,0.807381776
722,0.807381776
725,0.807381776
