video_id,cosine_distance
1,1
9,1
21,1
40,1
49,1
50,1
54,1
56,1
63,1
74,1
75,1
77,1
80,1
86,1
89,1
95,1
110,1
114,1
121,1
126,1
128,1
137,1
150,1
155,1
167,1
181,1
186,1
200,1
202,1
209,1
212,1
224,1
232,1
239,1
241,1
243,1
251,1
257,1
260,1
266,1
269,1
276,1
278,1
279,1
283,1
284,1
290,1
313,1
314,1
321,1
324,1
331,1
332,1
333,1
338,1
341,1
343,1
356,1
358,1
363,1
367,1
373,1
398,1
399,1
401,1
408,1
412,1
417,1
420,1
429,1
434,1
437,1
447,1
451,1
459,1
472,1
474,1
481,1
499,1
505,1
507,1
513,1
522,1
534,1
538,1
545,1
571,1
572,1
586,1
587,1
598,1
602,1
614,1
615,1
619,1
627,1
632,1
644,1
647,1
649,1
650,1
658,1
668,1
677,1
678,1
684,1
692,1
717,1
721,1
724,1
726,1
734,1
736,1
742,1
746,1
754,1
756,1
765,1
767,1
776,1
779,1
783,1
793,1
799,1
801,1
803,1
805,1
824,1
830,1
835,1
839,1
840,1
843,1
845,1
855,1
877,1
880,1
886,1
887,1
895,1
913,1
923,1
929,1
933,1
938,1
939,1
947,1
962,1
975,1
977,1
981,1
995,1
998,1
1004,1
1010,1
1017,1
1019,1
1029,1
1035,1
1036,1
1053,1
1063,1
1066,1
1084,1
1091,1
1093,1
1094,1
1096,1
1107,1
1109,1
1114,1
1116,1
1117,1
1124,1
1141,1
1147,1
1155,1
1170,1
1171,1
1173,1
1178,1
1179,1
1183,1
1196,1
1197,1
1204,1
1207,1
1215,1
1217,1
1220,1
1222,1
1228,1
1237,1
1246,1
1251,1
1253,1
1265,1
1270,1
1275,1
1317,1
1325,1
1346,1
1356,1
1362,1
1365,1
1371,1
1391,1
1405,1
1406,1
1418,1
1419,1
1430,1
1432,1
1442,1
1453,1
1469,1
1471,1
1475,1
1479,1
1528,1
1540,1
1544,1
1549,1
1553,1
1560,1
1563,1
1575,1
1579,1
1585,1
1589,1
1593,1
1595,1
1610,1
1613,1
1635,1
1649,1
1650,1
1652,1
1671,1
1699,1
1707,1
1709,1
1720,1
1723,1
1724,1
1725,1
1730,1
1739,1
1741,1
1744,1
1772,1
1776,1
1777,1
1779,1
1782,1
1787,1
1819,1
1822,1
1826,1
1830,1
1843,1
1869,1
1878,1
1882,1
1899,1
1914,1
1923,1
1931,1
1933,1
1938,1
1942,1
1943,1
1959,1
1965,1
1981,1
1990,1
2009,1
2011,1
2017,1
2029,1
2035,1
2039,1
2066,1
2069,1
2075,1
2077,1
2078,1
2084,1
2130,1
2134,1
2142,1
2143,1
2148,1
2149,1
2151,1
2152,1
2165,1
2166,1
2171,1
2174,1
2178,1
2184,1
132,0.999615532
154,0.999615532
163,0.999615532
179,0.999615532
221,0.999615532
233,0.999615532
288,0.999615532
308,0.999615532
326,0.999615532
405,0.999615532
409,0.999615532
425,0.999615532
528,0.999615532
628,0.999615532
652,0.999615532
763,0.999615532
777,0.999615532
827,0.999615532
872,0.999615532
900,0.999615532
910,0.999615532
925,0.999615532
927,0.999615532
948,0.999615532
956,0.999615532
959,0.999615532
990,0.999615532
993,0.999615532
1129,0.999615532
1142,0.999615532
1158,0.999615532
1181,0.999615532
1280,0.999615532
1443,0.999615532
1449,0.999615532
1478,0.999615532
1498,0.999615532
1499,0.999615532
1566,0.999615532
1775,0.999615532
1796,0.999615532
1805,0.999615532
1821,0.999615532
1833,0.999615532
1860,0.999615532
1871,0.999615532
1877,0.999615532
1947,0.999615532
2019,0.999615532
2093,0.999615532
2094,0.999615532
2155,0.999615532
59,0.996155325
78,0.996155325
81,0.996155325
102,0.996155325
104,0.996155325
120,0.996155325
135,0.996155325
144,0.996155325
148,0.996155325
187,0.996155325
196,0.996155325
216,0.996155325
223,0.996155325
248,0.996155325
303,0.996155325
323,0.996155325
336,0.996155325
354,0.996155325
366,0.996155325
396,0.996155325
431,0.996155325
441,0.996155325
477,0.996155325
483,0.996155325
486,0.996155325
496,0.996155325
525,0.996155325
527,0.996155325
531,0.996155325
536,0.996155325
608,0.996155325
617,0.996155325
620,0.996155325
683,0.996155325
727,0.996155325
739,0.996155325
748,0.996155325
833,0.996155325
841,0.996155325
866,0.996155325
879,0.996155325
893,0.996155325
905,0.996155325
919,0.996155325
943,0.996155325
944,0.996155325
950,0.996155325
955,0.996155325
1046,0.996155325
1077,0.996155325
1087,0.996155325
1099,0.996155325
1110,0.996155325
1140,0.996155325
1175,0.996155325
1199,0.996155325
1201,0.996155325
1227,0.996155325
1238,0.996155325
1259,0.996155325
1326,0.996155325
1351,0.996155325
1367,0.996155325
1387,0.996155325
1390,0.996155325
1416,0.996155325
1465,0.996155325
1467,0.996155325
1482,0.996155325
1495,0.996155325
1500,0.996155325
1509,0.996155325
1512,0.996155325
1520,0.996155325
1533,0.996155325
1535,0.996155325
1550,0.996155325
1552,0.996155325
1602,0.996155325
1623,0.996155325
1643,0.996155325
1682,0.996155325
1736,0.996155325
1740,0.996155325
1745,0.996155325
1763,0.996155325
1781,0.996155325
1791,0.996155325
1803,0.996155325
1818,0.996155325
1867,0.996155325
1920,0.996155325
1962,0.996155325
1963,0.996155325
1968,0.996155325
1979,0.996155325
2036,0.996155325
2037,0.996155325
2043,0.996155325
2105,0.996155325
2107,0.996155325
2114,0.996155325
2123,0.996155325
2145,0.996155325
2161,0.996155325
2185,0.996155325
79,0.99231065
175,0.99231065
296,0.99231065
682,0.99231065
771,0.99231065
1136,0.99231065
1224,0.99231065
1444,0.99231065
1489,0.99231065
1693,0.99231065
1895,0.99231065
1936,0.99231065
2033,0.99231065
2118,0.99231065
5,0.980776624
37,0.980776624
64,0.980776624
70,0.980776624
93,0.980776624
153,0.980776624
168,0.980776624
176,0.980776624
245,0.980776624
252,0.980776624
286,0.980776624
344,0.980776624
355,0.980776624
394,0.980776624
403,0.980776624
426,0.980776624
432,0.980776624
457,0.980776624
465,0.980776624
471,0.980776624
480,0.980776624
514,0.980776624
518,0.980776624
524,0.980776624
559,0.980776624
574,0.980776624
578,0.980776624
581,0.980776624
607,0.980776624
612,0.980776624
613,0.980776624
624,0.980776624
641,0.980776624
670,0.980776624
685,0.980776624
708,0.980776624
714,0.980776624
719,0.980776624
725,0.980776624
753,0.980776624
757,0.980776624
773,0.980776624
775,0.980776624
796,0.980776624
813,0.980776624
822,0.980776624
825,0.980776624
838,0.980776624
858,0.980776624
867,0.980776624
868,0.980776624
892,0.980776624
917,0.980776624
932,0.980776624
951,0.980776624
978,0.980776624
982,0.980776624
1005,0.980776624
1033,0.980776624
1044,0.980776624
1058,0.980776624
1065,0.980776624
1095,0.980776624
1101,0.980776624
1121,0.980776624
1132,0.980776624
1146,0.980776624
1152,0.980776624
1159,0.980776624
1161,0.980776624
1169,0.980776624
1213,0.980776624
1216,0.980776624
1225,0.980776624
1233,0.980776624
1300,0.980776624
1306,0.980776624
1322,0.980776624
1327,0.980776624
1352,0.980776624
1366,0.980776624
1374,0.980776624
1395,0.980776624
1402,0.980776624
1413,0.980776624
1433,0.980776624
1440,0.980776624
1458,0.980776624
1487,0.980776624
1493,0.980776624
1508,0.980776624
1513,0.980776624
1524,0.980776624
1534,0.980776624
1538,0.980776624
1547,0.980776624
1556,0.980776624
1572,0.980776624
1584,0.980776624
1591,0.980776624
1600,0.980776624
1614,0.980776624
1618,0.980776624
1619,0.980776624
1625,0.980776624
1706,0.980776624
1711,0.980776624
1759,0.980776624
1786,0.980776624
1800,0.980776624
1812,0.980776624
1835,0.980776624
1839,0.980776624
1854,0.980776624
1855,0.980776624
1856,0.980776624
1858,0.980776624
1862,0.980776624
1898,0.980776624
1916,0.980776624
1919,0.980776624
1935,0.980776624
1955,0.980776624
1996,0.980776624
1999,0.980776624
2001,0.980776624
2014,0.980776624
2018,0.980776624
2040,0.980776624
2058,0.980776624
2064,0.980776624
2083,0.980776624
2086,0.980776624
2115,0.980776624
2116,0.980776624
2120,0.980776624
2179,0.980776624
83,0.976931949
210,0.976931949
293,0.976931949
392,0.976931949
402,0.976931949
467,0.976931949
626,0.976931949
710,0.976931949
712,0.976931949
735,0.976931949
831,0.976931949
1031,0.976931949
1076,0.976931949
1138,0.976931949
1156,0.976931949
1291,0.976931949
1304,0.976931949
1321,0.976931949
1607,0.976931949
1627,0.976931949
1663,0.976931949
1768,0.976931949
1937,0.976931949
2096,0.976931949
2137,0.976931949
43,0.961553249
48,0.961553249
67,0.961553249
122,0.961553249
129,0.961553249
170,0.961553249
182,0.961553249
189,0.961553249
215,0.961553249
222,0.961553249
244,0.961553249
253,0.961553249
259,0.961553249
264,0.961553249
275,0.961553249
295,0.961553249
334,0.961553249
368,0.961553249
377,0.961553249
421,0.961553249
427,0.961553249
446,0.961553249
466,0.961553249
543,0.961553249
566,0.961553249
621,0.961553249
638,0.961553249
654,0.961553249
696,0.961553249
700,0.961553249
733,0.961553249
747,0.961553249
752,0.961553249
804,0.961553249
809,0.961553249
817,0.961553249
869,0.961553249
888,0.961553249
931,0.961553249
957,0.961553249
979,0.961553249
991,0.961553249
1050,0.961553249
1059,0.961553249
1092,0.961553249
1162,0.961553249
1192,0.961553249
1205,0.961553249
1223,0.961553249
1239,0.961553249
1268,0.961553249
1315,0.961553249
1335,0.961553249
1353,0.961553249
1361,0.961553249
1370,0.961553249
1381,0.961553249
1464,0.961553249
1519,0.961553249
1559,0.961553249
1578,0.961553249
1655,0.961553249
1666,0.961553249
1700,0.961553249
1703,0.961553249
1743,0.961553249
1756,0.961553249
1794,0.961553249
1850,0.961553249
1863,0.961553249
1897,0.961553249
1910,0.961553249
1912,0.961553249
1915,0.961553249
1940,0.961553249
1970,0.961553249
2024,0.961553249
2027,0.961553249
2073,0.961553249
2102,0.961553249
2119,0.961553249
2140,0.961553249
2157,0.961553249
2160,0.961553249
2182,0.961553249
142,0.961168781
255,0.961168781
491,0.961168781
1243,0.961168781
1417,0.961168781
1429,0.961168781
1599,0.961168781
1792,0.961168781
1958,0.961168781
2101,0.961168781
4,0.942329873
12,0.942329873
13,0.942329873
88,0.942329873
94,0.942329873
109,0.942329873
131,0.942329873
177,0.942329873
274,0.942329873
365,0.942329873
372,0.942329873
411,0.942329873
702,0.942329873
780,0.942329873
784,0.942329873
865,0.942329873
968,0.942329873
1023,0.942329873
1139,0.942329873
1143,0.942329873
1187,0.942329873
1188,0.942329873
1240,0.942329873
1260,0.942329873
1277,0.942329873
1320,0.942329873
1350,0.942329873
1369,0.942329873
1389,0.942329873
1445,0.942329873
1466,0.942329873
1548,0.942329873
1557,0.942329873
1580,0.942329873
1661,0.942329873
1668,0.942329873
1687,0.942329873
1692,0.942329873
1702,0.942329873
1749,0.942329873
1778,0.942329873
1828,0.942329873
1838,0.942329873
1907,0.942329873
1932,0.942329873
2057,0.942329873
2085,0.942329873
2147,0.942329873
2154,0.942329873
407,0.923106498
579,0.923106498
903,0.923106498
949,0.923106498
1202,0.923106498
1376,0.923106498
1764,0.923106498
1904,0.923106498
2164,0.923106498
