emotion,n_1,n_0,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,346,1740,0.7663720686420977,0.1402335019891225,0.2067032291959699,0.2668439585843255,1.2481093641183822,0.5447736127675806,0.47452472032623205,1.2590083409274488,0.6392213974269934,0.844777367510663,-0.21418376922924054,0.22946153181497922,0.8852206696337979,0.5867975913504734
Adoration,84,2002,1.0394386646596139,-1.2242726101731725,-0.41186842218640596,0.7871793297725914,0.23238713205140107,0.6004554704936446,0.41861201783778984,-1.0593339595010427,0.8799077435209031,0.8606175140398787,-0.8502930476315405,0.9615046878220503,0.608116649495331,1.1095387653077977
Aesthetic-Appreciation,821,1265,0.4841518571334142,-1.1242450188436912,-0.6771662512181332,0.7078248093359205,-0.7204951597663035,0.7086591216999827,0.6091382680256914,-1.0184557484578902,0.17557822072659754,-0.07658697691252685,-1.1443456837903667,1.1159354265313899,0.10463426318570736,0.8377832519897914
Amusement,529,1557,0.5917033613419045,-0.07261571837479537,-0.4038604528882199,0.23140548213890072,-0.42302839569307904,0.545619109669831,0.6485252272389331,-0.37555140027633915,0.521416118276793,0.030498866412569898,-0.4448875313634887,0.6516884876330833,0.6007906761687897,0.6565161778769306
Anger,13,2073,-1.575920742888475,0.9419580146793769,0.754739446545922,-0.22519696749125181,0.5581925100105296,-1.0700107194136466,-0.9724719150171145,0.6400784964931923,-2.3952031763468167,-0.20142285948548025,1.7838567401363006,-1.5047512507612468,-1.4837347061384882,-1.9336716847001147
Anxiety,148,1938,-1.2842558769187875,1.1263161602249825,0.9403141984271872,-1.4778860682535597,0.4041543310986757,-1.428072444142459,-1.4952350499668137,1.0559258533438904,-0.6552105562455253,-0.5889526135476459,1.8723153779351425,-1.839416741948303,-0.9585591538181428,-1.5470635036158618
Awe,376,1710,0.10986252237086053,0.6467587450185939,0.819677731837089,-0.29694282006178746,0.17930709495022246,-0.5468252620558215,-0.5265723139226144,0.4451733790429214,-0.1546948484259739,0.08760111553238066,0.026022520191807463,-0.4805909689211315,0.27935780240549585,0.11102581190187542
Awkwardness,111,1975,-0.8148136518472356,-0.09651375865729304,-0.3198848064215887,-0.7276451747526549,-0.6765889183423431,-0.4810516531714839,-0.3299211073621667,-0.3172575905367354,-0.3592628051534764,-0.683070537486583,0.34090645954887877,-0.2657564034736753,-0.6772950027239976,-0.8043893706386739
Boredom,7,2079,-1.3708611970994433,-1.8711116249118709,-3.573522253529634,0.36360410394591375,-0.9645130488996861,0.3693557756289222,0.12168502180190452,-1.0663036602315412,0.1604061080013325,-0.48080706846599064,0.01890547921296344,0.5729760473718591,-1.2967508905793608,-0.6826925579656883
Calmness,571,1515,0.08393731673682434,-2.2462355938225915,-1.5055794373881022,0.6334378392651377,-0.7153948053209971,0.6023600259658463,0.48190634293636525,-1.3770015043310058,0.24228174627072718,-0.044345058442755,-1.034336605449007,1.0142121160309987,-0.3116247357417079,0.5794567568860212
