,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16
1,184.22219538214523,-4.7651420608788735,23.59244261249167,64.55526986949975,37.958850365043496,25.435993412384143,-2.4741307508899872,17.761011177527415,57.59622040538794,-13.663424881784676,-42.852220528347424,0.5337498815853515,14.423926044580563,-23.54531378775772,8.338964503094058,24.320551327080345
2,15.119343286103184,17.9320924405883,32.79906038501565,106.18949105681385,91.84532177433256,19.508685046762878,-13.352883444980314,24.161154857871285,101.29931292163307,-28.239438767210743,-240.8469999420756,11.171831746955608,34.06049735286887,-46.78272768850278,35.519608639179935,35.21270968392613
4,-20.852681123125876,-12.605417670086661,49.70295126912469,158.35366903796236,-6.8671576528281575,27.343797830470915,-10.077203118533387,10.36043395596884,84.05331276946995,-23.994404871516696,-64.4639561995152,17.61804320874225,2.9652073851720955,-56.362654268626876,12.372743338388469,-10.445129136041935
5,24.144111953546062,-78.4163220923367,31.901646522135565,59.231140287608895,-30.73026820457467,13.869829926272338,-47.10077703410486,-4.16322339033565,45.64528023606625,-20.0818553285245,-57.702404800429846,0.37966112215303505,-6.565704520994942,-12.868502238076548,-45.88306570720687,87.70126275772466
6,-21.361783112641756,-6.360434281140948,76.99394784677071,148.2344964899796,-37.36442571945973,26.532557718103998,-3.8574839102286105,13.147816935750072,76.56404295090688,-22.10781679961363,-51.97524092039746,16.50216000730117,-5.441255686072201,-54.25382851310498,14.43649815637895,-7.7879894073527325
7,21.306761741351075,-45.54409879232551,53.64830545532214,-66.98180284961012,67.76410521121994,28.139194320519582,-4.739204267414742,27.553128974982915,104.2287675939078,-12.948705878397076,-89.57039138826404,3.2728383476845933,7.495486893578794,-12.403535997837428,43.71787973032092,49.11233108313327
8,21.04899907966324,10.924323278411942,58.24640966171261,93.61415743427582,95.1111627314281,46.29156472368973,7.876431436772745,23.850919857770194,82.32568623261508,142.3929826820345,-110.85385312874618,1.181093857441861,14.045105149957765,-44.42760145714236,9.498188822459843,34.64621705853405
9,4.870344660944094,10.409964303371751,178.9814279083826,33.781265498161446,19.25589830525557,18.37274974852102,-5.092083583376149,14.523730255028939,53.301724525820916,1.2041519234059548,-38.153239651335504,2.0187458022357023,38.00824613349622,-12.60752675880493,-16.063124788380414,16.581484947607162
11,-18.21178538108835,-22.160546172278526,49.11669047179143,158.34690824994632,-48.76698605708252,26.41832469515495,-16.085903015544005,9.621766090208322,79.69653669450801,-25.55204176657388,-57.690725425219966,16.80359447462974,4.185032617157477,-51.39853640687575,3.338835228047296,5.676025511686785
12,-5.303503971340822,113.33701692850059,17.13736927620635,83.58571160365517,37.98471899355765,33.52386012346389,-1.139528933530496,24.021317543272524,82.14756036072987,-14.923868776543978,16.00889335585992,5.806505986817582,56.12510401139508,-43.340759262397874,39.26795651520865,52.10963356043738
