,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18
76,7.390694197559873,-149.63016484633326,88.02083309910056,32.59661933497385,-9.75301639610192,144.12917804638195,282.16929450895265,282.0898446021837,277.8305588372579,-175.49680420291503,58.29458904852108,-35.787189892436444,-100.07544429160737,311.56290521268204,-212.96716198378627,47.47030874972118,225.96970998895716,-152.27727687442837
77,-15.96243483526079,108.86469368874106,60.745047004537874,20.218256520526825,10.158481495444818,110.9891688866558,164.9626828314715,169.06249421701858,146.7221913091095,-125.99599933062518,151.30716473959808,-4.590819096930384,-67.04317039751581,177.54765791526862,-104.70400914030886,34.81104089440217,131.72370077847728,-100.44881387178094
78,-166.07841347722157,-162.03047130139367,126.6002025873014,62.799118362227645,13.685499773068122,191.0116564746295,327.9126876248785,340.3139806525734,254.8568733349101,-222.16263280214145,298.6885250214575,-8.933688008253231,-94.13568841023485,309.9524944309623,-207.07998817069608,85.80610437007834,235.31797576742082,-152.8495946758155
79,-160.34855786887604,-149.8003299730522,148.24209575864654,56.78471951394443,12.233904570294392,176.01240703176077,305.14678139150794,314.40992583773453,263.32838162974275,-204.30350819387974,279.6229405539113,-9.492912196931627,-86.25114154007963,293.6054711771762,-197.80975790940698,88.11235689343512,223.8134847035881,-140.9822759236352
80,-7.011638583056387,-188.66732980256378,151.87903791710514,9.413601537123606,-1.7583807037419357,144.93029634164296,310.59382808881765,328.9755524309184,376.9947445465448,-258.9165643821383,354.666755738689,-96.71595776822981,-159.26455622391705,364.8611603993842,-198.2942271022058,45.39304683931709,245.9449345820599,-162.09276220411314
81,-12.882577529046227,67.43002532772283,65.21870350499194,29.017955957707972,14.729304394787617,130.42397034667903,180.844485038398,182.85557842810968,156.78430744779865,-143.86311549274978,155.87222217620584,-8.012616626128116,-73.49287185964734,194.97972902286398,-118.00970593457804,43.46936388841832,187.24331911016435,-114.12095866726375
82,-1.350360837806922,-201.21241216681662,125.9638686302878,11.56086537714539,-2.235098686556431,153.75428780588737,332.08132194141723,354.8823670880055,400.4070835599544,-252.82239674123667,389.2068274845009,-105.74220952602352,-169.67398233113866,386.43082003069895,-222.565057547379,44.62789886320881,253.83039469631302,-177.35633695279677
83,-63.913072242928024,-142.17516621711692,105.19888859662554,53.83277091356589,9.482769180873204,165.2471445964181,281.12769008507644,292.55290564255506,107.09204428549911,-196.8221485569059,232.2729615977763,-22.71529618224037,-102.84791010479834,250.963953924611,-144.52344882916736,59.80005107532355,203.2402666462234,-128.21807766123945
84,-30.157801421620167,-167.48495707127316,106.19305385308765,40.3078235248744,-5.092848715822408,166.98032137297008,323.8535391744613,324.4515745861228,312.50322347007295,-204.19003907046013,101.24964862219404,-32.77830462783192,-141.42603830899685,344.7381600453171,-238.22555452434463,64.00469908789191,251.13120246713277,-168.8774978249478
85,-63.749167328050895,-141.37374737721365,104.59365699280367,54.29160593195699,9.371495515873422,165.2845362708318,280.63322362473843,291.6247270086657,105.22122028692652,-195.18634010577952,226.53018470859078,-21.41757022477674,-102.34152585231665,249.87805116495528,-144.7884719763026,60.10047986817712,202.88323798894388,-127.97655462598351
86,-64.16959408589814,-141.13075517745273,104.23759337367524,54.28964723984049,9.627134005275346,167.14059311658175,278.81122683746196,290.48800487922375,104.34292086997179,-193.21038534885614,229.00843292901604,-20.080283379456418,-101.6804483507734,247.49201636001837,-141.97405509550717,59.488108304404406,202.32611763447122,-126.30786636307718
87,30.187138099744747,-109.93482907395965,56.84944762811971,21.180647271541535,-12.035000334660932,97.28739804989812,170.2436242275395,176.17921679438126,17.779986054360116,-109.36532271175275,247.55318221508608,-9.858863196021224,-120.36058585638277,254.90849909039164,-173.18403168049406,33.425850379120966,161.35471270830092,-112.6730365339367
88,-6.605853833831281,-171.9432681584773,97.05651431976366,41.51223607215935,-2.1858135790243702,165.72169560677872,297.1388869335106,308.53356239683984,301.7830958235908,-392.69556552715335,306.0476275404056,-29.536841214990442,-124.79925890132823,304.55368319463446,-201.00101333571902,63.2815545599814,232.90716244832774,-163.2777664658392
89,-7.009579630092989,-205.60307901912782,131.59330308917566,14.138835837136973,-2.390280226999817,158.20913405918787,337.6282833036162,358.86428097927023,404.0936531249557,-315.10167296208306,382.27737175086,-97.91279217276103,-169.4720731260842,390.4344655370467,-219.70099551078727,45.41969253069866,264.47389692353875,-179.81289270842012
90,-63.65501080054219,-139.23249254490554,103.20921017866262,53.840669037615356,9.330831949406583,163.1472404754979,276.2884823922336,287.21910253125,101.17015688702898,-192.80769389134275,226.80337666834353,-20.828339779372765,-100.79926451446543,240.19668989135425,-142.03918229049307,59.27996770189089,199.77861447669844,-126.14768686944805
91,30.287976260713624,-120.67598471613574,63.96495239920374,-26.044530494436575,-29.036714680419,75.87723168732263,215.77018185282196,201.73775291431224,230.3186192411867,-169.32274880801046,236.67040942926826,110.90149610476712,-108.32607217990399,285.06185046204223,-208.77838297523707,-0.379051774264318,215.09533242054417,-159.54010775260195
92,-194.3891765318557,-146.38764047347996,109.29340134213227,54.36242392476209,7.724818453351058,168.1823730237725,290.3914602571291,300.2237804190998,262.5013517798726,-201.58599769074868,278.4201244166945,-11.180825186432882,-95.81877817775253,292.6829416543997,-200.2253084761902,74.64412450921066,215.93049211206397,-145.61288527217147
93,-0.9785929366569005,-202.1959425723745,126.42607379404727,11.886899789767345,-2.06043171767778,155.0095236162995,337.185568717887,353.09736549479555,401.9719701389968,-253.5636278955842,391.0278269811346,-105.7657011593592,-169.9126237844671,387.42519294349523,-223.1408432470813,44.99423520682661,254.9616772871031,-177.7686796387044
