,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17
13,-72.43238005669231,-1587.1446521040828,-1478.8483788730966,-1421.2412543642101,-1882.0916365298754,-24.56555811662432,954.8151626064031,-1746.3863240478788,700.746107889058,445.2206463088278,-2001.0125182478146,-1441.4137007269621,608.2845110913689,-331.5822669489562,-37.17652114894545,-877.4461597623892,980.5593851284627
14,-15.613096993049249,-419.7375276482671,-362.3218396535823,-353.4440011158697,-444.9400500809879,-24.188334822054276,228.4772044782199,-452.3259503949326,162.62439993930408,106.01933021895285,-489.00376161784123,-134.18731286877252,133.83803642120043,-96.46555352171174,-17.09408223169896,-187.93475480844117,278.5432772854816
15,112.46524341678162,-1300.545610914181,-1130.9388691719605,-1092.2456542469681,-1419.2022514998878,-20.674240615807165,719.5489082070583,-1361.7259971594738,536.6002052935281,316.8352328230039,-1524.3054830479039,-1109.366772745521,455.0187971780038,-270.1787678822816,-17.498183654818863,-610.5447726257051,764.3943195134652
16,-80.33719062215327,-1674.4512129392954,-1411.0015280195712,-1353.938357721114,-1738.6933430269637,-49.07090105789586,902.943977363142,-1736.4913575342275,651.3997953882495,415.7649409600527,-2027.926534204662,-1416.4366340723468,570.0709549520519,-356.5966330810162,-38.61558327839448,-766.3931663936002,981.2290630646843
17,-70.05564127411286,-1516.3243561481697,-1424.3208007436835,-1364.4394447506966,-1801.7559830180787,-24.775769512852715,917.2164959513452,-1673.3551773256702,671.4759468691582,426.92599694394744,-1921.1333294812566,-1332.9328748397988,583.1471984824238,-316.53409823875984,-36.72167010287819,-788.5718487549377,938.7676226173453
18,112.46524341678162,-1300.545610914181,-1130.9388691719605,-1092.2456542469681,-1419.2022514998878,-20.674240615807165,719.5489082070583,-1361.7259971594738,536.6002052935281,316.8352328230039,-1524.3054830479039,-1109.366772745521,455.0187971780038,-270.1787678822816,-17.498183654818863,-610.5447726257051,764.3943195134652
19,-73.53359877406669,-1347.543815837641,-1075.9164938254683,-1051.075716013392,-1348.9560883126053,-6.091988568648245,689.3265919069839,-1185.1441218993116,517.0856329623374,327.67445810292287,-1458.7469200357807,-1085.033827878916,440.26038230755705,-271.92915163313046,-27.204477042421196,-578.385389810155,736.0811691472234
20,-43.09907189330707,-1099.4567519583102,-934.7831655573549,-1082.5992293488844,-1183.0644436016794,-19.301107132848486,606.447964146843,-1162.1329532265656,438.5993311297054,280.72146332622737,-1254.0189422897972,-947.0949481991248,335.38249891945094,-237.50597738702137,-36.02302730073965,-511.15286318185593,643.1043997570614
21,128.51247304641785,-830.7436560187131,-716.9280086768263,-696.3852999193605,-904.677853774024,-14.58602629844106,453.73768398034974,-862.1382113390882,290.8232217120567,226.49581147287952,-976.8201698444865,-724.0956834385942,293.30231932445116,-167.53608810391765,-33.842760296008,-398.23008542158874,480.9199849874846
22,90.73104796480266,-1336.5528140409644,-1160.8134434182564,-1120.413552581343,-1455.7529908515432,-21.36649856644277,739.3077167008329,-1401.8114700428655,586.4912487198715,321.06702296366313,-1561.8775254969873,-1137.268823639746,467.0765043974514,-279.8968734109504,-8.890352237354527,-623.427564420266,787.2023531453406
