,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17
1,208.51374506282122,52.43895352734451,-5.549423822158101,78.97024489075753,42.56168243934292,6.8897072217283615,22.828757144111922,31.47707977018984,28.18046795929039,45.799390848735555,50.95477583708541,44.68021683885786,17.098744072202265,19.540264955728684,18.077293684592245,12.768624015099284,13.034741563853036
2,29.88443769383366,25.435709736358252,1.1431328322865164,97.71840545116162,28.724142202955772,2.1985092527098784,156.17122580955467,18.250148696370186,8.389216338989982,16.950608537953144,35.452909619741476,46.43138040068508,17.3848161092983,15.204824148366624,14.432311236262455,15.046625457473905,20.87735503118554
4,36.989885761767695,197.3436556577329,4.094366424903912,121.75337530965159,66.89986474136484,7.5939853186546245,28.94798490181877,30.066238087121157,34.571875282589815,60.916558975097246,64.44622757947026,37.14717669228715,14.41593670353135,31.690712962656328,30.60339081334061,20.205060184273137,-49.565267960640035
5,28.927721248545488,-1.5697700174719769,-1.851711376219696,114.57598867671685,56.84326202529523,70.23460841355505,15.538481396204103,14.533362260356572,7.666275708518418,44.86346306595624,65.3149210943733,35.82459056976442,33.93365887079297,-15.362426277523841,-15.842827353118908,-2.7774406371273934,28.319880362182552
6,16.08023811701347,40.83175273198569,1.9994978559533934,30.57200741691316,180.4475610342408,-5.127976263093129,7.855346183617685,6.621615822277967,8.139357196760155,10.465763151897416,16.302759443320845,12.32739430928383,33.759676548604105,10.849589859663295,6.831508840451429,-4.354768161914412,-7.671017935707529
7,25.925173116465974,-2.198577047064048,-1.8416781043822488,114.17849474433605,56.30860110085602,70.58722265936254,15.304152345197123,14.260863969271659,7.294121188946357,44.12338819440685,64.8728185971481,35.458445442263475,33.787149572350955,-15.446076180779345,-16.17555349973564,-3.3314078016307844,23.647901469739484
8,24.450810408579528,-8.792688962722137,-1.630346094661323,83.55038416698171,53.03549827060577,60.52627196705236,43.79943919889959,9.532668266698408,4.495692057438246,36.22565676946412,66.36291540813798,33.476957918214474,33.0448010047365,-11.461377331059932,-15.479934161022541,-6.374315264913908,34.99006436401167
9,19.400897806917346,23.838794230278015,163.78844253286252,23.06821271646036,18.20769823193395,8.93665924043664,9.474198658396666,9.16130426440735,14.845984634393805,15.687305135898168,16.692541390762084,66.55812957220158,4.958180282897533,4.472729602509815,-1.3553229044341442,-18.779693127624554,1.5919612948057105
11,34.73453629228867,220.70696593680702,3.394161084330688,77.93603172771098,57.63818254889931,9.706672531230685,24.788267834866232,24.501953217779004,28.74895531581121,48.38124593688139,63.77216905235602,29.20246422441804,15.737456320906086,27.649009161976753,24.75232359092486,10.761611689055556,-30.305494667291715
12,14.673272047686405,10.457868379119382,-15.818336560401743,28.84201425942017,12.305692939482956,15.223341724565133,-17.597300813151918,6.962811539207444,25.619325401014958,14.594253344002867,-71.30162975519194,54.38763003151614,-0.27386565374312005,25.55436253396015,14.856857125035168,127.83909833990678,26.21182524018876
13,37.81337183226787,51.896014581593285,5.950942233155482,77.12304886116272,34.19307444377002,-156.6774042202498,24.132919860103186,26.047766830827484,20.94071709037922,33.389062985776974,39.64435428812799,3.4367067140261467,25.656842971862115,-9.33080405792504,-20.55284753415228,-20.379628568742046,19.239405495132686
14,25.135740666554717,19.906056546182516,19.218349549435164,41.732954322465346,19.834294009879283,15.404896126635295,8.845527891684378,14.318757965000717,5.717409512172815,13.435686516392662,30.193288205500256,271.9867457132009,7.0709463604276035,5.991467590566141,-3.034091443741069,-14.991395253394009,9.556013728973014
15,208.3170696789988,52.2052604059292,-5.7331601805208265,79.60030282218447,42.38510834671238,7.449137007943691,22.76310582654904,31.64454041224971,27.97911528722219,42.32092038321117,50.901320029590835,44.99022423738614,17.26381842887803,19.47245800899586,17.62654658649744,12.424532044681294,7.748100199733754
16,27.42498911895829,-9.05487844759757,-1.7312195389074545,80.48978574685704,52.93478680408321,59.34792466798652,43.92691148248978,9.258853155331813,4.590996686405534,35.91275047767956,66.88615279817054,33.151575579201946,32.96434950085918,-10.78461707354471,-15.263671143333939,-6.882709443806992,35.60020827393044
17,14.592490947664409,14.91541823386871,-17.221632469581817,29.410860912669353,12.89815381810296,-13.161042147394479,-19.451946987245922,0.6343924976922192,22.599637014664204,18.71287149824018,-38.97482509973731,72.16798105387907,-0.6733383285606185,23.429276191479172,13.861647826618793,136.23150701588568,21.45722567033615
19,33.11026393065511,65.91376997394964,0.9918453859375581,224.49481611040804,48.33421563810892,64.75938614565294,20.063286090332575,45.25919391425407,58.29918616155201,63.43071197919865,26.334040095386225,59.89548861709333,20.45548182195312,-14.281145552358833,7.027996308974072,34.3166752343623,-16.233213420696128
20,25.803269325208007,-2.056091375609103,-1.7387887482423403,114.22796680385554,56.55312596969659,70.32428733806404,18.249852121242487,14.27972646122069,7.263443177339841,44.281298098913126,64.94880687472045,35.8826714097207,33.91717943767691,-15.581405614641149,-16.001174749829016,-2.67957333890227,28.43776924343857
21,181.47701308270524,51.60338952685556,22.212098074152227,75.31614119924052,42.24310014455696,7.060952103280487,22.55468223491598,30.48825530763398,29.19241111203661,47.05195153778491,50.45491137332982,53.4467776239418,15.309353331229932,20.58782747321669,14.425787903548374,7.252483045722787,8.588244700826428
22,49.639008396544156,25.946484452065008,-4.896460699691392,29.72976327153128,34.92193788895095,56.355293893169375,18.256033319159418,49.52115986061916,42.937494720287795,17.691551305700806,-125.06939691217471,17.145338474895734,10.603567532606737,31.125837570420764,38.62247690805771,10.20842749719249,14.80558504136624
