,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
345,272.22637998484225,333.03276857738757,-634.124643092522,-431.9243228233448,-30.303803429241878,330.53605854829306,-417.99375553497237,803.6765403348054,-40.05438421320012,927.6461132414377,197.1904630813778,-636.8273518016662,-281.85883369738576,-596.399626323788,-222.1313073753363
346,372.5450592481135,486.84339976539655,-943.9181150225381,-577.258340940395,-43.589585579764766,513.7441159779528,-622.1537745808976,1170.170435610006,-35.30707345688518,1073.982530364582,283.9132761646319,-986.241490539633,-403.6137219161664,-973.9811577675746,-322.12002473046323
347,259.8276325055967,346.7132660315775,-739.885193107555,-472.5639940459925,-50.05833525907602,377.3428759003181,-441.17959184117484,1017.6393210212088,-46.64754045576521,800.8702898889501,204.34146197299353,-673.0825465515617,-265.7644331339305,-670.2308188046757,-214.26744683992078
348,410.3271380298955,497.337572293673,-1169.6843916466887,-670.020224239999,-41.074355156629075,535.6450813577253,-646.2831869210636,1246.171870179721,-65.41440124259556,1139.8867381527186,277.7443380788249,-986.2575359660751,-416.21721338952904,-978.7173114932425,-339.4986898204413
349,432.00804152059493,489.157284300514,-1150.0570811365787,-669.7517064064743,-43.981317219043284,524.2429235571426,-630.1633184308816,1223.6780728074687,-68.92805806572909,1122.3031826786826,271.73034483951614,-947.6912350846306,-407.7131684120283,-953.0144924266921,-332.23877578165224
350,271.1181023113024,372.60734065404966,-644.826285290585,-454.1119189248753,-30.255918114339003,356.863220518533,-248.09858609282819,823.5273004655535,-39.70758840845605,749.9294100171015,200.91318701283762,-626.1034684793227,-273.462492026202,-609.2559388283959,-217.72695586445116
351,116.52642156495351,158.4341372453015,-297.35216978138294,-203.86169083515207,-0.7081056483076823,334.5282609166371,-193.84946410428452,373.87541145229073,-20.478455638174996,346.56534526855495,88.23113857587937,-271.9026284443488,-117.95605589818929,-321.5533367706654,-96.95533790833763
352,288.6188477122391,335.32809912068484,-641.6040390381573,-438.1633244931637,-5.600973803169839,339.16562448803757,-422.2400665935759,809.8230468441658,-39.23055701021066,910.3389846687696,205.0845520350351,-651.6933606343857,-288.32964965148017,-602.0923059637679,-223.1851059159632
353,229.6273462548334,317.95667591325014,-674.6760927388634,-431.93830236466096,-47.50016774539597,341.9204299786126,-400.56404665429443,933.4957566486031,-41.34980064484975,728.6352755170345,189.28895088335452,-601.4559168751614,-243.03968804384033,-600.6716551240544,-193.32812065634488
354,341.37944277780565,528.813200087448,-847.4110329074197,-652.9560156933944,-54.407523234798695,474.9125993636184,-543.9559835942482,1103.684838611817,-37.85978956442458,981.8796919306927,297.61459386575405,-835.0682645005963,-350.605506420925,-750.4423232397357,-288.69614192541115
355,271.1288742815632,330.95222291320846,-632.5357885634653,-432.38569169825485,-33.2009030014715,328.4130406015608,-417.486973345264,800.496969904923,-40.85457018046465,924.7483759403592,195.6484075002913,-634.9187166107233,-283.0411367001026,-595.3096848220523,-222.44295855904554
356,400.07144203432705,503.8568604551896,-1139.3383928695,-673.3251252544718,-42.837902822909136,521.8429183630678,-622.736662452834,1219.9693103495738,-65.07056722007621,1109.3999755583,277.86738025910114,-943.0286771032794,-399.6098349308211,-928.7404537795703,-329.6379382954745
357,345.34939767356656,530.0516527538203,-857.9888728119215,-658.8671183267172,-54.956134494318825,480.9162884570074,-550.6849283160233,1116.9944247984877,-37.494796747061535,993.7255489738621,301.38008640772796,-847.0905651141603,-354.9258734113885,-760.7194702351029,-292.07567646323054
358,351.390322655993,256.4560310349436,-487.17488667243873,-342.69865775809455,1.673745922431752,275.2154653478886,-323.424557791395,616.2310698560503,-28.033306093974648,543.764992743779,156.49716776842578,-474.14663139306697,-180.3588885137963,-490.5073630486838,-154.49103845893833
360,265.12330132999244,330.8559127874428,-662.0057905353367,-336.8841560450601,-41.952348254559695,356.0580955755571,-455.2842951826564,822.9598789857004,-84.9521034362083,775.7378664018187,193.41202016114167,-638.3542326595143,-311.3161216221291,-654.4340252053269,-228.6341613681662
361,452.9857679549068,598.5224568623809,-1140.3113023016979,-909.2212192545973,-69.50297706427851,638.1168160396587,-780.9599613033506,1448.745435530039,-89.73325135465154,1321.4648461199004,339.3762287933656,-1121.6413025212416,-484.77347677033936,-1102.8108814689238,-392.90349388426597
362,258.78607847331716,338.0925890983881,-614.5440454291689,-403.6921314999348,-28.657948822317888,337.50345562931466,-236.01080052627867,777.352858653483,-51.342625249279884,717.3905732186832,182.06407361714744,-591.3687834071035,-268.539391956156,-596.1915585360597,-208.26671111790125
363,212.07413048951193,279.1309591411325,-567.8783310190695,-384.6069173170637,-44.366682121717126,302.89834504373346,-356.6193118993845,881.5018038239567,-38.53019541377456,649.1088373738023,163.0806659242929,-541.2812659966831,-220.74154586263538,-540.4366365251378,-172.05652089154754
364,292.64136697094517,338.5698659713613,-644.9552555495209,-438.72825728148456,-5.631938509070014,341.5389209313711,-423.75183563589223,815.145196866237,-38.619681840071244,914.585630510229,206.60811698865174,-654.6448409054865,-288.1734211135034,-604.5674731002641,-223.45120212408523
365,220.160344213879,241.09159764776425,-535.6185076262533,-382.2251175888025,-19.73720470613544,291.50358168579646,-343.9592224518017,667.0595755019102,163.10896699037218,610.719541454942,156.295258361186,-531.3083317504847,-206.59393665702476,-515.2258671993852,-174.57171171780175
366,306.1760654310743,384.40054202531275,-786.8093915575826,-496.13747069168335,-58.60991570972633,430.00163046652835,-531.895268899651,984.1459335208161,-62.217262250600605,921.1253494180868,226.04927670872624,-712.223537541582,-315.5589209945363,-595.7398934171886,-270.703241205127
367,284.72981002796905,289.41876928933243,-692.1784789629695,-584.9803685284921,-56.99587078339273,345.32465769360914,-479.64012401548024,805.7296155732372,-90.24454172012693,788.8577184046256,176.69466742567926,-661.481596400157,-381.4963665574012,-710.5317906016411,-275.6210986422486
368,418.6274542220219,561.0421182856477,-1034.78075568313,-722.9091861940757,-73.56717965048081,586.7347372315464,-700.2541405618913,1350.3658262649344,-89.96557883137399,1218.8213562237718,339.18750990908967,-970.4367586233329,-416.0445673020209,-1161.97583005044,-368.95114554455256
369,267.1481474155414,371.36888798767734,-634.2484453860832,-448.2008162915525,-29.70730685481887,350.85953142514404,-241.36964137105323,810.2177142788828,-40.072581225819086,738.0835529739319,197.14769447086363,-614.0811678657587,-269.14212503573845,-598.9787918330288,-214.34742132663175
370,472.69474301339045,424.61796912330107,-858.1564930026169,-560.0016033455976,-52.89793696741985,437.467928337503,-521.7609538316441,1017.6258431695069,-55.322728256661314,953.649886871214,236.5818674085483,-766.4873900375571,-355.1221603138884,-788.4073103036153,-274.6884750534237
371,469.97390908603154,629.1328017341949,-1175.036703387912,-940.6329305897565,-71.8888609122977,661.43498914291,-803.446537310215,1504.8336161643115,-93.20079810274032,1364.5924625325342,359.43802637777037,-1158.8482845250935,-498.29845808560776,-1198.0364083001705,-407.486095233328
372,271.1726955201617,363.3353302757857,-875.5349657261012,-490.956462904176,-31.9350071948544,368.84822178525485,-453.2275011064397,853.7924167151,-47.75658855489904,801.7279724655333,208.7923584049331,-623.4460343833098,-303.789846503242,-655.6185492525788,-241.87038724101347
373,181.68434493036375,198.08543546860304,-465.04692360018936,-309.39263941238335,-24.029065801883263,242.2780475101423,-132.4210199850039,567.0026173098662,-28.91797646644327,526.830730630853,132.28790238550707,-441.9623961023708,-198.40839444972357,-468.8768605329434,-164.1177111608958
374,412.80815423277244,459.27967632472763,-1089.9757079756391,-632.4307677257298,-38.72911673050725,494.3479013862053,-595.0213024058069,1153.1010203812903,-64.9172469467029,1047.422074451169,256.31698636115584,-893.9519102197744,-375.8340955593987,-899.6497393196544,-310.836697239609
375,374.71625630706274,479.77740887443736,-980.7018510966275,-581.550741404966,-38.17489228703683,509.3914218551207,-618.5389247776249,1162.5962383464732,-32.57999380590649,1069.741682980855,274.63574049484265,-996.1346356081345,-407.38054986317456,-946.2386370520859,-319.64601500184125
377,474.6913265019882,422.9924073165027,-852.0455776371306,-557.7270611366375,-52.77066864722224,436.02302569382914,-519.8387098789595,1014.2022456776249,-55.02878135751467,949.4949252163605,235.68442719510657,-764.4915999479035,-353.0860140655877,-786.0964646666938,-273.30833596899777
378,451.7534873349056,620.7445829943771,-1131.2005815611556,-921.0708826175479,-67.35305263924964,634.7807406608478,-768.1403189461979,1445.545506931113,-83.0847862541524,1309.0747050815808,347.6214721526929,-1124.5083771340921,-482.75643168531474,-1110.8909232314868,-389.24214080043424
379,429.8565729679999,486.7912892830717,-1147.89289725272,-667.8579503045713,-43.85213397234236,521.4005473937655,-626.8315189638123,1217.4288491386749,-69.24641506706455,1116.8757160946247,270.3955840268497,-940.1827131752542,-405.6239422117081,-947.1479681268138,-330.6659001310458
380,451.33840373524845,615.8914291951662,-1131.3680222952057,-921.3798110222565,-65.34753886696218,634.9317652564077,-768.4828620598208,1447.8205274830334,-83.05292973453399,1309.1073390975184,348.18133852037704,-1124.618605073738,-482.92184127871025,-1110.6090831255874,-389.6457978177338
381,386.71822668848705,470.5080290263232,-1123.5965625156678,-649.635177819386,-43.13558580113088,508.5887394936833,-609.837868365522,1215.6123378708194,-67.3563352769494,1084.7987611578276,263.47945707588985,-920.24728849576,-387.36570477696085,-921.6221211805346,-318.1183757895585
382,147.04993612841287,223.40931487009206,-450.38316747505024,-346.4325151768725,-20.709487715640222,227.9391153474372,-284.47381417035626,556.0772059051994,-32.6230820852503,559.7398496161485,119.25038789151819,-409.1298769594583,-66.69936318770128,-489.54262459436165,-97.43538538999222
383,418.7102822259733,560.4351121111152,-1031.3837841520883,-720.2247440985182,-73.77571730093496,586.5595313070917,-700.3742327719602,1350.0520037720012,-90.86124516347645,1218.5621847689777,338.859984202485,-970.6184757192149,-416.2215588869755,-1161.979677571358,-368.75274766919256
384,465.28491253837586,383.11735912900866,-735.0486127692626,-500.3067427009872,-49.81022539947718,391.530443042284,-466.30986011890104,908.3423380690599,-47.860730603958956,847.47043365249,214.89518350373666,-681.1751393760956,-313.9694127345695,-705.192433486236,-242.2643515195219
385,271.1726955201617,363.3353302757857,-875.5349657261012,-490.956462904176,-31.9350071948544,368.84822178525485,-453.2275011064397,853.7924167151,-47.75658855489904,801.7279724655333,208.7923584049331,-623.4460343833098,-303.789846503242,-655.6185492525788,-241.87038724101347
386,259.8276325055967,346.7132660315775,-739.885193107555,-472.5639940459925,-50.05833525907602,377.3428759003181,-441.17959184117484,1017.6393210212088,-46.64754045576521,800.8702898889501,204.34146197299353,-673.0825465515617,-265.7644331339305,-670.2308188046757,-214.26744683992078
387,286.38306056455264,335.42126521484556,-637.8587048508701,-433.6067255947185,-1.920177884028555,337.3103957352753,-419.01897649895506,805.2931233217515,-37.922080529432684,905.2988460599793,204.43928494413998,-647.7923293262506,-284.5662706526387,-597.6739076431419,-220.74547473888433
388,333.76957657034933,407.38338775204505,-857.7567787210164,-563.1661874227218,-61.84629806083906,469.96866579083564,-587.9413527376386,1069.6111006006395,-73.52351142303256,1002.9241027058089,238.55099628046096,-784.5835656999561,-348.5966523106337,-685.8520434151264,-295.8397409238829
389,318.9664889697888,349.02085664983736,-660.8165133902837,-447.96497225056225,-31.984517012238065,343.79142740078237,-432.79671730936417,834.4284131959367,-40.32347901419718,926.7258073736571,206.44170134142314,-664.0304466269082,-297.4080912961645,-617.0345038131088,-228.6509286505668
390,399.47115273514936,532.6675267484688,-985.7657112762417,-648.5582219171446,-68.1478216202688,557.4085519718845,-664.3574359374277,1284.0428564973813,-79.04979949748895,1161.0909750713558,324.13201642777113,-936.7918106235671,-397.38307365448816,-1117.4299150706856,-351.8687384635506
391,374.71625630706274,479.77740887443736,-980.7018510966275,-581.550741404966,-38.17489228703683,509.3914218551207,-618.5389247776249,1162.5962383464732,-32.57999380590649,1069.741682980855,274.63574049484265,-996.1346356081345,-407.38054986317456,-946.2386370520859,-319.64601500184125
392,310.1686189288003,390.15030175355207,-796.9323542600674,-507.88232110728126,-59.093350874039714,435.9343104878809,-538.7086558401047,997.3098944100057,-62.184383483761415,932.5591084267007,229.18436000546873,-722.9330088646414,-319.35500413315066,-606.057546446216,-274.1629156516575
393,181.54359214317387,281.78278172504724,-566.3922211406534,-404.27381005881733,-38.50426087892892,302.4228330804168,-366.787451669316,708.4657274679973,-44.31257042799361,826.6401472793665,153.82766952556173,-509.17726688852395,-203.5247296887458,-571.4663030892582,-184.8094684380883
394,397.39939855137015,530.8612543853906,-980.3916029558122,-647.0424072466643,-67.97787042082675,554.4405650602364,-660.8299124474659,1277.7198907879774,-74.93425497634661,1155.0750053783324,322.5473808094778,-930.2592342579794,-395.22766135464036,-1113.0053603283404,-350.4771396309756
395,465.28491253837586,383.11735912900866,-735.0486127692626,-500.3067427009872,-49.81022539947718,391.530443042284,-466.30986011890104,908.3423380690599,-47.860730603958956,847.47043365249,214.89518350373666,-681.1751393760956,-313.9694127345695,-705.192433486236,-242.2643515195219
396,372.5450592481135,486.84339976539655,-943.9181150225381,-577.258340940395,-43.589585579764766,513.7441159779528,-622.1537745808976,1170.170435610006,-35.30707345688518,1073.982530364582,283.9132761646319,-986.241490539633,-403.6137219161664,-973.9811577675746,-322.12002473046323
397,348.0860429816327,449.06936137733663,-888.1303807387603,-520.4413239899386,-38.23670277515765,476.32610967654807,-583.391100482347,1084.7243057284454,-36.11846213359289,1002.7793032175191,258.9757273650068,-932.4157397061468,-388.1821890314543,-886.1668442921842,-299.237701433959
398,271.0236427890355,298.60034549484476,-594.8754095177752,-414.1185645290618,102.26090460156111,384.8922269980319,-381.47567292489794,735.8463019405789,-35.09975352696338,728.4386281838729,198.66221405015241,-578.4631533313005,-247.22814043562423,-584.9842898935624,-196.86910573225595
399,451.33840373524845,615.8914291951662,-1131.3680222952057,-921.3798110222565,-65.34753886696218,634.9317652564077,-768.4828620598208,1447.8205274830334,-83.05292973453399,1309.1073390975184,348.18133852037704,-1124.618605073738,-482.92184127871025,-1110.6090831255874,-389.6457978177338
400,271.1181023113024,372.60734065404966,-644.826285290585,-454.1119189248753,-30.255918114339003,356.863220518533,-248.09858609282819,823.5273004655535,-39.70758840845605,749.9294100171015,200.91318701283762,-626.1034684793227,-273.462492026202,-609.2559388283959,-217.72695586445116
401,142.82637721066448,146.74562402058208,-281.01868702255774,-223.54317395926483,-16.622275965971998,150.79478021867567,-203.30658496645157,567.9908479507445,-29.605773391805943,351.5098631519259,67.59834487753332,-281.6614141824317,-167.34987877616817,-307.6753379186418,-116.04555564600068
402,280.43815032914273,388.2672077876175,-881.1508135706849,-543.2020230507657,-36.61189208324558,393.53410172121744,-484.9349965334168,903.9027311806373,-51.707524531974364,845.7435641007745,223.58851969910899,-664.0843574679147,-321.6817104015863,-696.017159588542,-255.190663368946
403,306.1760654310743,384.40054202531275,-786.8093915575826,-496.13747069168335,-58.60991570972633,430.00163046652835,-531.895268899651,984.1459335208161,-62.217262250600605,921.1253494180868,226.04927670872624,-712.223537541582,-315.5589209945363,-595.7398934171886,-270.703241205127
404,256.1478449446265,353.11212771155135,-699.5223356983644,-466.95287710203644,-55.0982239837467,379.52235352439175,-441.736421410189,1020.4211057820362,-48.331571605084356,800.5006717959983,212.83615395650222,-660.5723071746893,-260.7334467851032,-689.8308818378599,-215.17248967390412
405,386.8010546924384,469.90102285179074,-1120.1995909846257,-646.9507357238285,-43.344123451585034,508.4135335692286,-609.9579605755908,1215.2985153778857,-68.25200160905186,1084.5395897030335,263.1519313692852,-920.429005591642,-387.5426963619155,-921.6259687014528,-317.9199779141985
406,318.9664889697888,349.02085664983736,-660.8165133902837,-447.96497225056225,-31.984517012238065,343.79142740078237,-432.79671730936417,834.4284131959367,-40.32347901419718,926.7258073736571,206.44170134142314,-664.0304466269082,-297.4080912961645,-617.0345038131088,-228.6509286505668
407,456.39659456784244,623.1286388353262,-1142.8246113719997,-928.7644822752894,-68.51561979978239,641.876040654085,-775.9243552018862,1461.7019036399681,-83.81336158780447,1323.0982732424197,352.3924332012453,-1135.2944357497545,-486.9210324692363,-1124.7542891594317,-393.3653931815809
408,441.3166759360309,372.92983219978106,-742.254791665101,-522.9246910852834,-54.513777587331894,389.0594321942552,-476.2438250627778,909.7537036889621,-57.70340694937316,862.8323919095023,210.3564945134461,-687.9655297621218,-341.9554404558247,-718.3438242675192,-256.04594028901244
409,257.87355515254245,353.0726578334408,-706.7798306408746,-468.70083362787875,-54.93155922253116,381.26030061086686,-444.43295666412047,1024.4560985583878,-49.101912141646025,804.687052534305,212.69124407580387,-664.1787159899102,-262.374287981623,-695.1990874486154,-216.4940555956805
410,451.7534873349056,620.7445829943771,-1131.2005815611556,-921.0708826175479,-67.35305263924964,634.7807406608478,-768.1403189461979,1445.545506931113,-83.0847862541524,1309.0747050815808,347.6214721526929,-1124.5083771340921,-482.75643168531474,-1110.8909232314868,-389.24214080043424
411,342.99678933982085,527.3079978096322,-853.0403927457152,-656.5601694751002,-55.18311132381442,478.1931336781577,-547.052405681476,1113.907089318304,-37.77855678370717,988.1908341288937,299.920845736774,-840.507712076717,-352.0584217086271,-755.010335955924,-289.91780527260624
412,389.5428475782579,474.01962721834224,-1126.8069363058687,-653.3114309457077,-43.87872494884441,512.5227265569088,-614.2247593665046,1224.7083720617977,-68.13154642662903,1092.4039388595545,265.81968639513474,-926.5195684072349,-389.29916477073914,-931.0748644129908,-320.43496928349214
413,295.07724397688764,353.3372656252173,-759.555375682308,-450.75966200923693,-57.17174334690733,412.5778420662319,-521.0162618897566,942.5889358899527,-72.68879540734207,891.8403962995104,209.0850746526051,-680.9623209765847,-311.12813093149487,-583.981951154086,-262.18902093323214
414,378.7863989059713,265.3526887094253,-495.7927344069489,-349.238964053198,-24.904977655613237,275.36965634089336,-329.84267533656276,630.5192110365207,-29.38901109784051,551.8245238766218,155.48540920573964,-479.18985403604614,-188.33101414901182,-499.00587731594857,-158.29132935847932
415,342.99678933982085,527.3079978096322,-853.0403927457152,-656.5601694751002,-55.18311132381442,478.1931336781577,-547.052405681476,1113.907089318304,-37.77855678370717,988.1908341288937,299.920845736774,-840.507712076717,-352.0584217086271,-755.010335955924,-289.91780527260624
416,378.500779463611,503.16686107650776,-930.7668324759322,-605.0474892883826,-69.08898808354348,527.5271584025483,-631.8195479898764,1221.8881055616505,-90.25976953507602,1104.3765178767208,307.7121970833773,-864.2677142646727,-377.3055104134363,-1058.9566897808652,-333.769405539229
417,313.84688261176456,320.353366043632,-632.5905528490105,-441.1737191787039,100.07860405717652,372.6896775397189,-408.70089422325987,786.3662097659023,-37.349497266805095,766.6575764526107,212.8055399172596,-617.8379907105192,-257.79599448925353,-625.0690698455079,-209.27181891581628
418,374.71625630706274,479.77740887443736,-980.7018510966275,-581.550741404966,-38.17489228703683,509.3914218551207,-618.5389247776249,1162.5962383464732,-32.57999380590649,1069.741682980855,274.63574049484265,-996.1346356081345,-407.38054986317456,-946.2386370520859,-319.64601500184125
419,429.8565729679999,486.7912892830717,-1147.89289725272,-667.8579503045713,-43.85213397234236,521.4005473937655,-626.8315189638123,1217.4288491386749,-69.24641506706455,1116.8757160946247,270.3955840268497,-940.1827131752542,-405.6239422117081,-947.1479681268138,-330.6659001310458
420,265.12330132999244,330.8559127874428,-662.0057905353367,-336.8841560450601,-41.952348254559695,356.0580955755571,-455.2842951826564,822.9598789857004,-84.9521034362083,775.7378664018187,193.41202016114167,-638.3542326595143,-311.3161216221291,-654.4340252053269,-228.6341613681662
421,224.7506000352068,317.325782949143,-555.1812015839768,-275.9906326874135,-35.852279758345766,294.9295937418192,-386.9397564309936,687.0172065968094,-87.5084634588236,655.1015848524536,154.7516262348231,-519.367468521776,-268.2682179240356,-548.0763363190778,-194.0950981466447
422,474.6913265019882,422.9924073165027,-852.0455776371306,-557.7270611366375,-52.77066864722224,436.02302569382914,-519.8387098789595,1014.2022456776249,-55.02878135751467,949.4949252163605,235.68442719510657,-764.4915999479035,-353.0860140655877,-786.0964646666938,-273.30833596899777
424,399.47115273514936,532.6675267484688,-985.7657112762417,-648.5582219171446,-68.1478216202688,557.4085519718845,-664.3574359374277,1284.0428564973813,-79.04979949748895,1161.0909750713558,324.13201642777113,-936.7918106235671,-397.38307365448816,-1117.4299150706856,-351.8687384635506
425,333.76957657034933,407.38338775204505,-857.7567787210164,-563.1661874227218,-61.84629806083906,469.96866579083564,-587.9413527376386,1069.6111006006395,-73.52351142303256,1002.9241027058089,238.55099628046096,-784.5835656999561,-348.5966523106337,-685.8520434151264,-295.8397409238829
426,389.5428475782579,474.01962721834224,-1126.8069363058687,-653.3114309457077,-43.87872494884441,512.5227265569088,-614.2247593665046,1224.7083720617977,-68.13154642662903,1092.4039388595545,265.81968639513474,-926.5195684072349,-389.29916477073914,-931.0748644129908,-320.43496928349214
427,343.22581604280094,447.39190462548345,-872.827977320507,-512.3184842857399,-37.615604943897715,469.666079095594,-575.968549206986,1069.3253287459438,-35.66259476503871,989.1798197950529,255.13251988343308,-920.6403665836343,-383.64090545283193,-875.0777304357882,-295.3618500256746
428,380.85338779735673,505.910516020696,-935.7153125421385,-607.3544381399997,-68.86201125404789,530.2503131813979,-635.4520706244236,1224.975441041834,-89.97600949843039,1109.9112327216892,309.17143775433124,-870.850567302116,-380.17296211619765,-1064.665824060044,-335.9272767298533
429,213.42882084212,229.63556590199616,-525.1566085628273,-364.4001473446151,-13.597645696009442,280.5874726873135,-333.40830711266904,638.5914702800665,174.04464850052312,588.9424302782486,146.24057329540116,-543.6707517295009,-208.15159872244425,-479.36367787360746,-167.13453328452982
430,342.99678933982085,527.3079978096322,-853.0403927457152,-656.5601694751002,-55.18311132381442,478.1931336781577,-547.052405681476,1113.907089318304,-37.77855678370717,988.1908341288937,299.920845736774,-840.507712076717,-352.0584217086271,-755.010335955924,-289.91780527260624
431,125.77732065381136,147.4890996651346,-370.05880209572626,-262.6158659712023,87.45185522852552,187.0724272872023,-260.2243512796035,568.5105505327227,-43.74535201799912,414.06146853311907,101.6526307006652,-343.26230926390065,-170.50546550939677,-362.5271662982122,-146.8252497342509
432,341.37944277780565,528.813200087448,-847.4110329074197,-652.9560156933944,-54.407523234798695,474.9125993636184,-543.9559835942482,1103.684838611817,-37.85978956442458,981.8796919306927,297.61459386575405,-835.0682645005963,-350.605506420925,-750.4423232397357,-288.69614192541115
433,310.3522426387761,482.95327228874487,-763.1602528644917,-571.4597572796555,-47.98977490549929,427.0471445433874,-448.9324724844475,996.5297809955036,-30.073500307993633,885.2744395220947,272.75812764883364,-748.3877897700585,-314.086860604722,-662.7920202054786,-258.7851334890343
434,216.66882061883516,315.11445250017164,-623.9993904595048,-436.5873557420777,-43.01774572479799,334.4663410720752,-408.7473264708817,785.0475890239862,-48.96493318212433,918.7249281187559,176.46134276157255,-574.833920418515,-256.93222416063765,-619.180087756988,-222.07263316672433
435,339.5135097422578,255.56158191062804,-508.34513358193385,-338.8708294023579,-23.32874792568946,263.71422856854434,-319.4880073939638,604.2214726239782,-28.3823039220089,526.2496058198979,150.64093312564262,-455.3829687958206,-180.1436507508615,-477.2598722430163,-153.57094343594295
436,474.6913265019882,422.9924073165027,-852.0455776371306,-557.7270611366375,-52.77066864722224,436.02302569382914,-519.8387098789595,1014.2022456776249,-55.02878135751467,949.4949252163605,235.68442719510657,-764.4915999479035,-353.0860140655877,-786.0964646666938,-273.30833596899777
437,343.22581604280094,447.39190462548345,-872.827977320507,-512.3184842857399,-37.615604943897715,469.666079095594,-575.968549206986,1069.3253287459438,-35.66259476503871,989.1798197950529,255.13251988343308,-920.6403665836343,-383.64090545283193,-875.0777304357882,-295.3618500256746
438,449.4361676243338,591.9523764332062,-1132.4338345600052,-903.1552644809495,-66.70970069951558,633.3457571407398,-776.576488395544,1439.6564718758093,-90.01586800304061,1312.0843774516782,335.9479777987779,-1113.5825661535962,-482.0384439816323,-1096.808133117384,-390.7528654150575
439,427.7693666279718,483.7624736551281,-1138.9429540120295,-663.9621856210176,-43.75526374538305,518.3016517894886,-623.2473936017581,1210.8601958006698,-69.11298824829241,1110.5186460436335,268.52415938975685,-939.7122513600492,-403.08626258051174,-941.9312772137782,-328.82847682601965
440,439.494939338351,572.3888856665642,-1097.8292648100964,-905.9370332530191,-67.6382087168619,607.4440923281985,-753.7203397793066,1382.7231829816262,-93.41602161856247,1267.6655967441995,322.4832946549675,-1087.633831790872,-488.1016835558257,-1100.136143518279,-385.8024816675724
441,219.40326592051164,320.61715144393827,-630.915643469712,-439.4194571579158,-43.364034685094026,339.3732224040984,-413.24734462182954,796.1222339216398,-48.97485814734286,927.4763044291733,179.75800419762567,-581.1384692612081,-257.66185737540553,-628.3980234106131,-223.9855659746491
442,470.80934725087667,628.6543277706035,-1177.5696348166707,-940.1691500447231,-71.64970957934237,662.5165947418201,-805.4494660105604,1506.779218144832,-93.15027845338476,1367.025216891544,359.2154015574725,-1162.7016208313662,-499.71838269396875,-1202.592647049897,-408.31134428463935
443,446.22083353334233,379.4619696795165,-759.0989742240652,-531.4936818954246,-55.0514104756282,396.25052679104465,-484.40102814609367,922.792205921129,-58.45306144003643,877.5580641141213,214.30526447007253,-700.8103509604504,-346.3691430076797,-730.6489656437601,-260.10234922386945
445,136.30591510988046,177.32633290198189,-382.5902586593574,-282.6295602799664,88.49267735446078,196.3926190933613,-268.73625436593306,563.7714888204987,-40.6843728114463,431.0575052318652,113.70032456463163,-359.7714179599452,-180.81613566947865,-360.1927556647916,-156.02821874623325
446,374.71625630706274,479.77740887443736,-980.7018510966275,-581.550741404966,-38.17489228703683,509.3914218551207,-618.5389247776249,1162.5962383464732,-32.57999380590649,1069.741682980855,274.63574049484265,-996.1346356081345,-407.38054986317456,-946.2386370520859,-319.64601500184125
447,468.7480542863761,624.2972320014136,-1171.6995717128061,-939.1195456533036,-71.91737652005894,658.7013243096451,-802.0045393935259,1498.551383769363,-94.23392163918132,1360.451551698796,356.9242086279978,-1155.1608299907714,-498.83298327265885,-1196.96093032885,-407.1421293200418
448,280.8112837803746,349.3463332398373,-810.344274769828,-466.68878483840695,-33.97031286874685,349.9633824975959,-429.58662395170194,808.8367403720373,-44.623759022558325,765.0021608902658,201.18427216581532,-584.3645866773278,-292.4269455762326,-619.901901242359,-229.27546659854855
449,387.7944582529979,507.2735577488264,-985.6816341562014,-637.4605880994603,-43.6125237475643,536.088179302357,-651.8864548672113,1217.1213343466934,-36.0623824302989,1117.5409780420323,291.25431389941053,-1038.52113842989,-425.76633762289697,-992.1176266540072,-334.08184687212685
450,463.0433572325841,380.3601615780953,-725.3494255858328,-495.9012274831955,-49.622878047971334,387.95525816886567,-462.4212909850172,900.658310155741,-47.28296987855769,843.6324047042228,213.60439338074258,-675.6145667199343,-311.8046652407328,-698.5636692183507,-240.22221189986632
451,462.3333475308045,378.3212592743379,-724.4539861516464,-497.04540123869197,-50.00540576845394,387.05883112254395,-462.17132694828047,898.0251128977595,-48.1235136038383,839.1431420804454,212.5262756346625,-673.8812760265524,-312.8630967251008,-698.7487499041599,-240.59881968445933
452,456.39659456784244,623.1286388353262,-1142.8246113719997,-928.7644822752894,-68.51561979978239,641.876040654085,-775.9243552018862,1461.7019036399681,-83.81336158780447,1323.0982732424197,352.3924332012453,-1135.2944357497545,-486.9210324692363,-1124.7542891594317,-393.3653931815809
453,347.86892327573776,449.77596046643254,-884.4520071313514,-520.0120839434815,-38.77817210443045,476.76137908883123,-583.7525854626743,1085.4817254547988,-36.391170098690765,1003.2033879558918,259.90348093198565,-931.4264251992968,-387.8055062367535,-888.9410963637332,-299.4851024068212
454,274.52339849779355,427.40428242552457,-672.7487390728436,-507.8700664402642,-43.33572867451657,377.29063151676496,-426.38329217497636,885.3884882612767,-24.785781270569284,784.77148726006,285.77726880481805,-664.8913678673928,-277.5184067523563,-582.6855361298914,-231.0516606914619
