,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
1159,464.75097621629357,618.3438991994121,-1168.1539256595877,-924.1266768249544,-66.12410647022895,652.6920966431853,-795.9536422053412,1481.1579234451724,-83.30816509424892,1347.4258168325198,350.16618499826615,-1173.8277988124808,-501.12027855284634,-1170.3166766566967,-401.6178836946946
1160,281.8449246863862,351.684087690621,-810.181518543661,-471.6436999856685,-34.46061586507366,352.22213894355144,-432.4946970815692,813.3482643036681,-44.98404340323985,768.9956554807313,202.57935400368714,-587.9941806779441,-294.08987751132247,-623.5449106313973,-230.46755064864772
1161,456.39659456784244,623.1286388353262,-1142.8246113719997,-928.7644822752894,-68.51561979978239,641.876040654085,-775.9243552018862,1461.7019036399681,-83.81336158780447,1323.0982732424197,352.3924332012453,-1135.2944357497545,-486.9210324692363,-1124.7542891594317,-393.3653931815809
1162,347.86892327573776,449.77596046643254,-884.4520071313514,-520.0120839434815,-38.77817210443045,476.76137908883123,-583.7525854626743,1085.4817254547988,-36.391170098690765,1003.2033879558918,259.90348093198565,-931.4264251992968,-387.8055062367535,-888.9410963637332,-299.4851024068212
1163,239.83608512476096,341.60526586891615,-660.393990672245,-452.2523273717312,-51.37869391093535,355.05652370354363,-409.71422115091235,966.2147483600392,-38.93421012492997,750.2551061954666,202.49389934392403,-630.7139095566574,-248.62638795396373,-607.3308270434961,-199.13885481423222
1164,139.00525970801695,236.3067779444551,-405.02502189789084,-262.9894975085329,162.13422810228826,199.54544046818356,-245.74588503458168,448.8602765650961,-15.083412347290494,428.62936520589227,118.00087694145934,-365.60597872521714,-149.81271595204768,-385.49915384271156,-118.2272737357478
1165,319.7753911670131,347.3058499306074,-656.8226227157468,-445.30764720602855,-34.357498076852586,341.19640107917405,-430.48081831693656,829.8038559808476,-40.06443189785396,920.8193070264153,204.95863766370306,-660.1582902775299,-295.3504212715703,-613.3989090956206,-227.17878006384132
1166,241.89737808926154,345.962361638106,-666.2640537761096,-453.30193176315055,-51.111026970218774,358.8717941357186,-413.15914776794693,974.4425827355084,-37.85056693913341,756.8287713882147,204.78509227339865,-638.2547003972518,-249.51178737527366,-612.9625437645434,-200.30806977882978
1167,372.2610914630114,487.07274601318306,-944.5307903712321,-579.5295902862385,-43.73720800550713,514.0385432869349,-621.7329592033508,1173.64614629155,-34.37681016009287,1074.1344535584653,284.116322012949,-986.9854423156843,-402.6585048287707,-974.1347002673557,-321.7334270658053
1168,377.45804919288224,483.89601324098885,-987.3091964178703,-587.9114366268451,-38.70949378429621,513.5006148428009,-622.8057235685386,1172.0060950303853,-32.45953862348365,1077.6060321373761,277.3034955206922,-1002.2251984237275,-409.1370182719982,-955.6875327636238,-322.1610063711349
1169,271.54534829755573,299.35286963020604,-611.2375536379463,-426.8349600011922,123.05533870626711,357.0358206319389,-397.3773123392782,772.7487650251596,-40.436759222363236,744.3496285694021,203.07128843544336,-593.7603839616389,-257.50014500478295,-601.2528982008386,-209.04319106094124
1170,77.47583096576861,63.973357932660726,-177.22969104822133,-139.71694889615142,1.8494779300892252,98.15561836096249,-106.65301559319487,221.8873735145992,4.909874958004089,189.6070490621619,60.79935925610883,-169.25601454367572,-71.73964617560162,-178.13901540397634,172.30801103039957
1171,438.49044757716007,585.4046508137632,-1111.7528719873173,-898.2250868929458,-68.04758580488888,620.5536675226655,-755.1283977089206,1439.2099237456835,-86.13584049548669,1283.3272920724173,332.2771168526733,-1101.6947195953546,-471.71612831046485,-1104.0073982112824,-378.1262389805271
1172,465.28491253837586,383.11735912900866,-735.0486127692626,-500.3067427009872,-49.81022539947718,391.530443042284,-466.30986011890104,908.3423380690599,-47.860730603958956,847.47043365249,214.89518350373666,-681.1751393760956,-313.9694127345695,-705.192433486236,-242.2643515195219
1173,456.39659456784244,623.1286388353262,-1142.8246113719997,-928.7644822752894,-68.51561979978239,641.876040654085,-775.9243552018862,1461.7019036399681,-83.81336158780447,1323.0982732424197,352.3924332012453,-1135.2944357497545,-486.9210324692363,-1124.7542891594317,-393.3653931815809
1174,463.0433572325841,380.3601615780953,-725.3494255858328,-495.9012274831955,-49.622878047971334,387.95525816886567,-462.4212909850172,900.658310155741,-47.28296987855769,843.6324047042228,213.60439338074258,-675.6145667199343,-311.8046652407328,-698.5636692183507,-240.22221189986632
1175,473.65369664700177,622.7339400542211,-1215.3995607971026,-946.2440475337125,-66.848972187627,659.2555115188364,-802.8897077412008,1502.0518314034844,-91.51676695342118,1364.9620806254857,350.9433343942617,-1171.3585239019658,-503.32944443443495,-1178.436345266986,-406.5810523993446
1176,267.0412776321526,336.3870678035811,-660.4862359570902,-346.8326163968879,-47.38735456798427,359.8970246747118,-458.0408882409136,835.6951618142288,-91.89269560763972,783.6346587289677,199.2143145827836,-613.3686734993174,-305.84657884803806,-676.4227640772216,-232.1647495995696
1177,277.40384341110985,364.8495998261608,-664.5944441632722,-444.89591527707967,-27.943759188538806,364.6616944198014,-264.91616583928266,836.4202741090303,-40.416415248338446,768.5703155683498,197.02465229058734,-657.3100267285545,-285.7495034944465,-648.955649546701,-224.20817285159856
1178,347.86892327573776,449.77596046643254,-884.4520071313514,-520.0120839434815,-38.77817210443045,476.76137908883123,-583.7525854626743,1085.4817254547988,-36.391170098690765,1003.2033879558918,259.90348093198565,-931.4264251992968,-387.8055062367535,-888.9410963637332,-299.4851024068212
1179,241.26284902854633,312.0169675982116,-572.6193406133806,-398.657608718433,-25.31244366473795,313.6658404173217,-169.4352167864027,724.2158043377958,-40.18631950468243,665.1763917054802,170.06187488231845,-548.2370797894022,-244.5379219133139,-554.5238868518563,-194.5381720251358
1180,223.7193540057639,283.0631772369131,-552.6531531820375,-275.9440273656512,-41.04638029767144,296.2024055807574,-387.8919877130344,694.0997602743893,-55.936891559164216,658.7117890830666,160.94279878549725,-499.7604208686914,-270.63965246999476,-551.5617099922745,-197.00543778275295
1181,452.3786583024023,590.0756992055385,-1118.4255869012998,-906.1848427458225,-39.4834911948025,630.862690456735,-762.072179781131,1419.6006390916502,-86.13281231435079,1301.9151616054066,339.3781500783317,-1111.201693473269,-479.713621097811,-1115.6809888099565,-384.89628940370153
1182,145.12602317933047,220.6325563338274,-445.8213601874656,-339.26586295873517,-20.146698147573606,225.0240174139165,-280.872134486903,549.4762911777375,-31.441937518651567,553.9927286463862,117.7775911140468,-405.7472104498934,-64.81551466445255,-485.0876483442944,-95.74698446942803
1183,318.9664889697888,349.02085664983736,-660.8165133902837,-447.96497225056225,-31.984517012238065,343.79142740078237,-432.79671730936417,834.4284131959367,-40.32347901419718,926.7258073736571,206.44170134142314,-664.0304466269082,-297.4080912961645,-617.0345038131088,-228.6509286505668
1184,313.84688261176456,320.353366043632,-632.5905528490105,-441.1737191787039,100.07860405717652,372.6896775397189,-408.70089422325987,786.3662097659023,-37.349497266805095,766.6575764526107,212.8055399172596,-617.8379907105192,-257.79599448925353,-625.0690698455079,-209.27181891581628
1185,444.1380465712878,574.7729415075133,-1109.4532946209408,-913.6306329107606,-68.80077587739464,614.5393923214358,-761.504376034995,1398.8795796904813,-94.14459695221453,1281.6891649050385,327.2542557035199,-1098.4198904065345,-492.26628433974724,-1113.9995094462238,-389.92573404871905
1186,269.2114692259562,364.4506591942991,-878.0538123186022,-491.44113450727457,-31.636375548237655,370.29019577409633,-455.16065868115794,856.6981010684981,-47.283820539241894,804.0549918168219,209.55998638079106,-628.0353449528036,-304.83147446252866,-658.7750988371298,-242.77350599748902
1187,468.740706702233,625.6813265786286,-1172.0084794017705,-935.5909518472625,-71.7290639830956,659.4990126539882,-802.23775875356,1500.2161719831045,-94.3643017868227,1361.3385788526923,357.5531150382014,-1155.3748160178716,-497.80614807860314,-1196.729970270937,-406.540070758673
1188,335.00277895414786,410.8348629076112,-860.785002707158,-568.2081661652157,-62.00609499004117,471.90464227975747,-589.1501312942936,1074.2285447818465,-72.36000773895019,1006.1779863856506,240.43590762002998,-788.057034207178,-349.08896231763833,-687.1584814443601,-296.78576539853793
1189,319.7753911670131,347.3058499306074,-656.8226227157468,-445.30764720602855,-34.357498076852586,341.19640107917405,-430.48081831693656,829.8038559808476,-40.06443189785396,920.8193070264153,204.95863766370306,-660.1582902775299,-295.3504212715703,-613.3989090956206,-227.17878006384132
1190,222.45018853433234,315.89642504933806,-628.5285052627263,-440.29671062849854,-17.34790869971283,346.2602417013045,-409.50639119787877,789.066333957788,-48.30927767867751,899.8009118456023,181.15971301500304,-574.6238442356897,-252.4535359498379,-629.3846564166851,-220.938399405127
1191,267.0412776321526,336.3870678035811,-660.4862359570902,-346.8326163968879,-47.38735456798427,359.8970246747118,-458.0408882409136,835.6951618142288,-91.89269560763972,783.6346587289677,199.2143145827836,-613.3686734993174,-305.84657884803806,-676.4227640772216,-232.1647495995696
1192,212.91156641086764,299.7762045106267,-710.5772891923647,-400.5081100697484,-25.321656267466466,297.74388387474943,-368.0027282042233,685.3980165318823,-39.460090303279664,649.6428695511481,207.16257557905254,-492.26903913366726,-250.01807113129712,-524.541781116085,-194.71485020098376
1193,261.44388977580746,324.8313990177749,-652.9010906474771,-331.2313108470191,-40.86474376006334,350.58103372809865,-448.73586307596054,810.1773105755422,-79.97252536667091,764.415214899817,189.8858840108601,-630.6224630089447,-307.57460036948515,-641.7611915562322,-224.96730924123727
1194,272.22637998484225,333.03276857738757,-634.124643092522,-431.9243228233448,-30.303803429241878,330.53605854829306,-417.99375553497237,803.6765403348054,-40.05438421320012,927.6461132414377,197.1904630813778,-636.8273518016662,-281.85883369738576,-596.399626323788,-222.1313073753363
1195,410.3271380298955,497.337572293673,-1169.6843916466887,-670.020224239999,-41.074355156629075,535.6450813577253,-646.2831869210636,1246.171870179721,-65.41440124259556,1139.8867381527186,277.7443380788249,-986.2575359660751,-416.21721338952904,-978.7173114932425,-339.4986898204413
1196,373.8733152139131,503.4247049435081,-930.9068022937493,-623.9729187304937,-70.2476387157827,527.2090172717399,-624.5046861019931,1246.846535986142,-77.77185534280292,1099.7278569286473,307.95497409993806,-864.4307038835461,-366.5531443270268,-1055.914017536551,-328.8984277247328
1197,266.08281630436136,334.782741282931,-657.5975480167244,-344.25289910270504,-47.1031362496008,358.50281627353365,-456.13724350082674,832.181837267293,-94.91564783419024,780.1269133847844,198.36865646078738,-612.2253531096828,-304.3409780245939,-672.5783018080625,-227.68575922711776
1198,388.5284847188434,473.90696836703694,-1148.6552281567976,-653.353912566812,-39.93014511536225,507.515747032936,-612.5443768728234,1187.1553441733245,-67.66770795915792,1085.7639955060242,264.59977580047746,-911.9162686483612,-394.369734298931,-920.2056109942404,-323.3833356497197
1199,272.22637998484225,333.03276857738757,-634.124643092522,-431.9243228233448,-30.303803429241878,330.53605854829306,-417.99375553497237,803.6765403348054,-40.05438421320012,927.6461132414377,197.1904630813778,-636.8273518016662,-281.85883369738576,-596.399626323788,-222.1313073753363
1200,299.9394082348391,472.5478284375057,-778.9591654414935,-561.3350916989331,-47.45350585701063,416.8514183455505,-473.52824318672435,973.646983376149,-28.900356291814163,868.5353630242936,273.12022188374544,-724.7404564824096,-310.0766948915707,-645.3487236995444,-255.23588694747048
1201,273.4729645208106,274.73837103414195,-660.537922531791,-536.5229717850245,-57.4563677799066,328.91327439055743,-456.72083066962017,771.9426777257389,-89.45635397987401,756.7330297357901,172.4887129876431,-619.9114198329592,-363.13983398928497,-702.7129747442358,-267.11895094711554
1202,417.05866140165443,508.7936040394411,-1180.146290710115,-687.8451944841864,-47.21391416675508,546.5611903562083,-656.8341022601961,1274.6399754015652,-76.3500827527465,1161.6638493294113,287.7990231446097,-973.8951159870588,-414.6595513241095,-1014.5795008190204,-346.93586825371324
1203,426.4777879300469,362.8081925179652,-692.9250412031761,-477.9879483705079,-48.26474723217034,369.4909694328335,-444.575813999468,896.3368550388157,-48.60139449970824,813.9983425267513,199.43439716152912,-644.3114579657456,-312.9185947891163,-674.8086397736624,-236.44097919878675
1204,317.86898326650976,346.9403109856582,-659.227658861227,-448.4263411254723,-34.881616584467686,341.6684094540501,-432.2899351196558,831.2488427660545,-41.12366498146171,923.8280700725785,204.89964576033665,-662.1218114359654,-298.59039429888134,-615.9445623113731,-228.96257983427606
1205,213.42882084212,229.63556590199616,-525.1566085628273,-364.4001473446151,-13.597645696009442,280.5874726873135,-333.40830711266904,638.5914702800665,174.04464850052312,588.9424302782486,146.24057329540116,-543.6707517295009,-208.15159872244425,-479.36367787360746,-167.13453328452982
1206,440.5018453886671,589.181250081223,-1139.595833810795,-902.3570143900859,-64.48598504292373,619.3614536773908,-758.1356293836999,1407.5910418595784,-86.48181014238504,1284.3997746815255,333.5219154355485,-1092.4380308760228,-479.49838333487617,-1102.4334980042888,-383.97619438070615
1207,213.42882084212,229.63556590199616,-525.1566085628273,-364.4001473446151,-13.597645696009442,280.5874726873135,-333.40830711266904,638.5914702800665,174.04464850052312,588.9424302782486,146.24057329540116,-543.6707517295009,-208.15159872244425,-479.36367787360746,-167.13453328452982
1209,452.9857679549068,598.5224568623809,-1140.3113023016979,-909.2212192545973,-69.50297706427851,638.1168160396587,-780.9599613033506,1448.745435530039,-89.73325135465154,1321.4648461199004,339.3762287933656,-1121.6413025212416,-484.77347677033936,-1102.8108814689238,-392.90349388426597
1210,274.8554544369079,434.6408299800786,-681.8876168553879,-510.6809032437724,-42.95827295237386,380.06556285075885,-428.4029006725171,887.449629745803,-25.924602554139497,788.0073810020615,284.74017628641394,-665.3882248242555,-279.5580203233776,-582.4794543165577,-228.93013094083747
1211,103.79832658538669,105.96836237125368,-284.5159958785966,-213.09006144253087,95.52800355500938,141.06637823735096,-212.8122262256197,471.97090726873466,-40.433139952278246,323.7065934514299,76.45996261279865,-265.916163971556,-152.06283409234888,-288.9677019484606,-128.06802487703874
1212,410.84692793856686,460.39500524324103,-1092.49455456814,-632.9154393288284,-38.43048508389051,495.7898753750468,-596.9544599805251,1156.0067047346884,-64.44447893104575,1049.7490938024578,257.0846143370139,-898.5412207892683,-376.87572351868533,-902.8062889042054,-311.73981599608453
1213,469.97390908603154,629.1328017341949,-1175.036703387912,-940.6329305897565,-71.8888609122977,661.43498914291,-803.446537310215,1504.8336161643115,-93.20079810274032,1364.5924625325342,359.43802637777037,-1158.8482845250935,-498.29845808560776,-1198.0364083001705,-407.486095233328
1214,143.23541313943784,238.40682758579769,-407.16032181899726,-264.42337342628406,159.8365546373792,201.11082615896157,-246.87824322297985,450.2220210391704,-14.774686151734679,430.8601599942131,118.97430208964094,-368.0137394001052,-149.84230090049473,-387.8807710071785,-118.2501365212353
1215,258.907196058554,355.41041228422455,-706.6170744147076,-473.65574877514024,-55.421862218857974,383.5190570568225,-447.34102979398773,1028.9676224900186,-49.46219652232755,808.6805471247706,214.0863259136757,-667.8083099905265,-264.0372199167129,-698.8420968376537,-217.6861396457797
1216,347.86892327573776,449.77596046643254,-884.4520071313514,-520.0120839434815,-38.77817210443045,476.76137908883123,-583.7525854626743,1085.4817254547988,-36.391170098690765,1003.2033879558918,259.90348093198565,-931.4264251992968,-387.8055062367535,-888.9410963637332,-299.4851024068212
1217,442.50110697289045,571.3507882279258,-1104.1258961397903,-910.3371626200125,-65.55738734486899,611.7555289361447,-757.5111400737554,1390.98450522271,-93.33448601973146,1275.8355258956997,325.4996498485533,-1094.0239767547841,-490.3543481222624,-1105.8715152943346,-387.701150057085
1218,237.45581779496678,333.7696720721847,-782.3695664253664,-448.03677230676453,-33.795234026808174,337.586844009797,-412.9544583337388,807.7776488305352,-43.006387197541045,733.3492906918403,195.1958987818343,-563.4398474909837,-273.79202534678456,-597.1503063676288,-216.9753432299234
1219,474.6913265019882,422.9924073165027,-852.0455776371306,-557.7270611366375,-52.77066864722224,436.02302569382914,-519.8387098789595,1014.2022456776249,-55.02878135751467,949.4949252163605,235.68442719510657,-764.4915999479035,-353.0860140655877,-786.0964646666938,-273.30833596899777
1220,144.96907575705774,150.07424510857174,-354.1710276708173,-295.28867128292416,-7.180279931003821,196.19749037072742,-224.5985491472703,440.81524007223516,-5.677335354303845,390.43041320995013,113.15646819037602,-346.80514648380006,-145.5809755798968,-354.787780155667,80.91830732275047
1221,463.0433572325841,380.3601615780953,-725.3494255858328,-495.9012274831955,-49.622878047971334,387.95525816886567,-462.4212909850172,900.658310155741,-47.28296987855769,843.6324047042228,213.60439338074258,-675.6145667199343,-311.8046652407328,-698.5636692183507,-240.22221189986632
1222,313.84688261176456,320.353366043632,-632.5905528490105,-441.1737191787039,100.07860405717652,372.6896775397189,-408.70089422325987,786.3662097659023,-37.349497266805095,766.6575764526107,212.8055399172596,-617.8379907105192,-257.79599448925353,-625.0690698455079,-209.27181891581628
1223,399.47115273514936,532.6675267484688,-985.7657112762417,-648.5582219171446,-68.1478216202688,557.4085519718845,-664.3574359374277,1284.0428564973813,-79.04979949748895,1161.0909750713558,324.13201642777113,-936.7918106235671,-397.38307365448816,-1117.4299150706856,-351.8687384635506
1224,318.8171150611274,325.7628988932379,-643.2521400465049,-448.5624194929872,96.0515191777392,379.4517876245044,-416.4220024688285,801.9707781859702,-38.6678987128016,780.4490913718184,216.74746844420784,-628.0435708613473,-262.2890067028629,-638.705403819759,-213.6243829008199
1225,353.77365985595236,467.3155057176311,-860.9416700551485,-581.1976143819393,-62.898008899967635,491.35997999824957,-585.1032688116412,1137.9095688757752,-76.95529080551637,1026.306317146387,325.32636656174816,-805.3309714220071,-344.4248335190762,-997.4079225314828,-312.90178017613334
1226,319.7753911670131,347.3058499306074,-656.8226227157468,-445.30764720602855,-34.357498076852586,341.19640107917405,-430.48081831693656,829.8038559808476,-40.06443189785396,920.8193070264153,204.95863766370306,-660.1582902775299,-295.3504212715703,-613.3989090956206,-227.17878006384132
1227,143.39029820343507,242.39838441003835,-415.4354210683422,-268.5916717371472,159.58010307048067,205.39810496601257,-252.13228664273373,459.89484219984644,-14.750276049545864,440.44258823312435,121.20650311574916,-377.51805139913535,-153.96767334911567,-396.05814094397823,-121.20315125626763
1228,345.0292454247169,452.06942294429774,-890.5787606182919,-542.7245774019162,-40.254396361854106,479.7056521786532,-579.5444316872062,1120.2388322702382,-27.088537130767726,1004.7226198947249,261.93393941515694,-938.8659429598092,-378.2533353627961,-890.4765213615451,-295.6191257602421
1229,465.576775402481,621.5754975254367,-1163.8002110755722,-932.1196311748344,-71.52016423944708,658.5430572575629,-796.5731036263996,1490.225236143049,-93.00111007361683,1351.3994704523448,355.16204872277467,-1147.8424931774978,-493.96829129452834,-1188.7217830461848,-403.84633807152136
1230,425.0514272586838,605.959372535689,-1062.37552661457,-865.0156504917264,-60.63799387502762,592.6552057092957,-728.6641949875916,1348.062061578466,-86.95809326787932,1228.967246400824,312.5112595785261,-1053.604792676841,-457.9166086482109,-1067.5452067030255,-367.8225383165003
1231,463.0433572325841,380.3601615780953,-725.3494255858328,-495.9012274831955,-49.622878047971334,387.95525816886567,-462.4212909850172,900.658310155741,-47.28296987855769,843.6324047042228,213.60439338074258,-675.6145667199343,-311.8046652407328,-698.5636692183507,-240.22221189986632
1232,265.34042103588735,330.1493136983469,-665.6841641427457,-337.3133960915171,-41.410878925286895,355.6228261632739,-454.9228102023292,822.2024592593472,-84.67939547111042,775.3137816634459,192.48426659416273,-639.3435471663644,-311.69280441683,-651.659773133778,-228.386760395304
1233,418.8534408928083,564.5071302747034,-1067.4223436095926,-875.6125415891302,-61.45139986454135,594.3445605128118,-727.0549727351421,1355.7064853263735,-82.77794257328979,1242.2905288811103,316.60659068429493,-1056.2635818318338,-432.97819017943044,-1071.3654394162488,-355.9890209372944
1234,286.0178839849987,287.15783719624227,-688.6134424641258,-582.7131999009749,-56.68054652899688,342.7910728049194,-476.6518749068487,799.9771206976548,-89.62374158476898,784.3529879356676,174.92157094324278,-658.1285278285648,-380.6105048046565,-703.7890220845122,-273.97426204244584
1235,432.6811938577708,490.30288747509076,-1151.1032710429213,-671.5342034308931,-44.595273120055886,525.3345344569909,-631.2184099647949,1226.5248833296532,-70.02162621674418,1124.480893796352,272.73581334609463,-946.4549930867291,-407.55740220548637,-956.60071135927,-332.98249362497944
1236,453.662149266166,617.6259398915596,-1135.9083583617926,-925.9323808594513,-68.16933083948635,636.9691593220617,-771.4243370509383,1450.6272587423146,-83.80343662258592,1314.3468969320024,349.0957717651922,-1128.9898869070614,-486.19139925446837,-1115.5363535058068,-391.4524603736561
1237,249.59318114081123,301.701057845266,-613.5669390839996,-409.1928802750602,-46.22748454341982,327.4714035418737,-381.34160712744904,899.2597817297834,-38.41033165338322,687.0856589684989,180.31454874893691,-581.4980159786252,-222.6782255608333,-577.5631987548403,-179.52672981208542
1238,130.9611938271829,236.96472535586864,-394.06475328680307,-255.19173908800101,137.74115526337783,188.8347028106769,-205.7899906273475,438.2865047651385,-15.45784482229092,408.66162339868026,110.12546266368874,-353.66875846371687,-146.60536409488728,-373.0842422568081,-114.94100052969762
1239,372.5450592481135,486.84339976539655,-943.9181150225381,-577.258340940395,-43.589585579764766,513.7441159779528,-622.1537745808976,1170.170435610006,-35.30707345688518,1073.982530364582,283.9132761646319,-986.241490539633,-403.6137219161664,-973.9811577675746,-322.12002473046323
1240,453.3708338969209,619.2393807165612,-1136.829941399451,-924.6750363992537,-68.12864072826537,638.061274975387,-771.2367410334257,1455.7677576376,-83.00355347343499,1315.385847279782,349.9277240237129,-1129.947824710213,-484.2093469730169,-1115.458935947675,-390.46380414762933
1241,267.2117174688146,339.9278886922618,-660.8436597879183,-347.015526631506,-46.92934010415296,359.87890458080284,-458.0511742661008,835.2715874986892,-95.15920961270717,783.4914094176734,198.695744178374,-615.2057540648357,-305.59385877278794,-676.4328486031596,-231.9480874202915
1242,455.7234422306666,621.9830356607495,-1141.7784214656572,-926.9819852508708,-67.90166389876978,640.7844297542367,-774.8692636679729,1458.8550931177836,-82.71979343678936,1320.9205621247504,351.38696469466686,-1136.5306777476562,-487.07679867577826,-1121.1680702268538,-392.6216753382536
1243,399.47115273514936,532.6675267484688,-985.7657112762417,-648.5582219171446,-68.1478216202688,557.4085519718845,-664.3574359374277,1284.0428564973813,-79.04979949748895,1161.0909750713558,324.13201642777113,-936.7918106235671,-397.38307365448816,-1117.4299150706856,-351.8687384635506
1244,156.6215841310189,209.76544011688642,-384.3572050528945,-276.3180266452488,-26.68195438388661,209.87361158444446,-270.07341657650505,510.21833673212757,-33.497445892478,470.8429365919536,116.21707363672951,-605.7452871051674,-175.58256081458018,-393.40710350763896,-146.68288988485918
1245,452.9857679549068,598.5224568623809,-1140.3113023016979,-909.2212192545973,-69.50297706427851,638.1168160396587,-780.9599613033506,1448.745435530039,-89.73325135465154,1321.4648461199004,339.3762287933656,-1121.6413025212416,-484.77347677033936,-1102.8108814689238,-392.90349388426597
1246,306.1760654310743,384.40054202531275,-786.8093915575826,-496.13747069168335,-58.60991570972633,430.00163046652835,-531.895268899651,984.1459335208161,-62.217262250600605,921.1253494180868,226.04927670872624,-712.223537541582,-315.5589209945363,-595.7398934171886,-270.703241205127
1247,183.15296243259831,203.01218714732346,-464.38947455227327,-320.5836991085696,-29.087398250427913,246.26779199573963,-135.02697684320333,580.0787681976459,-38.7070675734832,535.9166018947362,137.9811595133163,-419.0797964231913,-190.19228975350444,-491.25770720209863,-166.2482854751005
1249,454.4943584569278,599.1895860733662,-1143.8904236367991,-910.5399357339825,-69.87778163233577,640.2900325384171,-784.0179815376093,1453.537848032744,-90.77629985631108,1326.0753115965795,340.15907247964617,-1124.2583968296126,-486.0376351721584,-1110.9533391512282,-394.4724607789046
1250,432.6811938577708,490.30288747509076,-1151.1032710429213,-671.5342034308931,-44.595273120055886,525.3345344569909,-631.2184099647949,1226.5248833296532,-70.02162621674418,1124.480893796352,272.73581334609463,-946.4549930867291,-407.55740220548637,-956.60071135927,-332.98249362497944
1251,466.3185534443874,385.4551135797924,-734.8858565430958,-505.26165784824866,-50.30052839580399,393.78919948823955,-469.21793324876836,912.8538620006907,-48.22101498464048,851.4639282429556,216.29026534160852,-684.8047333767119,-315.6323446696594,-708.8354428752745,-243.4564355696211
1252,391.70937309210285,470.5805615659003,-1119.6339929125857,-628.8164404628542,-41.78854479040816,508.48684256723845,-617.3778216080595,1187.1044547241738,-76.340611243537,1088.706995803052,262.78375940538496,-920.3162926446241,-399.00710185123853,-925.9532204826011,-323.55722808674403
1253,187.78812296292816,444.6837952192257,-453.21051759601323,-340.58673995393616,-15.807156203500455,233.73050813415026,-312.38119854420484,546.8496125104558,-53.2689747967914,520.6376604068738,102.19684311442954,-434.78901344331905,-208.4838296979005,-470.1178192033464,-163.53615308651632
1254,456.39659456784244,623.1286388353262,-1142.8246113719997,-928.7644822752894,-68.51561979978239,641.876040654085,-775.9243552018862,1461.7019036399681,-83.81336158780447,1323.0982732424197,352.3924332012453,-1135.2944357497545,-486.9210324692363,-1124.7542891594317,-393.3653931815809
1255,399.47115273514936,532.6675267484688,-985.7657112762417,-648.5582219171446,-68.1478216202688,557.4085519718845,-664.3574359374277,1284.0428564973813,-79.04979949748895,1161.0909750713558,324.13201642777113,-936.7918106235671,-397.38307365448816,-1117.4299150706856,-351.8687384635506
1256,416.4120947063275,561.1507717362573,-1060.9989182673332,-871.5392954563289,-60.64731861590674,590.4896233617701,-719.0661473331792,1346.7540336786064,-82.00527488830677,1234.4401156910503,314.0644434015513,-1050.6739461539337,-430.74551877622963,-1061.9959541057692,-353.4358096250553
1257,262.3840977450534,365.44036130601273,-829.5002805885165,-480.22079061532355,-36.46816835133277,368.1527607544496,-450.9536148603579,849.4262408722518,-50.04433538760603,794.8515287891797,218.65323342797626,-604.7039754419643,-295.9462152313923,-674.3618785165155,-241.02049192205652
1258,454.24432555856185,395.4713264666375,-764.3928928970153,-523.6186516840293,-26.275595122308854,413.0090943386271,-485.33031687255703,944.2706850486512,-50.713984767270574,898.208145552862,227.35691241186328,-712.6028395203351,-333.43979697104265,-735.1046970790414,-255.32030555171417
1259,272.336973746636,315.801960745193,-618.3925705516419,-426.7986984499399,130.78637422582122,358.6753084479649,-394.8607764077482,757.240034656961,-35.41503288782883,746.1444016006452,205.49378382072408,-597.9926386883342,-253.0557557970325,-605.8327467371791,-203.34647347053178
1260,463.43085323408354,380.40180493851705,-726.0428406807031,-496.58403236378194,-47.10830619622433,389.18184906927615,-462.6781091379889,901.2046833276419,-47.32332763657377,842.0408793815238,214.068331215749,-675.7899112174952,-311.68079372238395,-699.8386914058956,-240.28716850075008
1261,413.068930915715,501.4561766602245,-1176.2917369679317,-676.3809194618782,-41.60895665388845,539.7542743454055,-650.5499857119773,1255.581726863633,-65.29394606017273,1147.7510873092397,280.41209310467445,-992.3480987816681,-417.9736817983527,-988.1662072047804,-342.01368118973494
1262,271.7867183557197,314.59725123725497,-614.4893016827133,-423.724371601047,128.74149052966055,356.7883548381113,-392.2237334464764,750.9174948551145,-34.9835222477726,741.5038770334988,204.52582675049564,-594.5913891972533,-246.78445756427436,-601.8614599479017,-202.57933023838183
1263,269.05680934680186,368.2502448848598,-638.9562221867203,-453.0623145334559,-30.52358505505557,353.04795008635807,-244.65365947579355,815.2994660900843,-40.791231594252615,743.3557448243535,198.621994083363,-618.5626776387281,-272.57709260489213,-603.6242221073486,-216.55774089985357
1264,423.74334262837044,357.3054935741986,-686.0087881929688,-475.1558469546698,-47.91845827187431,364.5840881008103,-440.07579584852016,885.2622101411621,-48.59146953448971,805.2469662163339,196.137735725476,-638.0069091230525,-312.18896157434835,-665.5907041200373,-234.528046390862
1265,470.6137215425357,429.6928592625127,-817.6668777085214,-556.5533545915104,-58.709480447565284,440.8477281915371,-525.2626764849517,1023.2214297263638,-58.815094092101106,956.7445356462514,244.90297096152943,-756.5619760378374,-352.55915914589053,-816.3846385979349,-277.56614546805446
