,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18
1,247.24658075457685,140.0968515835049,-53.32819637038831,-81.2314166776516,-47.354599402963544,113.97892487247363,-24.513169045722382,71.12342418340499,15.782279937448733,34.67320010319863,133.0620119315184,59.92664702710199,-88.07252594343991,-26.36298012034934,53.75201591341302,98.24418809586473,25.180561747759764,-51.73301739289334
2,84.44016787474278,270.6954535047408,-27.95894720087386,-123.2550516365117,-106.54075531417419,184.60056708960704,-104.81904800969087,100.85097572716069,60.6540798769298,-3.091136114389536,150.60554061191732,100.58843247135106,-96.93417953205567,-59.40801572317447,53.02003840097994,126.58968270476637,77.0162707952862,-197.75305574376088
4,124.91222019981666,111.34981411176753,-30.12951573414286,-181.77737790041186,-100.27598747483162,202.18797737214248,-113.31100060729844,112.02164168807442,-9.98148943826464,53.38373567418978,162.55543871162928,97.36437158214177,-106.2846903743977,-77.31083442431594,76.45206641988997,184.07035682072473,46.4334429119214,-146.87119285629444
5,94.08252026093706,257.3392170938885,-31.6375380904133,-150.87371230999318,-115.23362087514796,183.68105799927042,-99.46231958909402,98.31691942283578,52.12058519764216,13.353508351486816,143.95359356329809,95.92413097367569,-106.34178655285571,-48.86718109468451,48.86952532037181,104.82998304482807,84.10808583061122,-191.9703942415974
6,39.72040041583217,68.1679033525832,143.4375206077445,-66.02279603787277,-37.57510259001691,79.80647131231817,-24.80095996887122,40.30784212988757,0.7561662061287402,29.03703468811195,62.11643773498382,36.52925290353465,-75.71454551331557,-33.34035787919179,52.41649738907672,73.01707410271891,14.8991432679075,-38.54387889591454
7,106.99125366846883,321.11768658928054,-38.51060434897952,-206.16511624407343,-54.43131150757158,154.71687030335428,-89.07863659040379,84.38369196005821,-81.93267286019308,56.01883781929685,121.57530685823698,77.81581033253694,-109.81944535642512,-61.87937835192605,82.88228357413229,178.52159871019055,-16.718980839938283,-79.64629526959861
8,118.22318888802697,119.24292732645813,-16.088642507792063,107.41830142389598,-66.23715847650799,142.25520354519722,-50.58830619902439,75.63185297078947,-58.69047590212291,18.05228114251274,106.0368301331527,77.62045540017618,-59.77191108870463,-26.10566822728212,59.65744504500269,92.86256589064268,46.595080692845386,-43.41728752563921
9,34.685607018777375,92.36931912165848,69.07525725857946,-49.30568809073248,-25.312704999374322,78.35272339329407,134.93762309103914,41.26198807763837,5.705700423486835,46.38564565454095,60.866117027127025,43.27380728899789,-49.643686004750066,-27.302278119309058,29.15662127636382,65.6885177837481,13.241824074789722,-28.996632645699503
11,129.70264587279206,70.3730734285494,-27.69545074136659,-172.85249339799802,-90.10295579471274,183.44920102646842,-101.49283757373816,102.07227343111002,-18.8186718121773,71.60922978108209,145.22523472670983,83.18822340700481,-110.52977291276218,-65.25259534365509,69.50420970850979,159.43808031149635,34.64398246332124,-116.4306957288903
12,92.88914522371009,55.99102847827246,-14.28099463943839,-111.90093898348641,-15.018783403465347,133.6886744986394,-64.2420961421923,66.80543093398934,-19.658723676032086,-92.35975192949759,108.2370563804148,119.12112729424302,-72.12704649853816,-67.13309795737027,65.16250318588243,136.17245405008083,-8.746776664763232,-33.590639576909204
13,127.79747400292231,73.61461904529521,-27.855092022820926,-178.92706073532725,-83.9101780639889,196.16561586763362,-107.46842586809102,107.8636215681015,-23.714779028342722,35.79654122325999,157.83482051826718,96.34994555150254,-103.13512005205209,-79.89228565307705,80.44941429343922,187.69100231122232,31.038244434840564,-117.10943494974799
