emotion,n_1,n_0,approach,arousal,attention,certainty,commitment,control,dominance,effort,fairness,identity,obstruction,safety,upswing,valence
Admiration,432,1625,0.8078965449677276,-0.007593913592676316,0.12273634960257154,0.7552198487190653,0.7965822971487551,0.991060431455901,0.8935359092781453,0.835541605461746,0.6696667144971192,0.774740205556002,-0.6510058883171439,0.5060345426040469,0.859420600855334,0.7913324911374724
Adoration,123,1934,1.043520891815178,-1.1402158436286547,-0.8913845738364433,0.9904316834500914,0.24877542180119275,0.5452017687346338,0.41150559852061586,-1.0844036250397828,0.7534040810493495,0.9033290587379794,-0.9250021432354797,1.1894992245674745,0.6137722672825251,0.9684113288782933
Aesthetic-Appreciation,470,1587,0.40154121429631057,-1.2296578038418582,-0.524850777838024,0.8045991073385452,-0.796833050136971,0.6414693058993096,0.4979955928529264,-0.9321723561426593,0.17530494387631312,-0.0669632640285229,-0.9758782872015991,1.0673045519393058,0.04127726528494288,0.7575453760429103
Amusement,711,1346,0.5805258996436133,-0.20132436626902553,-0.6230961686080052,0.2022827483329995,-0.6290273601219251,0.35084462463752303,0.5432991158122372,-0.546168788771064,0.3237262329163923,-0.08657672259237503,-0.5950883184709709,0.6751944343755307,0.7803311369673976,0.7792653585886326
Anger,25,2032,-1.1362973195956216,0.5474061764183454,0.0377212368413443,-0.06792191725516984,0.24097397883377206,-0.730590427480632,-0.4502142053957709,0.27073949689735494,-2.3724244702569703,-0.4977273346590271,1.5828986926127808,-1.216209196012158,-1.4873429343772768,-1.6256427548724846
Anxiety,110,1947,-1.5804211637950067,1.00314257226438,0.8570004151008527,-1.8867369269906986,0.09419732138395467,-1.429383138329092,-1.5006302721557168,0.7018507104685311,-0.7638116849953879,-0.8909909073075677,1.8156030641126255,-1.613803740529447,-1.3510004693032227,-1.7719340478282537
Awe,242,1815,0.0790854186022956,0.6425531192525246,1.1241219001787988,-0.20233169648842272,0.39404190269646966,-0.12455990830138908,-0.1820381749461596,0.5771065392480396,0.15725175267137315,0.37666308741463056,-0.21737642832123077,-0.5583756697390875,0.11608638816133002,0.04008174463835906
Awkwardness,159,1898,-0.39172673319753115,-0.3010623057794403,-0.7640734153273859,-0.7533922903952588,-0.8346216267038021,-0.5241184202462151,-0.2623622164863787,-0.40445441743836724,-0.12023199529918199,-0.7027174331190631,0.13038117090131712,-0.06908961157678015,-0.05719302696398237,-0.18018500284403985
Boredom,11,2046,-1.2571653870398345,-1.935973751768082,-3.290155619146485,-0.4760172336362095,-1.2092395870372608,-0.05607597559295314,-0.1739216172702082,-0.8879580252902854,-0.09942040643142762,-0.918802516757647,0.5492122736660962,0.3934423347557507,-1.373985332235693,-1.0654543520435744
Calmness,293,1764,0.1611614791621417,-2.3963815962138657,-1.2502948745350049,0.9285196509464031,-0.6027035527592594,0.7984446274981267,0.5258468676605577,-1.5180045069827626,0.44268252488451326,0.29102295617845153,-0.9799535968060702,1.1667641716875257,-0.1864283299966599,0.6777648325412341
Confusion,91,1966,-0.9517455191135276,-0.3108518054315294,-0.6319814563419288,-2.0117292809410183,-0.8106117396827685,-0.8710755800994919,-0.6657724452296616,-0.27878816560057895,-0.4882265626924746,-0.9236983313887585,0.7003277835925547,-0.3475242301758537,-0.8923807334529207,-0.9314824498458089
Contempt,22,2035,-1.0403384271987897,-0.5843786991799773,-1.1020567306422424,-0.0016493168199939777,-0.30534049891274617,0.1348250582374748,0.41541697494711116,-0.3898598686407175,-1.5440074502950936,-0.45977406707286217,0.9363068124658602,-0.3005195494595047,-1.1204403939164578,-1.1938292587867003
Craving,55,2002,0.9470864511796887,-0.36495333861766505,-0.5337439758313255,0.9144404321681587,-0.6089161765294158,0.4659516775575311,0.32524679958174985,-0.8314234872490449,0.017678047369719382,-0.26561890586729214,-0.6713479808455582,0.9638887649173078,0.38176194205835284,0.7340396351164153
