,chatgpt-4o-latest / gpt-5,chatgpt-4o-latest / gpt-5.2-pro,chatgpt-4o-latest / gpt-5.1-chat-latest,chatgpt-4o-latest / gpt-5.2-chat-latest,chatgpt-4o-latest / gpt-5-mini,chatgpt-4o-latest / gpt-5-nano,gpt-5 / gpt-5.2-pro,gpt-5 / gpt-5.1-chat-latest,gpt-5 / gpt-5.2-chat-latest,gpt-5 / gpt-5-mini,gpt-5 / gpt-5-nano,gpt-5.2-pro / gpt-5.1-chat-latest,gpt-5.2-pro / gpt-5.2-chat-latest,gpt-5.2-pro / gpt-5-mini,gpt-5.2-pro / gpt-5-nano,gpt-5.1-chat-latest / gpt-5.2-chat-latest,gpt-5.1-chat-latest / gpt-5-mini,gpt-5.1-chat-latest / gpt-5-nano,gpt-5.2-chat-latest / gpt-5-mini,gpt-5.2-chat-latest / gpt-5-nano,gpt-5-mini / gpt-5-nano,min,max,1ÇÃå¬êî
461,0.038446751,0.038446751,0,0.038831219,1,0.999615532,0,0.038446751,0.034986544,0.807766244,0.999615532,0.038446751,0.034986544,0.807766244,0.999615532,0.038831219,1,0.999615532,0.980776624,1,1,0,1,3
462,0.038831219,0.038446751,0.038446751,0.034986544,0.031141869,0.034986544,0.000384468,0.034986544,0.038446751,0.038831219,0.038831219,0.038446751,0.034986544,0.034986544,0.034986544,0.031141869,0.034986544,0.034986544,0.000384468,0.000384468,0.000384468,0.000384468,0.038831219,0
463,0.961553249,0.976931949,0.807766244,0.784698193,0.031141869,0.923106498,0.000384468,1,0.034986544,0.788542868,0.038446751,0.980776624,0.038446751,0.807381776,0.034986544,0.980776624,0.980776624,0.807766244,0.61514802,0.031141869,0.784698193,0.000384468,1,1
464,0.000384468,0.000384468,0,0.615532488,0.000384468,0.034986544,0,0.000384468,0.61514802,0,0.038831219,0.000384468,0.61514802,0,0.038831219,0.615532488,0.000384468,0.034986544,0.61514802,0.807766244,0.038831219,0,0.807766244,0
465,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.034986544,0.000384468,1.11E-16,0.000384468,0.000384468,0.034986544,0.000384468,1.11E-16,1.11E-16,0.034986544,0.000384468,0.000384468,0.034986544,1.11E-16,0.034986544,0.034986544,1.11E-16,0.034986544,0
466,0.038831219,1,1,1,0.807381776,1,1,1,1,0.961553249,0.961553249,0.038446751,0.034986544,1,1,0.000384468,1,1,1,1,0.961553249,0.000384468,1,13
467,0.807766244,0.788542868,0.961553249,0.788542868,0.807766244,0.996155325,0.034986544,0.615532488,0.034986544,0.999615532,0.961553249,0.807766244,0,0.99231065,0.788542868,0.807766244,1,0.996155325,0.99231065,0.788542868,0.788542868,0,1,1
468,0.980776624,0.980776624,0.000384468,0.980776624,0.996155325,1,0.61514802,0.961553249,0.61514802,0.000384468,0.807766244,0.976931949,0,0.615532488,0.961553249,0.976931949,0.976931949,0.996155325,0.615532488,0.961553249,0.807766244,0,1,1
469,0.038831219,0.000384468,0.034986544,0.000384468,0.000384468,0.807766244,0.038831219,0.034986544,0.038831219,0.038831219,0.996155325,0.034986544,0.000384468,0.000384468,0.807381776,0.034986544,0.034986544,0.942329873,0,0.807766244,0.807766244,0,0.996155325,0
470,0.976931949,0.99231065,0.038446751,0.976931949,0.788542868,0.996155325,0.61514802,0.942329873,0,0.038831219,0.807381776,0.803921569,0.61514802,0.807766244,0.038446751,0.942329873,0.788542868,0.807766244,0.038831219,0.807381776,1,0,0.996155325,0
471,0.923106498,0.976931949,0.784698193,0.784698193,0.034986544,0.976931949,0.807381776,0.61514802,0.031141869,0.788542868,0.034986544,0.961168781,0.803921569,0.942329873,0.807766244,0.784698193,0.942329873,0.788542868,0.615532488,0.038446751,0.807766244,0.031141869,0.976931949,0
472,0.807381776,0.788542868,0.034986544,0.038831219,0.038831219,1,0.923106498,0.803921569,0.807766244,0.807766244,1,0.615532488,0.807766244,0.807766244,1,0.038831219,0.038446751,1,0.000384468,0.961168781,0.961553249,0.000384468,1,4
473,0.038831219,0.788542868,0.807766244,0.788542868,0.038446751,0.038831219,0.803921569,0.784698193,0.807381776,0.034986544,0.000384468,0.961168781,0.000384468,0.788542868,0.803921569,0.942329873,0.615532488,0.803921569,0.784698193,0.807766244,0.038831219,0.000384468,0.961168781,0
474,0.999615532,0.999615532,1,0.999615532,0.980776624,1,0.807381776,0.615532488,0.807381776,1,1,0.034986544,0,0.807766244,1,0.034986544,0.980776624,1,0.807766244,1,1,0,1,7
475,0.000384468,0.000384468,0.000384468,0.000384468,0.038831219,0.038831219,1.11E-16,0.000384468,1.11E-16,0.034986544,0.038446751,0.000384468,1.11E-16,0.034986544,0.038446751,0.000384468,0.038831219,0.038831219,0.034986544,0.038446751,0.034986544,1.11E-16,0.038831219,0
476,0.038446751,0.976931949,0.996155325,0.961168781,0,0.996155325,0.784698193,0.803921569,0.807381776,0.038446751,0.803921569,0.000384468,0.034986544,0.976931949,0.000384468,0.034986544,0.996155325,0.000384468,0.961168781,0.034986544,0.996155325,0,0.996155325,0
477,0.038831219,0.996155325,0.999615532,0.996155325,0.980776624,0.999615532,0.980776624,0.996155325,0.980776624,1,0.996155325,0.784698193,0,0.807381776,0.784698193,0.784698193,0.961553249,0,0.807381776,0.784698193,0.961553249,0,1,1
478,0.942329873,0.031141869,0.803921569,0,0,0.807766244,0.803921569,0.61514802,0.942329873,0.942329873,0.999615532,0.942329873,0.031141869,0.031141869,0.807766244,0.803921569,0.803921569,0.999615532,0,0.807766244,0.807766244,0,0.999615532,0
479,0.615532488,0.615532488,0.615532488,0.000384468,0.000384468,0.803921569,0,0,0.615532488,0.615532488,0.942329873,0,0.615532488,0.615532488,0.942329873,0.615532488,0.615532488,0.942329873,0,0.784698193,0.784698193,0,0.942329873,0
480,0.038831219,0.038831219,0.038831219,0.038831219,0.807766244,0.980776624,0.034986544,0.031141869,0.034986544,0.784698193,0.942329873,0.038446751,0.034986544,0.807381776,0.784698193,0.000384468,0.61514802,0.976931949,0.615532488,0.961553249,0.99231065,0.000384468,0.980776624,0
481,1.11E-16,0.000384468,0.000384468,0.038831219,0.038831219,1,0.000384468,0.000384468,0.038831219,0.038831219,1,1.11E-16,0.034986544,0.034986544,1,0.034986544,0.034986544,1,0,0.999615532,0.999615532,0,1,4
482,0.034986544,0.034986544,0.038831219,0.034986544,0.031141869,0.000384468,0,0.000384468,0,0.038446751,0.034986544,0.000384468,0,0.038446751,0.034986544,0.000384468,0.038831219,0.038831219,0.038446751,0.034986544,0.034986544,0,0.038831219,0
483,0.999615532,0.961553249,0.803921569,1,1,1,0.038831219,0.038831219,0.807766244,0.038831219,0.038831219,0.034986544,0.807766244,0.038831219,0.034986544,0.807766244,0.038831219,0.038831219,0.784698193,0.807766244,0.038831219,0.034986544,1,3
484,0.034986544,0.807381776,0.807766244,0.038831219,0.807766244,0.038446751,0.803921569,0.788542868,0.038831219,0.807766244,0.034986544,0.961553249,0.807766244,0.000384468,0.807381776,0.803921569,0.961553249,0.807766244,0.807381776,0.038831219,0.807766244,0.000384468,0.961553249,0
485,0.784698193,0.996155325,0.784698193,0.996155325,0.99231065,0.961168781,0.807766244,1.11E-16,0.807766244,0.807381776,0.976931949,0.807766244,0,0.000384468,0.034986544,0.807766244,0.807381776,0.976931949,0.000384468,0.034986544,0.031141869,0,0.996155325,0
486,0.788542868,0.788542868,0.61514802,0.615532488,0.000384468,0.807766244,0,0.034986544,0.034986544,0.784698193,0.996155325,0.034986544,0.034986544,0.784698193,0.996155325,0.000384468,0.615532488,0.961553249,0.615532488,0.961553249,0.807766244,0,0.996155325,0
487,0.784698193,0.996155325,0.784698193,1,0.807766244,0.996155325,0.807766244,0.784698193,1,0.961553249,0.807766244,0.961553249,0.980776624,0.980776624,0.942329873,1,0.996155325,0.961553249,0.038831219,0.038831219,0.038831219,0.038831219,1,3
488,1,1,1,1,0.038831219,0.996155325,0.034986544,0.000384468,0.807381776,0.807766244,0.038831219,0.038831219,0.784698193,0.807766244,0.038831219,0.807766244,0.807766244,0.038831219,0.961553249,0.807766244,0.807766244,0.000384468,1,4
489,0.000384468,0.000384468,0.031141869,0,0,0,0.000384468,0.034986544,0.000384468,0.000384468,0.000384468,0.034986544,0.000384468,0.000384468,0.000384468,0.031141869,0.031141869,0.031141869,0,0,0,0,0.034986544,0
490,0.788542868,0.788542868,0.031141869,0.788542868,0.038831219,0.038831219,0.000384468,0.615532488,0.000384468,0.807766244,0.807766244,0.615532488,1.11E-16,0.803921569,0.803921569,0.615532488,0.038831219,0.038831219,0.803921569,0.803921569,0,1.11E-16,0.807766244,0
491,0.807766244,0.996155325,0.807766244,0.996155325,0.942329873,0.961553249,0.942329873,0,0.788542868,0.807766244,0.803921569,0.942329873,0.61514802,0.996155325,0.99231065,0.788542868,0.807766244,0.803921569,0.996155325,0.976931949,0.961553249,0,0.996155325,0
492,0.034986544,0.000384468,0.000384468,0.615532488,0.000384468,0.615532488,0.031141869,0.034986544,0.788542868,0.034986544,0.788542868,0.000384468,0.615532488,0.000384468,0.615532488,0.615532488,0.000384468,0.615532488,0.61514802,0.000384468,0.615532488,0.000384468,0.788542868,0
493,0.615532488,0.615532488,0.000384468,0.000384468,0.803921569,0.038831219,0,0.61514802,0.61514802,0.923106498,0.803921569,0.61514802,0.61514802,0.923106498,0.803921569,1.11E-16,0.784698193,0.034986544,0.784698193,0.034986544,0.615532488,0,0.923106498,0
494,0.038831219,1,0.038831219,0.807766244,0.038831219,0.038831219,0.803921569,0.000384468,0.61514802,0,0.000384468,0.807766244,0.034986544,0.803921569,0.807766244,0.615532488,0.000384468,0.000384468,0.61514802,0.615532488,0.000384468,0,1,1
495,0.807766244,1,0.999615532,0.996155325,0.807766244,0.980776624,0.038831219,0.034986544,0.038831219,0.000384468,0.031141869,0.038831219,0.034986544,0.038831219,0.038831219,0.034986544,0.038831219,0.000384468,0.038831219,0.038831219,0.034986544,0.000384468,1,1
496,0.031141869,0.038831219,0.038446751,0.980776624,0.038831219,0.976931949,0.038831219,0.034986544,0.980776624,0.038831219,0.942329873,0.000384468,0.923106498,0.000384468,0.980776624,0.942329873,0.000384468,0.976931949,0.942329873,0.999615532,0.980776624,0.000384468,0.999615532,0
497,0,0,0,0.000384468,0.000384468,0.61514802,0,0,0.000384468,0.000384468,0.61514802,0,0.000384468,0.000384468,0.61514802,0.000384468,0.000384468,0.61514802,0.000384468,0.615532488,0.615532488,0,0.615532488,0
498,0.000384468,1,0.000384468,1,1,1,1,0.000384468,1,1,0.996155325,1,0,0.61514802,0.034986544,1,1,1,0.61514802,0.034986544,0.788542868,0,1,11
499,0.034986544,0,0.000384468,0.784698193,0,0.996155325,0.034986544,0.031141869,0.961553249,0.034986544,0.996155325,0.000384468,0.784698193,0,0.996155325,0.788542868,0.000384468,0.999615532,0.784698193,0.961553249,0.996155325,0,0.999615532,0
500,0.000384468,0.000384468,0.038446751,0.000384468,0.000384468,0.615532488,0,0.034986544,0,0,0.615532488,0.034986544,0,0,0.615532488,0.034986544,0.034986544,0.807766244,0,0.615532488,0.615532488,0,0.807766244,0
502,0.615532488,0.807766244,0.807766244,0.788542868,0.807766244,0.807766244,0.034986544,0.038446751,0.031141869,0.034986544,0.038831219,0.031141869,0.000384468,1.11E-16,0.038831219,0.034986544,0.031141869,0.038831219,0.000384468,0.038831219,0.038831219,1.11E-16,0.807766244,0
503,0.031141869,0.996155325,0.031141869,0.034986544,0.788542868,0.980776624,0.961553249,0,0.000384468,0.615532488,0.807766244,0.961553249,0.961553249,0.807766244,0.807766244,0.000384468,0.615532488,0.807766244,0.61514802,0.807381776,0.038446751,0,0.996155325,0
504,0.034986544,1.11E-16,0.038831219,0.034986544,0.038446751,0.000384468,0.034986544,0.000384468,0,0.000384468,0.031141869,0.038831219,0.034986544,0.038446751,0.000384468,0.000384468,0.000384468,0.034986544,0.000384468,0.031141869,0.034986544,0,0.038831219,0
505,0.000384468,0.999615532,0.961168781,1,1,1,1,0.961553249,1,1,1,0.038446751,0.615532488,0.038831219,0.980776624,0.807766244,0.038831219,0.980776624,0.803921569,0.99231065,0.942329873,0.000384468,1,7
506,0.038831219,0.038446751,0.034986544,0.000384468,0.038831219,0.807766244,0.000384468,0.000384468,0.038446751,0.031141869,0.961168781,0.000384468,0.038831219,0.034986544,0.961553249,0.034986544,0.034986544,0.942329873,0.034986544,0.807381776,0.99231065,0.000384468,0.961553249,0
507,0.784698193,0.784698193,0.784698193,0.803921569,0.803921569,1,0,0,0.000384468,0.000384468,1,0,0.000384468,0.000384468,1,0.000384468,0.000384468,1,0.000384468,1,1,0,1,5
508,1,0.038831219,1,0.039015935,0.038831219,0.999615532,0.961168781,0.038831219,0.803959251,0.996155325,0.942329873,1,0.035171998,0.034986544,0.942329873,0.807803187,1,1,0.038631541,0.996156064,0.996155325,0.034986544,1,5
509,0.031141869,0.031141869,0,0.034986544,0.038831219,0.038831219,0,0.031141869,0.000384468,0.038831219,0.038831219,0.031141869,0.000384468,0.038831219,0.038831219,0.034986544,0.038831219,0.038831219,0.034986544,0.034986544,0,0,0.038831219,0
510,0.038831219,0.803921569,0.615532488,0.038831219,0.788542868,0.038831219,0.788542868,0.807381776,0.034986544,0.807381776,0.031141869,0.923106498,0.615532488,0.942329873,0.615532488,0.803921569,0.961168781,0.803921569,0.803921569,0.000384468,0.803921569,0.000384468,0.961168781,0
512,0,0.615532488,0.000384468,0,0.803921569,0.999615532,0.615532488,0.000384468,0,0.803921569,0.999615532,0.61514802,0.615532488,0.923106498,1,0.000384468,0.784698193,1,0.803921569,0.999615532,1,0,1,2
513,1,1,0.980776624,0.980776624,1,1,0.615532488,0.038831219,0.038831219,0.615532488,0.038446751,0.807766244,0.807766244,0.000384468,0.803921569,0,0.803921569,0.038831219,0.803921569,0.038831219,0.807766244,0,1,4
514,0.038831219,0.000384468,0.000384468,0.034986544,0.000384468,1,0.038831219,0.038831219,0.038831219,0.038831219,1,0.000384468,0.031141869,0.000384468,0.999615532,0.034986544,0.000384468,1,0.034986544,0.996155325,1,0.000384468,1,3
515,0.000384468,0.000384468,0.000384468,0.615532488,0.000384468,0.807766244,1.11E-16,1.11E-16,0.61514802,1.11E-16,0.788542868,1.11E-16,0.61514802,1.11E-16,0.788542868,0.61514802,1.11E-16,0.788542868,0.61514802,0.942329873,0.788542868,1.11E-16,0.942329873,0
516,0,0,0.803921569,0.61514802,0.615532488,0.000384468,0,0.803921569,0.61514802,0.615532488,0.000384468,0.803921569,0.61514802,0.615532488,0.000384468,0.034986544,0.038446751,0.807766244,0.000384468,0.615532488,0.615532488,0,0.807766244,0
517,0.034986544,0.923106498,0.038446751,0.923106498,0.031141869,0.615532488,0.976931949,0.000384468,0.976931949,0.038446751,0.788542868,0.961553249,0,0.784698193,0.803921569,0.961553249,0.034986544,0.807766244,0.784698193,0.803921569,0.788542868,0,0.976931949,0
518,0.000384468,0,0.038446751,0.807381776,0.000384468,0.942329873,0.000384468,0.034986544,0.803921569,0.000384468,0.961553249,0.038446751,0.807381776,0.000384468,0.942329873,0.961168781,0.038831219,0.980776624,0.807766244,0.788542868,0.961553249,0,0.980776624,0
519,0.000384468,0.803921569,0.000384468,0.803921569,0.803921569,0.038831219,0.784698193,1.11E-16,0.784698193,0.784698193,0.034986544,0.784698193,0,0,0.615532488,0.784698193,0.784698193,0.034986544,0,0.615532488,0.615532488,0,0.803921569,0
521,0.034986544,0.803921569,0.000384468,0.034986544,0.807766244,0.038831219,0.61514802,0.034986544,0.038446751,0.615532488,0.038831219,0.803921569,0.807381776,0.000384468,0.807766244,0.031141869,0.807381776,0.038446751,0.803921569,0.034986544,0.807381776,0.000384468,0.807766244,0
522,0.788542868,0.976931949,0.961553249,0.788542868,0.784698193,0.980776624,0.038831219,0.034986544,0.000384468,0.000384468,0.034986544,0.000384468,0.034986544,0.038446751,0.034986544,0.031141869,0.034986544,0.034986544,0.000384468,0.038446751,0.038831219,0.000384468,0.980776624,0
523,0.807766244,0.996155325,1,0.961553249,0.807381776,0.807766244,0.788542868,0.942329873,0.615532488,0.038831219,0.038831219,0.807766244,0.031141869,0.980776624,0.976931949,0.807766244,1,1,0.807766244,0.807381776,0.038831219,0.031141869,1,3
524,1,0.61514802,1,0.034986544,0.803921569,1,1,0,1,1,0.788542868,1,0.803921569,0.034986544,1,1,1,0.788542868,0.961168781,0.999615532,0.999615532,0,1,10
525,0.038446751,0.803921569,0.038831219,0.942329873,0.038831219,1,0.615532488,0.034986544,0.788542868,0.000384468,0.807766244,0.788542868,0.031141869,0.615532488,0.038831219,0.961553249,0.031141869,0.980776624,0.788542868,0.038831219,0.807766244,0.000384468,1,1
527,0.000384468,1,0.000384468,0.038831219,0.038446751,1,1,0,0.038446751,0.034986544,0.999615532,1,1,1,1,0.038446751,0.034986544,0.999615532,0.034986544,0.999615532,0.996155325,0,1,7
528,0.000384468,0.000384468,0.61514802,0.034986544,0.034986544,0.961553249,0,0.615532488,0.031141869,0.034986544,0.942329873,0.615532488,0.031141869,0.034986544,0.942329873,0.788542868,0.788542868,0.807766244,0.038446751,0.803921569,0.996155325,0,0.961553249,0
529,0.000384468,0.034986544,0.034986544,0.034986544,0.038831219,0.038831219,0.038446751,0.038831219,0.038446751,0.038446751,0.038831219,0.000384468,0,0.038446751,0.038831219,0.000384468,0.038831219,0.038831219,0.038446751,0.038831219,0.000384468,0,0.038831219,0
530,0.615532488,0.615532488,0.61514802,0.615532488,0.615532488,0.038831219,0.000384468,0.000384468,0.000384468,0.000384468,0.807766244,0.000384468,0,0,0.803921569,0.000384468,0.000384468,0.807766244,0,0.803921569,0.803921569,0,0.807766244,0
531,0.000384468,0,0.000384468,0.000384468,0.61514802,0.961553249,0.000384468,0,0,0.615532488,0.942329873,0.000384468,0.000384468,0.61514802,0.961553249,0,0.615532488,0.942329873,0.615532488,0.942329873,0.807766244,0,0.961553249,0
532,0.996155325,0.038446751,0.038446751,0.038446751,0.038446751,0.038446751,0.803921569,0.803921569,0.803921569,0.803921569,0.803921569,0,0,0,0,0,0,0,0,0,0,0,0.996155325,0
533,0.923106498,0.788542868,0.942329873,0.031141869,0,0.61514802,0.034986544,0.000384468,0.784698193,0.923106498,0.784698193,0.038831219,0.615532488,0.788542868,0.942329873,0.803921569,0.942329873,0.788542868,0.031141869,0.784698193,0.61514802,0,0.942329873,0
534,0.807766244,0.996155325,0.000384468,0.976931949,0.784698193,1,0.980776624,0.807766244,0.980776624,0.980776624,0.807766244,0.999615532,0.000384468,0.807766244,0.999615532,0.980776624,0.803921569,0.999615532,0.803921569,1,1,0.000384468,1,2
535,0.031141869,0.61514802,0.61514802,0.784698193,0,0.803921569,0.784698193,0.784698193,0.923106498,0.031141869,0.942329873,0,0.031141869,0.61514802,0.034986544,0.031141869,0.61514802,0.034986544,0.784698193,0.000384468,0.803921569,0,0.942329873,0
536,0,0.034986544,0.038446751,0.038446751,0.034986544,0.999615532,0.034986544,0.038446751,0.038446751,0.034986544,0.999615532,0.000384468,0.000384468,0.038831219,1,0,0.034986544,0.999615532,0.034986544,0.999615532,0.996155325,0,1,1
537,0.031141869,0.038446751,0.788542868,0.788542868,0.000384468,0.038831219,0.034986544,0.615532488,0.615532488,0.034986544,0.038831219,0.788542868,0.788542868,0.038831219,0.038831219,1.11E-16,0.807381776,0.807766244,0.807381776,0.807766244,0.038831219,1.11E-16,0.807766244,0
538,0.000384468,0.034986544,0.000384468,0.034986544,0.000384468,1,0.034986544,0.000384468,0.034986544,0.000384468,1,0.034986544,1.11E-16,0.034986544,0.961553249,0.034986544,0.000384468,1,0.034986544,0.961553249,1,1.11E-16,1,3
540,0.000384468,0.61514802,0.615532488,0.784698193,0.784698193,0.807381776,0.615532488,0.61514802,0.788542868,0.788542868,0.803921569,0.000384468,0.031141869,0.031141869,0.038446751,0.034986544,0.034986544,0.034986544,0,0.034986544,0.034986544,0,0.807381776,0
541,0.803921569,0.615532488,0.803921569,0.807381776,0.807381776,0.961168781,0.038446751,1.11E-16,0.031141869,0.034986544,0.784698193,0.038446751,0.034986544,0.038831219,0.788542868,0.031141869,0.034986544,0.784698193,0.038446751,0.61514802,0.807381776,1.11E-16,0.961168781,0
542,0.038446751,0.038446751,0.038446751,0.034986544,0,0.996155325,0,0,0.031141869,0.038446751,0.961553249,0,0.031141869,0.038446751,0.961553249,0.031141869,0.038446751,0.961553249,0.034986544,0.996155325,0.996155325,0,0.996155325,0
543,0.961553249,0.038831219,0.788542868,0,0.976931949,0.000384468,0.980776624,0.031141869,0.961553249,0.038831219,0.976931949,0.807766244,0.038831219,1,0.038831219,0.788542868,0.038831219,0.807381776,0.976931949,0.000384468,0.996155325,0,1,1
544,0.038446751,0.038446751,0.038831219,0.038446751,0.038446751,0.788542868,1.11E-16,0.000384468,1.11E-16,1.11E-16,0.942329873,0.000384468,1.11E-16,1.11E-16,0.942329873,0.000384468,0.000384468,0.942329873,1.11E-16,0.942329873,0.942329873,1.11E-16,0.942329873,0
545,0.000384468,0.031141869,0.000384468,0,0.807766244,0.807766244,0.034986544,0.000384468,0.000384468,0.807766244,0.803921569,0.034986544,0.031141869,0.980776624,0.980776624,0.000384468,0.807381776,0.807381776,0.807766244,0.807766244,0.038446751,0,0.980776624,0
546,0.61514802,0.615532488,0.615532488,0.615532488,0.615532488,0.615532488,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0,0,0.000384468,0,0,0.000384468,0,0.000384468,0,0.000384468,0,0.615532488,0
547,0.980784011,0.034973026,0.031514148,0.000384246,0.000768566,0.995772482,0.980776624,0.807766244,0.980776624,1,1,0.034986544,0.038446751,0.038831219,0.961553249,0.031141869,0.034986544,1,0.000384468,1,0.980776624,0.000384246,1,4
548,0.000384468,0.034986544,0.000384468,0.000384468,0.000384468,0.807766244,0.034986544,0,0.000384468,0.000384468,0.807766244,0.034986544,0.031141869,0.034986544,0.615532488,0.000384468,0.000384468,0.807766244,0.000384468,0.788542868,0.807766244,0,0.807766244,0
549,0.61514802,0.788542868,0.615532488,0.788542868,0.61514802,0.923106498,0.034986544,0.000384468,0.034986544,0,0.784698193,0.031141869,0,0.034986544,0.807381776,0.031141869,0.000384468,0.803921569,0.034986544,0.807381776,0.784698193,0,0.923106498,0
550,0.034986544,0.038446751,0.038446751,0.034986544,0.038446751,0.038446751,0.031141869,0.031141869,1.11E-16,0.031141869,0.031141869,1.11E-16,0.031141869,1.11E-16,1.11E-16,0.031141869,1.11E-16,1.11E-16,0.031141869,0.031141869,1.11E-16,1.11E-16,0.038446751,0
551,0.038446751,0.038831219,0.000384468,0.000384468,0.034986544,0.038831219,0.000384468,0.038831219,0.034986544,0.031141869,0.034986544,0.038831219,0.034986544,0.034986544,0.034986544,0.000384468,0.038831219,0.038831219,0.038446751,0.038446751,0.038446751,0.000384468,0.038831219,0
552,0.034986544,0.980776624,1.11E-16,1,1,1,0.976931949,0.034986544,0.996155325,0.999615532,0.980776624,0.980776624,0.000384468,0.034986544,0.807766244,1,1,1,0.034986544,0.807766244,0.976931949,1.11E-16,1,6
553,0,0.000384468,0,0,0,0.038831219,0.000384468,0,0,0,0.038831219,0.000384468,0.000384468,0.000384468,0.038831219,0,0,0.038831219,0,0.038831219,0.038831219,0,0.038831219,0
554,0.031141869,0.000384468,0.034986544,0.034986544,0.807766244,0.034986544,0.034986544,0.038446751,0.038446751,0.807766244,0.038446751,0.034986544,0.031141869,0.807381776,0.031141869,0.038446751,0.807766244,0.038446751,0.803921569,0,0.803921569,0,0.807766244,0
555,0.961168781,0,0.942329873,0.807381776,0,0.999615532,0.961168781,0.000384468,0.61514802,0.961168781,0.807381776,0.942329873,0.807381776,0,0.999615532,0.615532488,0.942329873,0.807766244,0.807381776,0.961168781,0.999615532,0,0.999615532,0
557,0.784698193,0.784698193,0.784698193,0.923106498,0.942329873,0.961553249,0,0,0.61514802,0.615532488,0.807766244,0,0.61514802,0.615532488,0.807766244,0.61514802,0.615532488,0.807766244,0.000384468,0.961553249,0.961553249,0,0.961553249,0
558,0.000384468,0,0.034986544,0.807381776,0,0.031141869,0.000384468,0.031141869,0.788542868,0.000384468,0.034986544,0.034986544,0.807381776,0,0.031141869,0.615532488,0.034986544,0.038446751,0.807381776,0.803921569,0.031141869,0,0.807381776,0
559,0.807766244,0.996155325,0.980776624,1,0.000384468,1,1,0.031141869,1,0.788542868,0.980776624,1,0.807766244,0.996155325,0.807766244,1,0.961553249,0.980776624,1,0.000384468,0.999615532,0.000384468,1,7
560,0.000384468,0.034986544,0.61514802,0.000384468,0.000384468,0.615532488,0.034986544,0.615532488,0.000384468,0.000384468,0.615532488,0.788542868,0.031141869,0.034986544,0.788542868,0.615532488,0.615532488,0.000384468,0.000384468,0.615532488,0.615532488,0.000384468,0.788542868,0
561,0.038446751,0.038446751,0.976931949,0.038446751,0.038446751,1,0,0.784698193,0,0,0.807766244,0.784698193,0,0,0.807766244,0.784698193,0.784698193,0.038831219,0,0.807766244,0.807766244,0,1,1
562,0.000384468,0.031141869,0,0,0.000384468,0.807766244,0.034986544,0.000384468,0.000384468,0.000384468,0.807381776,0.031141869,0.031141869,0.034986544,0.980776624,0,0.000384468,0.807766244,0.000384468,0.807766244,0.803921569,0,0.980776624,0
563,0.034986544,0.038446751,1.11E-16,0.034986544,1.11E-16,0.038446751,0.031141869,0.034986544,1.11E-16,0.034986544,0.034986544,0.038446751,0.031141869,0.038446751,0.038446751,0.034986544,1.11E-16,0.038446751,0.034986544,0.034986544,0.038446751,1.11E-16,0.038446751,0
564,0.034986544,0.038446751,0.000384468,0.034986544,0.034986544,0.038446751,0.031141869,0.038446751,1.11E-16,0.000384468,0.034986544,0.034986544,0.031141869,0.034986544,0.038446751,0.038446751,0.038831219,0.038831219,0.000384468,0.034986544,0.034986544,1.11E-16,0.038831219,0
565,0.031141869,0.000384468,0.000384468,0.031141869,0.034986544,0.034986544,0.034986544,0.034986544,0,0.000384468,0.000384468,0.000384468,0.034986544,0.038446751,0.038831219,0.034986544,0.038831219,0.038831219,0.000384468,0.000384468,0.000384468,0,0.038831219,0
566,0,0,0.000384468,0.000192178,0.61514802,0.807766244,0,0.000384468,0.000192178,0.61514802,0.807766244,0.000384468,0.000192178,0.61514802,0.807766244,0.000576572,0.615532488,0.807766244,0.61522198,0.807803187,0.961553249,0,0.807803187,0
567,1.11E-16,1.11E-16,1.11E-16,1.11E-16,0.61514802,0.807766244,1.11E-16,1.11E-16,1.11E-16,0.61514802,0.807766244,1.11E-16,1.11E-16,0.61514802,0.807766244,1.11E-16,0.61514802,0.807766244,0.61514802,0.807766244,0.038831219,1.11E-16,0.807766244,0
568,1.11E-16,0.784698193,0.788542868,0.788542868,0.784698193,0.61514802,0.784698193,0.788542868,0.788542868,0.784698193,0.61514802,0.038446751,0.038446751,0,0.031141869,0,0.038446751,0.034986544,0.038446751,0.034986544,0.031141869,0,0.788542868,0
569,0.000384468,1.11E-16,0.000384468,1.11E-16,1.11E-16,0.807766244,0.000384468,0,0.000384468,0.000384468,0.807381776,0.000384468,1.11E-16,1.11E-16,0.807766244,0.000384468,0.000384468,0.807381776,1.11E-16,0.807766244,0.807766244,0,0.807766244,0
570,0.807381776,0.788542868,0.615532488,0.788542868,0.61514802,0.807381776,0.996155325,0.961553249,0.996155325,0.961168781,0,0.034986544,1.11E-16,0.034986544,0.996155325,0.034986544,0.000384468,0.961553249,0.034986544,0.996155325,0.961168781,0,0.996155325,0
571,0.000384468,0.61514802,0.000384468,0,0.61514802,1,0.615532488,0,0.000384468,0.615532488,0.996155325,0.615532488,0.61514802,1.11E-16,1,0.000384468,0.615532488,0.996155325,0.61514802,1,1,0,1,3
572,0.034986544,0.034986544,0.038446751,0.034986544,0.034986544,1,0,0.034986544,0.000384468,0,1,0.034986544,0.000384468,0,1,0.034986544,0.034986544,0.961553249,0.000384468,1,1,0,1,4
